[10:02:08]	LightRinger has connected.
[11:51:22]	Trooper Third Class Rex Barkow has gained a 'RT-97C Blaster' #2563.
[11:51:22]	Private TK-3822 ran 'use' on item 'Tibanna Cartridge' (#2560)
[11:51:22]	Private TK-3822 ran 'use' on item 'Tibanna Cartridge' (#2559)
[11:51:23]	Private TK-3822 ran 'use' on item 'Tibanna Cartridge' (#2562)
[11:51:29]	Private TK-3822 used the 'Supply Locker' vendor.
[11:51:38]	Private TK-3822 used the 'Supply Locker' vendor.
[11:54:49]	Trooper Third Class Rex Barkow has taken 1 damage from door76.
[12:04:02]	matt saton has connected.
[12:05:11]	The OverwatchVoice (STEAM_0:0:203267540) has disconnected.
[12:05:15]	matt saton loaded the character 'Lieutenant Ezyn Linmer'
[12:05:17]	Lieutenant Ezyn Linmer entered observer.
[12:05:33]	[OOC] Lieutenant Ezyn Linmer: wsup
[12:05:48]	[OOC] Private TK-3822: hello
[12:05:56]	[OOC] Private TK-3822: He just went on wc for like 20 mins
[12:06:03]	[OOC] Lieutenant Ezyn Linmer: alright
[12:06:13]	[OOC] Lieutenant Ezyn Linmer: i'll be here, and when he gets back on i'll change your guys' models
[12:06:27]	[OOC] Lieutenant Ezyn Linmer: meanwhile i'll be drinking my various amounts of caffeine
[12:06:38]	[OOC] Private TK-3822: I think I will leave for those 20 mins so theres no shits like getting found while afk
[12:06:50]	Lieutenant Ezyn Linmer exited observer at their location.
[12:06:50]	Lieutenant Ezyn Linmer entered observer.
[12:06:51]	[OOC] Private TK-3822: okay :D sounds like a plan :D
[12:06:52]	Lieutenant Ezyn Linmer exited observer at their location.
[12:06:53]	Lieutenant Ezyn Linmer entered observer.
[12:06:54]	Lieutenant Ezyn Linmer exited observer at their location.
[12:06:54]	Lieutenant Ezyn Linmer entered observer.
[12:06:54]	Lieutenant Ezyn Linmer exited observer at their location.
[12:06:56]	[OOC] Private TK-3822: btw is there a second armory ?
[12:06:57]	Lieutenant Ezyn Linmer entered observer.
[12:06:59]	[OOC] Lieutenant Ezyn Linmer: no
[12:07:00]	Lieutenant Ezyn Linmer exited observer at their location.
[12:07:01]	Lieutenant Ezyn Linmer entered observer.
[12:07:02]	[OOC] Private TK-3822: then wtf
[12:07:04]	Lieutenant Ezyn Linmer exited observer at their location.
[12:07:05]	Lieutenant Ezyn Linmer entered observer.
[12:07:05]	Lieutenant Ezyn Linmer exited observer at their location.
[12:07:05]	Lieutenant Ezyn Linmer entered observer.
[12:07:06]	Lieutenant Ezyn Linmer exited observer at their location.
[12:07:07]	Lieutenant Ezyn Linmer entered observer.
[12:07:07]	Lieutenant Ezyn Linmer exited observer at their location.
[12:07:08]	Lieutenant Ezyn Linmer entered observer.
[12:07:10]	Lieutenant Ezyn Linmer exited observer at their location.
[12:07:11]	Lieutenant Ezyn Linmer entered observer.
[12:07:12]	[OOC] Private TK-3822: We have deathtroopers right ?
[12:07:12]	Lieutenant Ezyn Linmer exited observer at their location.
[12:07:13]	Lieutenant Ezyn Linmer entered observer.
[12:07:15]	[OOC] Lieutenant Ezyn Linmer: yeah
[12:07:21]	[OOC] Private TK-3822: Where are they located then o.O ?
[12:07:25]	[OOC] Lieutenant Ezyn Linmer: the ISB wing
[12:07:32]	[OOC] Private TK-3822: uhhuh
[12:07:47]	Lieutenant Ezyn Linmer exited observer at their location.
[12:07:48]	Lieutenant Ezyn Linmer entered observer.
[12:07:58]	[OOC] Private TK-3822: Btw this red field there
[12:08:10]	[OOC] Private TK-3822: Is it just blocked or you need like a item (card) to pass throught ?
[12:08:30]	[OOC] Lieutenant Ezyn Linmer: no you should jsut be able to walk through
[12:08:35]	[OOC] Private TK-3822: we cant
[12:08:39]	[OOC] Lieutenant Ezyn Linmer: hmmm
[12:08:41]	[OOC] Lieutenant Ezyn Linmer: well i just deleted it
[12:08:47]	[OOC] Private TK-3822: If you want just tp me there
[12:08:48]	[OOC] Lieutenant Ezyn Linmer: error
[12:08:50]	[OOC] Private TK-3822: I can show you
[12:09:00]	[OOC] Lieutenant Ezyn Linmer: i mean i believe you
[12:09:04]	[OOC] Private TK-3822: ah okay
[12:09:05]	[OOC] Lieutenant Ezyn Linmer: i just deleted it so *now* you canwalk through
[12:09:11]	Lieutenant Ezyn Linmer used command '/DeleteErrorModels'.
[12:09:50]	[OOC] Private TK-3822: let me check then
[12:10:54]	[OOC] Private TK-3822: ah yeah cool
[12:11:07]	[OOC] Private TK-3822: hmmm I wonder if I could explore it in OOC
[12:11:16]	[OOC] Lieutenant Ezyn Linmer: you can explore it IC
[12:11:27]	[OOC] Private TK-3822: I mean Iam not IC until Overwatch is ready
[12:11:36]	[OOC] Private TK-3822: Ready meaning ready to continue fully
[12:12:35]	[OOC] Private TK-3822: tought it would be bigger :D
[12:12:55]	[OOC] Private TK-3822: Wierd.... I think Iam tired but
[12:13:03]	[OOC] Private TK-3822: I saw records and database....
[12:13:08]	[OOC] Private TK-3822: wierd
[12:13:09]	[OOC] Lieutenant Ezyn Linmer: no i literally just changed it
[12:13:11]	[OOC] Private TK-3822: LOL
[12:13:11]	Lieutenant Ezyn Linmer exited observer at their location.
[12:13:20]	[OOC] Lieutenant Ezyn Linmer: the general room could be considered records too
[12:13:21]	Lieutenant Ezyn Linmer entered observer.
[12:13:34]	[OOC] Private TK-3822: I wonder how we get a card
[12:13:43]	[OOC] Private TK-3822: hold on the Agent should have the card right ?
[12:14:45]	[OOC] Private TK-3822: or not ?
[12:14:56]	[OOC] Lieutenant Ezyn Linmer: yeah he should
[12:15:06]	[OOC] Private TK-3822: then wtf... is it a item ?
[12:15:13]	[OOC] Lieutenant Ezyn Linmer: yeah it is
[12:15:16]	[OOC] Lieutenant Ezyn Linmer: did he not give it to you
[12:15:18]	[OOC] Private TK-3822: then failrp aaaaaaaaaaaaaa
[12:15:33]	[OOC] Private TK-3822: I didnt knew about cards that moment, He got stripped naked
[12:15:41]	Lieutenant Ezyn Linmer exited observer at their location.
[12:15:41]	Lieutenant Ezyn Linmer entered observer.
[12:15:42]	Lieutenant Ezyn Linmer exited observer at their location.
[12:15:58]	[OOC] Private TK-3822: bruh
[12:16:05]	[OOC] Lieutenant Ezyn Linmer: alright let me quickly prop this place and i'll let you in
[12:16:18]	[OOC] Private TK-3822: I will just take a peek
[12:16:30]	[OOC] Private TK-3822: Iam just pissed because he didnt gave us everything he had
[12:16:37]	Lieutenant Ezyn Linmer has spawned 'models/lt_c/sci_fi/holo_tablet.mdl'.
[12:16:41]	Lieutenant Ezyn Linmer has spawned 'models/lt_c/sci_fi/counter.mdl'.
[12:16:53]	Lieutenant Ezyn Linmer has spawned 'models/lt_c/sci_fi/ground_locker_small.mdl'.
[12:17:05]	Lieutenant Ezyn Linmer has spawned a 'Entity [1081][ix_vendor]'.
[12:17:15]	[OOC] Private TK-3822: is there like a card printer ?
[12:17:24]	[OOC] Lieutenant Ezyn Linmer: yeah, in the ISB wing
[12:17:24]	[OOC] Private TK-3822: or a way to print one
[12:17:29]	[OOC] Private TK-3822: aha
[12:18:49]	[OOC] Private TK-3822: is it going to be a RP heavily to print it or it just poops out 
[12:19:07]	[OOC] Private TK-3822: both would make sence honestly
[12:19:13]	[OOC] Lieutenant Ezyn Linmer: it's an actual printer entity
[12:19:14]	Lieutenant Ezyn Linmer entered observer.
[12:19:15]	Lieutenant Ezyn Linmer exited observer at their location.
[12:19:15]	Lieutenant Ezyn Linmer entered observer.
[12:19:15]	Lieutenant Ezyn Linmer exited observer at their location.
[12:19:16]	Lieutenant Ezyn Linmer entered observer.
[12:19:17]	[OOC] Private TK-3822: oh
[12:19:19]	Lieutenant Ezyn Linmer exited observer at their location.
[12:19:24]	[OOC] Private TK-3822: My question is tho
[12:19:53]	[OOC] Private TK-3822: Can I print it without being in the subfaction (Is it allowed only to few classes ?)
[12:22:10]	[OOC] Private TK-3822: okay brb need to hit wc too
[12:22:22]	[OOC] Lieutenant Ezyn Linmer: yeah you can print it without being in the faction
[12:22:25]	[OOC] Lieutenant Ezyn Linmer: anybody can use it
[12:24:23]	[OOC] Private TK-3822: alright sweet
[12:27:52]	Lieutenant Ezyn Linmer has spawned 'models/props_c17/oildrum001.mdl'.
[12:28:44]	[OOC] Private TK-3822: so armory is finnished ?
[12:31:17]	[OOC] Private TK-3822: okay he is comming
[12:33:20]	The OverwatchVoice has connected.
[12:33:32]	Lieutenant Ezyn Linmer entered observer.
[12:33:36]	Lieutenant Ezyn Linmer exited observer at their location.
[12:34:06]	Lieutenant Ezyn Linmer has spawned 'models/props/starwars/tech/hoth_console2.mdl'.
[12:34:09]	Lieutenant Ezyn Linmer has spawned 'models/props/starwars/tech/cis_ship_switcher.mdl'.
[12:34:19]	[OOC] Private TK-3822: so ... ?
[12:34:28]	[OOC] Lieutenant Ezyn Linmer: sorry what'd you say
[12:34:30]	Lieutenant Ezyn Linmer has spawned 'models/props/starwars/tech/tat_prop_evaporator.mdl'.
[12:34:36]	[OOC] Private TK-3822: we are ready for exchange
[12:34:38]	Lieutenant Ezyn Linmer has spawned 'models/prop_crates/misc_x64_b.mdl'.
[12:34:43]	[OOC] Lieutenant Ezyn Linmer: oh gotcha
[12:34:48]	Lieutenant Ezyn Linmer has spawned 'models/prop_crates/misc_x64.mdl'.
[12:34:56]	Lieutenant Ezyn Linmer has spawned 'models/prop_crates/imp_x64_b.mdl'.
[12:35:02]	Lieutenant Ezyn Linmer has spawned 'models/misc/exchange_c.mdl'.
[12:35:22]	The OverwatchVoice loaded the character 'Trooper Third Class Rex Barkow'
[12:35:26]	Lieutenant Ezyn Linmer has spawned 'models/cire992/props4/crateshipping01_a.mdl'.
[12:35:27]	[OOC] Private TK-3822: okay rp ?
[12:35:34]	[ME] Private TK-3822: would dress off
[12:35:44]	Lieutenant Ezyn Linmer entered observer.
[12:35:45]	[ME] Trooper Third Class Rex Barkow: would dress off his ISB uniform
[12:35:50]	Lieutenant Ezyn Linmer used command '/CharSetModel rex models/kriegsyntax/imperial/navy/officer_esb/playermodel_male_01.mdl'.
[12:35:51]	[ME] Private TK-3822: would handle the cloths
[12:35:55]	Lieutenant Ezyn Linmer used command '/CharEditBodygroup rex'.
[12:36:00]	[ME] Trooper Third Class Rex Barkow: would take them and hand you his uniform
[12:36:01]	Lieutenant Ezyn Linmer has changed Trooper Third Class Rex Barkow's bodygroups.
[12:36:06]	Lieutenant Ezyn Linmer has changed Trooper Third Class Rex Barkow's bodygroups.
[12:36:06]	Lieutenant Ezyn Linmer has changed Trooper Third Class Rex Barkow's bodygroups.
[12:36:06]	[ME] Trooper Third Class Rex Barkow: would wear the Commodore uniform
[12:36:19]	[ME] Private TK-3822: would wear the ISB uniform 
[12:36:20]	Lieutenant Ezyn Linmer used command '/CharSetModel 3822 models/kriegsyntax/imperial/compnor/isb/officer_anh/playermodel_male_01_armor.mdl'.
[12:36:26]	Trooper Third Class Rex Barkow used command '/CharDesc A male Standing at 5'9 / Looking at his 30's / Black eyes and Black Hair / Has Commodore Uniform On / HP: Coruscant'.
[12:36:36]	Lieutenant Ezyn Linmer exited observer at their location.
[12:36:51]	[ME] Private TK-3822: would laught
[12:37:00]	Lieutenant Ezyn Linmer has spawned 'models/cire992/props3/foot_locker_01.mdl'.
[12:37:05]	Lieutenant Ezyn Linmer has spawned 'models/cire992/props2/containerkitchen02.mdl'.
[12:37:07]	Lieutenant Ezyn Linmer has spawned 'models/cire992/props2/shelf06.mdl'.
[12:37:09]	Lieutenant Ezyn Linmer entered observer.
[12:37:10]	Lieutenant Ezyn Linmer exited observer at their location.
[12:37:24]	Lieutenant Ezyn Linmer has spawned 'models/cire992/props/kitchen03.mdl'.
[12:37:26]	Lieutenant Ezyn Linmer has spawned 'models/cire992/props/kitchen02.mdl'.
[12:37:39]	Lieutenant Ezyn Linmer has spawned 'models/cire992/props/kitchen04.mdl'.
[12:37:43]	Lieutenant Ezyn Linmer has spawned 'models/cire992/props/locker01.mdl'.
[12:37:46]	Lieutenant Ezyn Linmer has spawned 'models/cire992/props/kitchen01.mdl'.
[12:37:50]	Lieutenant Ezyn Linmer has spawned 'models/cire992/props/kitchen07.mdl'.
[12:37:59]	Lieutenant Ezyn Linmer has spawned 'models/cire992/props/kitchen04.mdl'.
[12:38:07]	Lieutenant Ezyn Linmer has spawned 'models/cire992/props4/tablet_2tablet_1.mdl'.
[12:38:13]	Lieutenant Ezyn Linmer has spawned 'models/cire992/props4/cratecargo01_l.mdl'.
[12:38:14]	Lieutenant Ezyn Linmer entered observer.
[12:38:14]	Lieutenant Ezyn Linmer exited observer at their location.
[12:38:29]	Lieutenant Ezyn Linmer has spawned 'models/cire992/props4/techscanner01.mdl'.
[12:38:30]	Lieutenant Ezyn Linmer has spawned 'models/cire992/props4/solar_panel_01.mdl'.
[12:38:32]	Lieutenant Ezyn Linmer has spawned 'models/cire992/props4/stairsportable01.mdl'.
[12:38:35]	Lieutenant Ezyn Linmer has spawned 'models/cire992/props4/n7_bench_01.mdl'.
[12:38:36]	[ME] Trooper Third Class Rex Barkow: searches the desk for a card
[12:38:39]	Lieutenant Ezyn Linmer entered observer.
[12:38:39]	[ME] Private TK-3822: would start searching for a access card
[12:38:39]	Lieutenant Ezyn Linmer exited observer at their location.
[12:38:40]	Lieutenant Ezyn Linmer entered observer.
[12:38:44]	[IT] Lieutenant Ezyn Linmer: You already have Zeak's card.
[12:38:49]	Lieutenant Ezyn Linmer has spawned 'models/cire992/props4/cratecargo01_xl.mdl'.
[12:38:52]	Lieutenant Ezyn Linmer has spawned 'models/cire992/props4/cratecargo01_xl.mdl'.
[12:38:53]	[OOC] Private TK-3822: wait so...
[12:38:54]	Lieutenant Ezyn Linmer exited observer at their location.
[12:38:59]	[LOOC] Trooper Third Class Rex Barkow: well we don't have it in our inventory, that is a problem
[12:39:04]	Lieutenant Ezyn Linmer entered observer.
[12:39:04]	Lieutenant Ezyn Linmer exited observer at their location.
[12:39:06]	Lieutenant Ezyn Linmer entered observer.
[12:39:06]	Lieutenant Ezyn Linmer exited observer at their location.
[12:39:10]	[OOC] Private TK-3822: yeah he didnt gave it to us
[12:39:20]	[OOC] Lieutenant Ezyn Linmer: yeah it probably slipped his mind. i'll just open the door for you
[12:39:21]	Lieutenant Ezyn Linmer entered observer.
[12:39:23]	Lieutenant Ezyn Linmer exited observer at their location.
[12:39:27]	Lieutenant Ezyn Linmer has spawned 'models/cire992/props4/machinery02_worn.mdl'.
[12:39:31]	[ME] Trooper Third Class Rex Barkow: puts in the card of Zeak
[12:39:32]	Lieutenant Ezyn Linmer has spawned 'models/cire992/props4/seat_straight.mdl'.
[12:39:36]	Lieutenant Ezyn Linmer entered observer.
[12:40:14]	[ME] Private TK-3822: would search the table
[12:40:20]	[IT] Private TK-3822: what does he find ?
[12:40:22]	[ME] Trooper Third Class Rex Barkow: would search the boxes
[12:40:41]	[LOOC] Private TK-3822: Is the god here with us ?
[12:40:54]	[OOC] Private TK-3822: wtf
[12:40:56]	[ME] Trooper Third Class Rex Barkow: would search the box
[12:41:07]	[LOOC] Lieutenant Ezyn Linmer: i'm here
[12:41:10]	[LOOC] Lieutenant Ezyn Linmer: hop hey sorry
[12:41:13]	[OOC] Private TK-3822: we are searching
[12:41:14]	[LOOC] Lieutenant Ezyn Linmer: roll three times
[12:41:14]	[OOC] Trooper Third Class Rex Barkow: did u get the connection error too?
[12:41:18]	[OOC] Private TK-3822: yep
[12:41:19]	Trooper Third Class Rex Barkow rolled 100 out of 100.
[12:41:19]	Trooper Third Class Rex Barkow used command '/Roll'.
[12:41:21]	Trooper Third Class Rex Barkow rolled 19 out of 100.
[12:41:21]	Trooper Third Class Rex Barkow used command '/Roll'.
[12:41:21]	[OOC] Lieutenant Ezyn Linmer: yeah i ahd to update something
[12:41:23]	Trooper Third Class Rex Barkow rolled 14 out of 100.
[12:41:23]	Trooper Third Class Rex Barkow used command '/Roll'.
[12:41:23]	[LOOC] Lieutenant Ezyn Linmer: BROOOOO
[12:41:27]	[LOOC] Trooper Third Class Rex Barkow: LMAO
[12:41:29]	[OOC] Private TK-3822: aaaaah lua refresh ?
[12:41:34]	[LOOC] Trooper Third Class Rex Barkow: My fucking god, 100
[12:41:41]	[LOOC] Trooper Third Class Rex Barkow: I rolled 100
[12:41:42]	[LOOC] Private TK-3822: you kidding
[12:41:44]	[LOOC] Trooper Third Class Rex Barkow: Nope
[12:41:46]	[OOC] Private TK-3822: LMAO
[12:41:46]	[LOOC] Trooper Third Class Rex Barkow: lmao
[12:41:51]	[IT] Lieutenant Ezyn Linmer: You find an ISB Colonel uniform.
[12:41:52]	[OOC] Private TK-3822: what a fucking luck :D
[12:41:59]	[ME] Trooper Third Class Rex Barkow: would take it and wear it
[12:42:00]	[LOOC] Private TK-3822: what the fuck
[12:42:11]	[ME] Private TK-3822: would turn away to give him some privace
[12:42:14]	Lieutenant Ezyn Linmer used command '/CharSetModel rex models/kriegsyntax/imperial/compnor/isb/officer_anh/playermodel_male_01.mdl'.
[12:42:16]	[ME] Trooper Third Class Rex Barkow: would put his commodore uniform into the box
[12:42:17]	[LOOC] Private TK-3822: privacy*
[12:42:23]	Lieutenant Ezyn Linmer used command '/CharEditBodygroup barkow'.
[12:42:44]	Lieutenant Ezyn Linmer has changed Trooper Third Class Rex Barkow's bodygroups.
[12:43:06]	[OOC] Lieutenant Ezyn Linmer: ICly the deathtrooper supply has deathtrooper uniforms too
[12:43:06]	[ME] Private TK-3822: would start searching every corner for the DT
[12:43:11]	[OOC] Private TK-3822: huh
[12:43:14]	Trooper Third Class Rex Barkow used the 'Deathtrooper Supply' vendor.
[12:43:15]	[OOC] Lieutenant Ezyn Linmer: not jsut the E-11Ds and electrocuffs
[12:43:15]	Private TK-3822 used the 'Deathtrooper Supply' vendor.
[12:43:18]	Trooper Third Class Rex Barkow has gained 0 credits.
[12:43:18]	Trooper Third Class Rex Barkow has gained a 'E-11D Blaster' #2564.
[12:43:19]	Trooper Third Class Rex Barkow has gained 0 credits.
[12:43:19]	Trooper Third Class Rex Barkow has gained a 'Electrocuffs' #2565.
[12:43:20]	Private TK-3822 has gained 0 credits.
[12:43:20]	Private TK-3822 has gained a 'E-11D Blaster' #2566.
[12:43:21]	Private TK-3822 has gained 0 credits.
[12:43:21]	Private TK-3822 has gained a 'Electrocuffs' #2567.
[12:43:22]	Private TK-3822 has gained 0 credits.
[12:43:22]	Private TK-3822 has gained a 'Electrocuffs' #2568.
[12:43:23]	Private TK-3822 has gained 0 credits.
[12:43:23]	Private TK-3822 has gained a 'Tibanna Cartridge' #2569.
[12:43:30]	Trooper Third Class Rex Barkow ran 'EquipUn' on item 'E-11 Blaster' (#2415)
[12:43:30]	[OOC] Private TK-3822: okay so I do find it ?
[12:43:30]	Trooper Third Class Rex Barkow ran 'Equip' on item 'E-11D Blaster' (#2564)
[12:43:31]	Trooper Third Class Rex Barkow ran 'use' on item 'Tibanna Cartridge' (#2556)
[12:43:32]	Trooper Third Class Rex Barkow ran 'use' on item 'Tibanna Cartridge' (#2555)
[12:43:33]	Private TK-3822 ran 'EquipUn' on item 'RT-97C Blaster' (#2544)
[12:43:33]	Private TK-3822 ran 'Equip' on item 'E-11D Blaster' (#2566)
[12:43:34]	[LOOC] Lieutenant Ezyn Linmer: yeah
[12:44:05]	[ME] Private TK-3822: would dress off with few words on the way
[12:44:10]	Trooper Third Class Rex Barkow used the 'Deathtrooper Supply' vendor.
[12:44:12]	Lieutenant Ezyn Linmer used command '/CharSetModel 3822 models/sw1_deathtrooper.mdl'.
[12:44:12]	Trooper Third Class Rex Barkow has gained 0 credits.
[12:44:12]	Trooper Third Class Rex Barkow has gained a 'Electrocuffs' #2570.
[12:44:16]	[ME] Private TK-3822: would take the uniform
[12:44:18]	Trooper Third Class Rex Barkow has gained 0 credits.
[12:44:18]	Trooper Third Class Rex Barkow has gained a 'Electrocuffs' #2571.
[12:44:22]	Lieutenant Ezyn Linmer used command '/CharEditBodygroup TK-3822'.
[12:44:35]	Lieutenant Ezyn Linmer has changed Private TK-3822's bodygroups.
[12:44:44]	Private TK-3822 used the 'Deathtrooper Supply' vendor.
[12:44:45]	Lieutenant Ezyn Linmer used command '/CharSetSkin 3822 2'.
[12:44:46]	Private TK-3822 has gained 0 credits.
[12:44:46]	Private TK-3822 has gained a 'Electrocuffs' #2572.
[12:44:47]	Private TK-3822 has gained 0 credits.
[12:44:47]	Private TK-3822 has gained a 'Electrocuffs' #2573.
[12:44:47]	Private TK-3822 has gained 0 credits.
[12:44:47]	Private TK-3822 has gained a 'Electrocuffs' #2574.
[12:44:48]	Private TK-3822 has gained 0 credits.
[12:44:48]	Private TK-3822 has gained a 'Electrocuffs' #2575.
[12:44:48]	Private TK-3822 has gained 0 credits.
[12:44:48]	Private TK-3822 has gained a 'Electrocuffs' #2576.
[12:44:49]	Private TK-3822 has gained 0 credits.
[12:44:49]	Private TK-3822 has gained a 'Electrocuffs' #2577.
[12:44:50]	Private TK-3822 has gained 0 credits.
[12:44:50]	Private TK-3822 has gained a 'Tibanna Cartridge' #2578.
[12:45:01]	[ME] Private TK-3822: would turn on the vocoder
[12:45:22]	[ME] Private TK-3822: would turn it off
[12:45:34]	Doughnut has connected.
[12:45:37]	Lieutenant Ezyn Linmer used command '/CharEditBodygroup TK-3822'.
[12:45:39]	Lieutenant Ezyn Linmer has changed Private TK-3822's bodygroups.
[12:45:46]	[LOOC] Private TK-3822: god ?
[12:45:50]	[LOOC] Lieutenant Ezyn Linmer: that's me
[12:45:59]	[LOOC] Private TK-3822: Where is the printer for the card ?
[12:46:18]	[LOOC] Lieutenant Ezyn Linmer: not telling exactly where
[12:46:22]	Doughnut loaded the character 'Lieutenant Shunk Tump'
[12:46:25]	ZeakRold has connected.
[12:46:29]	[ME] Trooper Third Class Rex Barkow: would put the Zeak's card in
[12:46:36]	Lieutenant Ezyn Linmer exited observer at their location.
[12:46:40]	ZeakRold loaded the character 'Agent Zeak Rold'
[12:46:44]	[LOOC] Lieutenant Ezyn Linmer: wtf
[12:46:47]	[LOOC] Trooper Third Class Rex Barkow: LMAO
[12:46:50]	[LOOC] Lieutenant Ezyn Linmer: the door won't fuckingf
[12:46:52]	[LOOC] Private TK-3822: uhm
[12:46:58]	Lieutenant Ezyn Linmer entered observer.
[12:46:58]	Lieutenant Ezyn Linmer exited observer at their location.
[12:46:59]	Lieutenant Ezyn Linmer entered observer.
[12:46:59]	Lieutenant Ezyn Linmer exited observer at their location.
[12:47:01]	[LOOC] Private TK-3822: negative force
[12:47:02]	[LOOC] Lieutenant Ezyn Linmer: BRUH
[12:47:02]	Lieutenant Ezyn Linmer entered observer.
[12:47:03]	Lieutenant Ezyn Linmer exited observer at their location.
[12:47:04]	[LOOC] Lieutenant Ezyn Linmer: WTF
[12:47:05]	[LOOC] Private TK-3822: young padawan
[12:47:11]	[LOOC] Private TK-3822: tp tp :)
[12:47:13]	Lieutenant Ezyn Linmer entered observer.
[12:47:15]	Lieutenant Ezyn Linmer exited observer at their location.
[12:47:15]	Lieutenant Ezyn Linmer entered observer.
[12:47:16]	Lieutenant Ezyn Linmer exited observer at their location.
[12:47:18]	[LOOC] Private TK-3822: or remover :)
[12:47:23]	Trooper Third Class Rex Barkow used command '/CharDesc A male Standing at 5'9 / Looking at his 30's / Black eyes and Brown Hair / Has ISB Officer Uniform on with Plagues implying that he is a Colonel / HP: Coruscant'.
[12:47:35]	Lieutenant Ezyn Linmer ran 'take' on item 'Identichip' (#2579)
[12:47:35]	Lieutenant Ezyn Linmer has gained a 'Identichip' #2579.
[12:48:06]	[ME] Private TK-3822: would muffle something
[12:48:26]	[ME] Private TK-3822: would observe the unit
[12:48:28]	[LOOC] Trooper Third Class Rex Barkow: the owner was trying to open that door for like minutes now
[12:48:30]	[LOOC] Trooper Third Class Rex Barkow: lmao
[12:48:37]	[W] Trooper Third Class Rex Barkow: Right.
[12:48:42]	[W] Private TK-3822: Whipser.
[12:48:43]	[W] Trooper Third Class Rex Barkow: We can print a card here and delete those records.
[12:48:53]	[W] Private TK-3822: Start with the records.
[12:49:05]	Lieutenant Ezyn Linmer entered observer.
[12:49:13]	[OOC] Lieutenant Ezyn Linmer: hodl up zeak
[12:49:16]	MiGHTyMaxiBLE has connected.
[12:49:20]	[OOC] Agent Zeak Rold: ??
[12:49:24]	Lieutenant Ezyn Linmer exited observer at their location.
[12:49:25]	[ME] Private TK-3822: would try get the card
[12:49:34]	[LOOC] Lieutenant Ezyn Linmer: they're bakc on so you're bakc here
[12:49:35]	[OOC] Private TK-3822: lmao
[12:49:36]	Lieutenant Ezyn Linmer entered observer.
[12:49:40]	Lieutenant Ezyn Linmer used command '/CharSetModel zeak models/kriegsyntax/imperial/navy/prisoner/playermodel_male_01.mdl'.
[12:49:42]	MiGHTyMaxiBLE loaded the character 'Lance Corporal Lastimosa 'Marauder' Oldblood'
[12:49:49]	[LOOC] Lieutenant Ezyn Linmer: wait hold on
[12:49:50]	[OOC] Trooper Third Class Rex Barkow: Did you do the thing I think?
[12:49:51]	[LOOC] Lieutenant Ezyn Linmer: hold on
[12:50:00]	[OOC] Private TK-3822: lol
[12:50:08]	Lieutenant Ezyn Linmer used command '/PM rex which records'.
[12:50:09]	[ME] Trooper Third Class Rex Barkow: would delete the records of them detaining zeak and stealing his uniform
[12:50:21]	Trooper Third Class Rex Barkow used command '/Reply that one'.
[12:50:25]	Lieutenant Ezyn Linmer exited observer at their location.
[12:50:30]	Lieutenant Ezyn Linmer used command '/PM rex what do you mean *that one*'.
[12:50:30]	Lieutenant Ezyn Linmer entered observer.
[12:50:38]	Lieutenant Ezyn Linmer used command '/PlySearch'.
[12:50:40]	Trooper Third Class Rex Barkow used command '/Reply ** Trooper Third Class Rex Barkow would delete the records of them detaining zeak and stealing his uniform'.
[12:50:41]	Agent Zeak Rold has gained a 'Training E-11 Blaster (no scope)' #2400.
[12:50:43]	Agent Zeak Rold has gained a 'Bacta Tube' #1620.
[12:50:46]	Lieutenant Ezyn Linmer has gained a 'Bacta Tube' #1620.
[12:50:47]	Lieutenant Ezyn Linmer has gained a 'Training E-11 Blaster (no scope)' #2400.
[12:50:48]	Lieutenant Ezyn Linmer has gained a 'Comlink' #2441.
[12:50:48]	Trooper Third Class Rex Barkow used command '/Reply that one'.
[12:50:51]	Lieutenant Ezyn Linmer ran 'drop' on item 'E-11 Stun Blaster' (#2443)
[12:50:51]	Agent Zeak Rold has lost a 'E-11 Stun Blaster' #2443.
[12:51:03]	Lieutenant Ezyn Linmer used command '/PM rex there are no records for that'.
[12:51:14]	Trooper Third Class Rex Barkow used command '/Reply fuck I meant to make it so we blame zeak'.
[12:51:15]	Private TK-3822 ran 'Equip' on item 'Electrocuffs' (#2573)
[12:51:16]	[LOOC] Lieutenant Ezyn Linmer: sup
[12:51:16]	Lieutenant Ezyn Linmer exited observer at their location.
[12:51:17]	[LOOC] Lieutenant Ezyn Linmer: sup
[12:51:19]	Trooper Third Class Rex Barkow used command '/Reply hold on let me change that'.
[12:51:21]	Agent Zeak Rold ran 'take' on item 'E-11 Stun Blaster' (#2443)
[12:51:21]	Agent Zeak Rold has gained a 'E-11 Stun Blaster' #2443.
[12:51:22]	Lance Corporal Lastimosa 'Marauder' Oldblood has taken 1 damage from door44.
[12:51:25]	Lieutenant Ezyn Linmer used command '/PM rex those records don't exist'.
[12:51:26]	[LOOC] Lieutenant Ezyn Linmer: i see
[12:51:26]	Lance Corporal Lastimosa 'Marauder' Oldblood has taken 1 damage from door44.
[12:51:29]	Trooper Third Class Rex Barkow used command '/Reply alr'.
[12:51:43]	Lieutenant Ezyn Linmer used command '/CharSetModel oldblood models/kriegsyntax/imperial/army/trooper/playermodel_male_01.mdl'.
[12:51:48]	[ME] Trooper Third Class Rex Barkow: would place in fake records, claiming zeak is working with rebels secretly and is a traitor
