[00:59:56]	Doughnut has connected.
[02:08:02]	Doughnut ran 'Place' on item 'Combine Lock' (#24)
[02:08:03]	Doughnut entered observer.
[02:08:22]	Doughnut has spawned a 'Entity [641][ix_forcefield]'.
[02:08:31]	Doughnut used command '/CharSetClass doughnut admin'.
[02:08:39]	Doughnut used command '/PlyTransfer doughnut admin'.
[02:08:47]	Doughnut used command '/PlyWhitelist doughnut admin'.
[02:08:49]	Doughnut used command '/PlyTransfer doughnut admin'.
[02:08:58]	Doughnut used command '/PlyWhitelist doughnut cca'.
[02:09:01]	Doughnut used command '/PlyWhitelist doughnut combine'.
[02:09:06]	Doughnut used command '/PlyTransfer doughnut combine'.
[02:09:21]	Doughnut has spawned a 'Entity [789][ix_forcefield]'.
[02:09:31]	Doughnut used command '/PlyTransfer doughnut citizen'.
[02:13:08]	Doughnut (STEAM_0:1:127409364) has disconnected (timed out).
[05:53:05]	matt saton has connected.
[05:53:44]	matt saton loaded the character 'Captain Nathan Vance'
[05:53:46]	Captain Nathan Vance entered observer.
[05:53:50]	Captain Nathan Vance exited observer at their location.
[05:53:51]	Captain Nathan Vance entered observer.
[05:54:05]	Captain Nathan Vance exited observer at their location.
[05:54:09]	Captain Nathan Vance entered observer.
[05:54:10]	Captain Nathan Vance exited observer at their location.
[05:54:11]	Captain Nathan Vance entered observer.
[05:54:11]	Captain Nathan Vance exited observer at their location.
[05:54:16]	Captain Nathan Vance has spawned 'models/props_wasteland/controlroom_desk001b.mdl'.
[05:54:20]	Captain Nathan Vance entered observer.
[05:54:25]	Captain Nathan Vance exited observer at their location.
[05:54:26]	Captain Nathan Vance has spawned 'models/props_wasteland/controlroom_storagecloset001a.mdl'.
[05:54:29]	Captain Nathan Vance entered observer.
[05:54:34]	Captain Nathan Vance exited observer at their location.
[05:54:39]	Captain Nathan Vance entered observer.
[05:54:41]	Captain Nathan Vance exited observer at their location.
[05:54:42]	Captain Nathan Vance has spawned 'models/props_wasteland/kitchen_shelf001a.mdl'.
[05:54:50]	Captain Nathan Vance has spawned 'models/props_wasteland/cafeteria_table001a.mdl'.
[05:55:02]	Captain Nathan Vance has spawned 'models/props_wasteland/cafeteria_bench001a.mdl'.
[05:55:58]	Captain Nathan Vance has spawned 'models\props/CS_militia/food_stack.mdl'.
[05:56:00]	Captain Nathan Vance entered observer.
[05:56:03]	Captain Nathan Vance exited observer at their location.
[05:56:31]	Captain Nathan Vance entered observer.
[05:56:32]	Captain Nathan Vance exited observer at their location.
[05:56:33]	Captain Nathan Vance entered observer.
[05:56:34]	Captain Nathan Vance exited observer at their location.
[05:56:39]	Captain Nathan Vance entered observer.
[05:56:40]	Captain Nathan Vance exited observer at their location.
[05:56:51]	Captain Nathan Vance has gained a 'Conscript Filter' #24.
[05:56:51]	Captain Nathan Vance used command '/CharGiveItem vance Conscript filter'.
[05:56:54]	Captain Nathan Vance has gained a 'Conscript Filter' #25.
[05:56:54]	Captain Nathan Vance used command '/CharGiveItem vance Conscript filter'.
[05:56:56]	Captain Nathan Vance ran 'drop' on item 'Conscript Filter' (#25)
[05:56:56]	Captain Nathan Vance has lost a 'Conscript Filter' #25.
[05:56:57]	Captain Nathan Vance ran 'drop' on item 'Conscript Filter' (#24)
[05:56:57]	Captain Nathan Vance has lost a 'Conscript Filter' #24.
[05:57:22]	Captain Nathan Vance entered observer.
[05:57:24]	Captain Nathan Vance exited observer at their location.
[05:57:26]	Captain Nathan Vance entered observer.
[05:57:28]	Captain Nathan Vance exited observer at their location.
[05:57:43]	Captain Nathan Vance has spawned 'models/props_c17/chair02a.mdl'.
[05:57:46]	Captain Nathan Vance entered observer.
[05:58:02]	Captain Nathan Vance exited observer at their location.
[05:58:05]	Captain Nathan Vance entered observer.
[05:58:08]	Captain Nathan Vance exited observer at their location.
[05:58:34]	Captain Nathan Vance entered observer.
[05:58:55]	Captain Nathan Vance exited observer at their location.
[05:59:03]	matt saton loaded the character 'OTA.C17-ECHO.OWC.45564'
[05:59:05]	OTA.C17-ECHO.OWC.45564 entered observer.
[05:59:08]	OTA.C17-ECHO.OWC.45564 exited observer at their location.
[05:59:13]	OTA.C17-ECHO.OWC.45564 entered observer.
[05:59:14]	OTA.C17-ECHO.OWC.45564 has spawned a 'Entity [367][ix_forcefield]'.
[05:59:18]	OTA.C17-ECHO.OWC.45564 has spawned a 'Entity [367][ix_forcefield]'.
[05:59:20]	OTA.C17-ECHO.OWC.45564 has spawned a 'Entity [369][ix_forcefield]'.
[05:59:22]	OTA.C17-ECHO.OWC.45564 has spawned a 'Entity [367][ix_forcefield]'.
[05:59:29]	OTA.C17-ECHO.OWC.45564 has spawned a 'Entity [367][ix_forcefield]'.
[05:59:33]	OTA.C17-ECHO.OWC.45564 has spawned a 'Entity [367][ix_forcefield]'.
[05:59:41]	OTA.C17-ECHO.OWC.45564 exited observer at their location.
[05:59:45]	OTA.C17-ECHO.OWC.45564 entered observer.
[06:00:10]	OTA.C17-ECHO.OWC.45564 exited observer at their location.
[06:00:41]	OTA.C17-ECHO.OWC.45564 has spawned 'models\props/CS_militia/fireplacechimney01.mdl'.
[06:01:09]	OTA.C17-ECHO.OWC.45564 has spawned 'models/props_wasteland/laundry_cart002.mdl'.
[06:01:15]	OTA.C17-ECHO.OWC.45564 has spawned 'models/props_wasteland/controlroom_desk001a.mdl'.
[06:01:16]	OTA.C17-ECHO.OWC.45564 has spawned 'models/props_wasteland/controlroom_desk001b.mdl'.
[06:01:40]	OTA.C17-ECHO.OWC.45564 has spawned a 'Entity [369][ix_testent1]'.
[06:01:42]	OTA.C17-ECHO.OWC.45564 has spawned a 'Entity [843][ix_testent7]'.
[06:01:44]	OTA.C17-ECHO.OWC.45564 has spawned a 'Entity [369][ix_testent7]'.
[06:01:50]	OTA.C17-ECHO.OWC.45564 has spawned a 'Entity [369][ix_stove]'.
[06:01:52]	OTA.C17-ECHO.OWC.45564 has spawned a 'Entity [842][ix_testent7]'.
[06:01:54]	OTA.C17-ECHO.OWC.45564 has spawned a 'Entity [369][ix_testent7]'.
[06:02:01]	OTA.C17-ECHO.OWC.45564 has spawned a 'Entity [369][ix_testent7]'.
[06:02:15]	OTA.C17-ECHO.OWC.45564 has spawned a 'Entity [370][ix_testent1]'.
[06:02:16]	OTA.C17-ECHO.OWC.45564 has spawned a 'Entity [843][ix_testent7]'.
[06:02:18]	OTA.C17-ECHO.OWC.45564 has spawned a 'Entity [370][ix_testent7]'.
[06:02:20]	OTA.C17-ECHO.OWC.45564 has spawned a 'Entity [370][ix_testent7]'.
[06:02:21]	OTA.C17-ECHO.OWC.45564 has spawned a 'Entity [844][ix_testent7]'.
[06:03:29]	OTA.C17-ECHO.OWC.45564 entered observer.
[06:03:30]	OTA.C17-ECHO.OWC.45564 exited observer at their location.
[06:03:45]	OTA.C17-ECHO.OWC.45564 has spawned 'models/props_c17/Lockers001a.mdl'.
[06:05:12]	OTA.C17-ECHO.OWC.45564 has spawned 'models/props_junk/MetalBucket01a.mdl'.
[06:05:15]	OTA.C17-ECHO.OWC.45564 has spawned 'models/props_junk/wood_crate001a.mdl'.
[06:05:18]	OTA.C17-ECHO.OWC.45564 has spawned 'models/props_junk/sawblade001a.mdl'.
[06:05:24]	OTA.C17-ECHO.OWC.45564 has spawned 'models/props_interiors/pot01a.mdl'.
[06:05:28]	OTA.C17-ECHO.OWC.45564 has spawned 'models/props_combine/weaponstripper.mdl'.
[06:05:44]	OTA.C17-ECHO.OWC.45564 has spawned a 'Entity [839][ix_rationdispenser]'.
[06:05:47]	OTA.C17-ECHO.OWC.45564 has spawned a 'Entity [839][ix_cidprinter]'.
[06:05:52]	OTA.C17-ECHO.OWC.45564 has spawned a 'Entity [839][ix_testent3]'.
[06:05:57]	OTA.C17-ECHO.OWC.45564 entered observer.
[06:06:00]	OTA.C17-ECHO.OWC.45564 exited observer at their location.
[06:06:23]	OTA.C17-ECHO.OWC.45564 has spawned 'models/Items/ammocrate_ar2.mdl'.
[06:06:25]	OTA.C17-ECHO.OWC.45564 has spawned 'models/Items/ammocrate_grenade.mdl'.
[06:06:27]	OTA.C17-ECHO.OWC.45564 has spawned 'models/Items/ammoCrate_Rockets.mdl'.
[06:06:28]	OTA.C17-ECHO.OWC.45564 has spawned 'models/Items/ammocrate_smg1.mdl'.
[06:07:03]	OTA.C17-ECHO.OWC.45564 entered observer.
[06:07:06]	OTA.C17-ECHO.OWC.45564 exited observer at their location.
[06:07:25]	OTA.C17-ECHO.OWC.45564 entered observer.
[06:07:26]	OTA.C17-ECHO.OWC.45564 exited observer at their location.
[06:07:44]	OTA.C17-ECHO.OWC.45564 entered observer.
[06:08:08]	OTA.C17-ECHO.OWC.45564 exited observer at their location.
[06:08:12]	OTA.C17-ECHO.OWC.45564 entered observer.
[06:08:30]	OTA.C17-ECHO.OWC.45564 used command '/MapSceneAdd'.
[06:09:34]	OTA.C17-ECHO.OWC.45564 used command '/MapSceneAdd'.
[06:10:17]	OTA.C17-ECHO.OWC.45564 used command '/MapSceneAdd'.
[06:10:31]	OTA.C17-ECHO.OWC.45564 used command '/MapSceneAdd'.
[06:10:54]	OTA.C17-ECHO.OWC.45564 used command '/MapSceneAdd'.
[06:11:02]	OTA.C17-ECHO.OWC.45564 exited observer at their location.
[06:11:02]	OTA.C17-ECHO.OWC.45564 has spawned 'models/props_furniture/piano.mdl'.
[06:11:04]	OTA.C17-ECHO.OWC.45564 entered observer.
[06:11:04]	OTA.C17-ECHO.OWC.45564 exited observer at their location.
[06:11:28]	OTA.C17-ECHO.OWC.45564 has spawned 'models/props_furniture/piano.mdl'.
[06:11:59]	OTA.C17-ECHO.OWC.45564 entered observer.
[06:12:00]	OTA.C17-ECHO.OWC.45564 exited observer at their location.
[06:12:01]	OTA.C17-ECHO.OWC.45564 entered observer.
[06:12:20]	OTA.C17-ECHO.OWC.45564 has spawned 'models/props_vehicles/car001b_phy.mdl'.
[06:12:21]	OTA.C17-ECHO.OWC.45564 has spawned 'models/props_vehicles/car001a_phy.mdl'.
[06:12:23]	OTA.C17-ECHO.OWC.45564 has spawned 'models/props_vehicles/car001a_hatchback.mdl'.
[06:12:32]	OTA.C17-ECHO.OWC.45564 has spawned 'models/props_vehicles/car002a_physics.mdl'.
[06:12:48]	OTA.C17-ECHO.OWC.45564 exited observer at their location.
[06:14:02]	OTA.C17-ECHO.OWC.45564 has spawned 'models/props_junk/bicycle01a.mdl'.
[06:14:11]	OTA.C17-ECHO.OWC.45564 has spawned 'models/props_junk/garbage128_composite001c.mdl'.
[06:14:12]	OTA.C17-ECHO.OWC.45564 has spawned 'models/props_junk/garbage128_composite001b.mdl'.
[06:14:19]	OTA.C17-ECHO.OWC.45564 has spawned 'models/props_trainstation/trashcan_indoor001b.mdl'.
[06:14:46]	OTA.C17-ECHO.OWC.45564 has spawned 'models/props_junk/garbage256_composite002b.mdl'.
[06:14:50]	OTA.C17-ECHO.OWC.45564 has spawned 'models/props_junk/garbage128_composite001b.mdl'.
[06:14:55]	OTA.C17-ECHO.OWC.45564 has spawned 'models/props_junk/garbage128_composite001b.mdl'.
[06:14:56]	OTA.C17-ECHO.OWC.45564 has spawned 'models/props_junk/garbage128_composite001a.mdl'.
[06:15:01]	OTA.C17-ECHO.OWC.45564 entered observer.
[06:15:01]	OTA.C17-ECHO.OWC.45564 exited observer at their location.
[06:15:08]	OTA.C17-ECHO.OWC.45564 has spawned 'models/props_lab/monitor01a.mdl'.
[06:15:16]	OTA.C17-ECHO.OWC.45564 has spawned 'models/props_lab/harddrive01.mdl'.
[06:15:22]	OTA.C17-ECHO.OWC.45564 has spawned 'models/props_lab/plotter.mdl'.
[06:15:31]	OTA.C17-ECHO.OWC.45564 has spawned 'models/props_lab/plotter.mdl'.
[06:15:49]	OTA.C17-ECHO.OWC.45564 entered observer.
[06:15:50]	OTA.C17-ECHO.OWC.45564 exited observer at their location.
[06:16:07]	OTA.C17-ECHO.OWC.45564 has spawned 'models/props_vehicles/carparts_muffler01a.mdl'.
[06:16:13]	OTA.C17-ECHO.OWC.45564 entered observer.
[06:16:33]	OTA.C17-ECHO.OWC.45564 has spawned 'models/props_junk/MetalBucket02a.mdl'.
[06:16:36]	OTA.C17-ECHO.OWC.45564 has spawned 'models/props_junk/metal_paintcan001b.mdl'.
[06:16:37]	OTA.C17-ECHO.OWC.45564 has spawned 'models/props_junk/MetalBucket01a.mdl'.
[06:16:58]	OTA.C17-ECHO.OWC.45564 exited observer at their location.
[06:17:05]	OTA.C17-ECHO.OWC.45564 entered observer.
[06:17:08]	OTA.C17-ECHO.OWC.45564 exited observer at their location.
[06:17:11]	OTA.C17-ECHO.OWC.45564 entered observer.
[06:17:11]	OTA.C17-ECHO.OWC.45564 exited observer at their location.
[06:17:18]	OTA.C17-ECHO.OWC.45564 has spawned 'models/props_equipment/sleeping_bag1.mdl'.
[06:17:20]	OTA.C17-ECHO.OWC.45564 has spawned 'models/props_urban/outhouse001.mdl'.
[06:17:28]	OTA.C17-ECHO.OWC.45564 has spawned 'models/props_junk/trashcluster01a_corner.mdl'.
[06:17:42]	OTA.C17-ECHO.OWC.45564 has spawned 'models/props_urban/bench001.mdl'.
[06:17:48]	OTA.C17-ECHO.OWC.45564 has spawned 'models/props/de_inferno/bench_wood.mdl'.
[06:18:18]	OTA.C17-ECHO.OWC.45564 has spawned 'models/props_urban/outhouse001.mdl'.
[06:18:39]	OTA.C17-ECHO.OWC.45564 entered observer.
[06:18:44]	OTA.C17-ECHO.OWC.45564 exited observer at their location.
[06:18:49]	OTA.C17-ECHO.OWC.45564 entered observer.
[06:19:00]	OTA.C17-ECHO.OWC.45564 exited observer at their location.
[06:19:15]	OTA.C17-ECHO.OWC.45564 has spawned 'models/props_wasteland/controlroom_desk001a.mdl'.
[06:19:25]	OTA.C17-ECHO.OWC.45564 has spawned 'models/props_wasteland/controlroom_desk001b.mdl'.
[06:19:32]	OTA.C17-ECHO.OWC.45564 entered observer.
[06:19:33]	OTA.C17-ECHO.OWC.45564 exited observer at their location.
[06:19:36]	OTA.C17-ECHO.OWC.45564 entered observer.
[06:19:36]	OTA.C17-ECHO.OWC.45564 exited observer at their location.
[06:19:37]	OTA.C17-ECHO.OWC.45564 entered observer.
[06:19:38]	OTA.C17-ECHO.OWC.45564 exited observer at their location.
[06:19:44]	OTA.C17-ECHO.OWC.45564 has spawned 'models/props_unique/spawn_apartment/coffeeammo.mdl'.
[06:19:46]	OTA.C17-ECHO.OWC.45564 entered observer.
[06:20:00]	OTA.C17-ECHO.OWC.45564 exited observer at their location.
[06:20:02]	OTA.C17-ECHO.OWC.45564 entered observer.
[06:20:08]	OTA.C17-ECHO.OWC.45564 has spawned 'models/props_junk/trashcluster01a_corner.mdl'.
[06:20:15]	OTA.C17-ECHO.OWC.45564 has spawned 'models/props_junk/TrashDumpster01a.mdl'.
[06:20:27]	OTA.C17-ECHO.OWC.45564 exited observer at their location.
[06:20:28]	OTA.C17-ECHO.OWC.45564 has spawned 'models/props_junk/PushCart01a.mdl'.
[06:20:58]	OTA.C17-ECHO.OWC.45564 has spawned 'models/props_junk/sawblade001a.mdl'.
[06:21:00]	OTA.C17-ECHO.OWC.45564 has spawned 'models/props_junk/MetalBucket02a.mdl'.
[06:21:01]	OTA.C17-ECHO.OWC.45564 has spawned 'models/props_junk/metalgascan.mdl'.
[06:21:02]	OTA.C17-ECHO.OWC.45564 has spawned 'models/props_interiors/BathTub01a.mdl'.
[06:21:04]	OTA.C17-ECHO.OWC.45564 has spawned 'models/props_combine/weaponstripper.mdl'.
[06:21:18]	OTA.C17-ECHO.OWC.45564 has spawned 'models/props_junk/wood_crate001a_damaged.mdl'.
[06:21:24]	OTA.C17-ECHO.OWC.45564 has spawned 'models/props_junk/wood_crate001a_damaged.mdl'.
[06:21:26]	OTA.C17-ECHO.OWC.45564 has spawned 'models/props_junk/wood_crate001a.mdl'.
[06:21:32]	OTA.C17-ECHO.OWC.45564 has spawned 'models/props_junk/wood_crate002a.mdl'.
[06:22:17]	OTA.C17-ECHO.OWC.45564 has spawned 'models/props_unique/firepit_campground.mdl'.
[06:22:19]	OTA.C17-ECHO.OWC.45564 has spawned 'models/props/de_inferno/bench_concrete.mdl'.
[06:22:22]	OTA.C17-ECHO.OWC.45564 has spawned 'models/props/de_tides/patio_chair2.mdl'.
[06:22:25]	OTA.C17-ECHO.OWC.45564 has spawned 'models/props/de_piranesi/pi_orrery.mdl'.
[06:22:28]	OTA.C17-ECHO.OWC.45564 entered observer.
[06:22:49]	OTA.C17-ECHO.OWC.45564 exited observer at their location.
[06:22:54]	OTA.C17-ECHO.OWC.45564 entered observer.
[06:23:12]	OTA.C17-ECHO.OWC.45564 has spawned 'models/props/de_tides/patio_table2.mdl'.
[06:23:18]	OTA.C17-ECHO.OWC.45564 exited observer at their location.
[06:23:21]	OTA.C17-ECHO.OWC.45564 has spawned 'models/props/de_tides/patio_chair2.mdl'.
[06:23:32]	OTA.C17-ECHO.OWC.45564 has spawned 'models/props/de_tides/patio_chair2.mdl'.
[06:23:38]	OTA.C17-ECHO.OWC.45564 entered observer.
[06:23:45]	OTA.C17-ECHO.OWC.45564 has spawned 'models/props_interiors/table_picnic.mdl'.
[06:23:54]	OTA.C17-ECHO.OWC.45564 exited observer at their location.
[06:24:02]	OTA.C17-ECHO.OWC.45564 entered observer.
[06:24:05]	OTA.C17-ECHO.OWC.45564 exited observer at their location.
[06:24:06]	OTA.C17-ECHO.OWC.45564 entered observer.
[06:24:12]	OTA.C17-ECHO.OWC.45564 exited observer at their location.
[06:24:15]	OTA.C17-ECHO.OWC.45564 has spawned 'models\props/cs_office/Shelves_metal.mdl'.
[06:24:16]	OTA.C17-ECHO.OWC.45564 has spawned 'models\props/cs_office/Shelves_metal1.mdl'.
[06:24:24]	OTA.C17-ECHO.OWC.45564 has spawned 'models\props/cs_office/Shelves_metal1.mdl'.
[06:24:27]	OTA.C17-ECHO.OWC.45564 has spawned 'models\props/cs_office/Shelves_metal2.mdl'.
[06:24:42]	OTA.C17-ECHO.OWC.45564 has spawned 'models\props/cs_office/Shelves_metal3.mdl'.
[06:25:27]	OTA.C17-ECHO.OWC.45564 has spawned 'models/props_c17/door01_left.mdl'.
[06:26:08]	OTA.C17-ECHO.OWC.45564 has spawned 'models/props_junk/TrashDumpster02.mdl'.
[06:26:15]	OTA.C17-ECHO.OWC.45564 has spawned 'models/props_junk/trashcluster01a_corner.mdl'.
[06:26:39]	OTA.C17-ECHO.OWC.45564 has spawned 'models\props/cs_office/paperbox_pile_01.mdl'.
[06:26:49]	OTA.C17-ECHO.OWC.45564 entered observer.
[06:26:51]	OTA.C17-ECHO.OWC.45564 exited observer at their location.
[06:27:13]	OTA.C17-ECHO.OWC.45564 has spawned 'models\props/cs_office/offpaintinge.mdl'.
[06:27:15]	OTA.C17-ECHO.OWC.45564 entered observer.
[06:27:21]	OTA.C17-ECHO.OWC.45564 exited observer at their location.
[06:27:22]	OTA.C17-ECHO.OWC.45564 entered observer.
[06:27:31]	OTA.C17-ECHO.OWC.45564 exited observer at their location.
[06:27:35]	OTA.C17-ECHO.OWC.45564 has spawned a 'Entity [368][ix_combinelock]'.
[06:27:37]	OTA.C17-ECHO.OWC.45564 entered observer.
[06:28:27]	OTA.C17-ECHO.OWC.45564 exited observer at their location.
[06:28:32]	OTA.C17-ECHO.OWC.45564 entered observer.
[06:28:35]	OTA.C17-ECHO.OWC.45564 has spawned a 'Entity [906][ix_forcefield]'.
[06:28:37]	OTA.C17-ECHO.OWC.45564 has spawned a 'Entity [908][ix_forcefield]'.
[06:28:38]	OTA.C17-ECHO.OWC.45564 has spawned a 'Entity [906][ix_forcefield]'.
[06:28:39]	OTA.C17-ECHO.OWC.45564 has spawned a 'Entity [908][ix_forcefield]'.
[06:28:39]	OTA.C17-ECHO.OWC.45564 has spawned a 'Entity [906][ix_forcefield]'.
[06:28:41]	OTA.C17-ECHO.OWC.45564 has spawned a 'Entity [908][ix_forcefield]'.
[06:28:42]	OTA.C17-ECHO.OWC.45564 exited observer at their location.
[06:28:47]	OTA.C17-ECHO.OWC.45564 entered observer.
[06:28:48]	OTA.C17-ECHO.OWC.45564 exited observer at their location.
[06:28:48]	OTA.C17-ECHO.OWC.45564 entered observer.
[06:28:49]	OTA.C17-ECHO.OWC.45564 exited observer at their location.
[06:28:50]	OTA.C17-ECHO.OWC.45564 entered observer.
[06:28:54]	OTA.C17-ECHO.OWC.45564 exited observer at their location.
[06:28:54]	OTA.C17-ECHO.OWC.45564 entered observer.
[06:28:57]	OTA.C17-ECHO.OWC.45564 exited observer at their location.
[06:29:01]	OTA.C17-ECHO.OWC.45564 has spawned a 'Entity [906][ix_uidprinter]'.
[06:29:03]	OTA.C17-ECHO.OWC.45564 has spawned a 'Entity [911][ix_cidprinter]'.
[06:29:05]	OTA.C17-ECHO.OWC.45564 has spawned a 'Entity [906][ix_cidprinter]'.
[06:29:07]	OTA.C17-ECHO.OWC.45564 has spawned a 'Entity [912][ix_cidprinter]'.
[06:29:08]	OTA.C17-ECHO.OWC.45564 has spawned a 'Entity [906][ix_cidprinter]'.
[06:29:13]	OTA.C17-ECHO.OWC.45564 entered observer.
[06:29:25]	OTA.C17-ECHO.OWC.45564 exited observer at their location.
[06:29:25]	OTA.C17-ECHO.OWC.45564 entered observer.
[06:29:27]	OTA.C17-ECHO.OWC.45564 exited observer at their location.
[06:29:27]	OTA.C17-ECHO.OWC.45564 entered observer.
[06:29:28]	OTA.C17-ECHO.OWC.45564 exited observer at their location.
[06:29:29]	OTA.C17-ECHO.OWC.45564 entered observer.
[06:29:31]	OTA.C17-ECHO.OWC.45564 exited observer at their location.
[06:29:32]	OTA.C17-ECHO.OWC.45564 entered observer.
[06:29:32]	OTA.C17-ECHO.OWC.45564 exited observer at their location.
[06:29:42]	OTA.C17-ECHO.OWC.45564 has spawned a 'Entity [906][ix_cidprinter]'.
[06:29:58]	OTA.C17-ECHO.OWC.45564 has spawned 'models/props_wasteland/controlroom_filecabinet002a.mdl'.
[06:30:07]	OTA.C17-ECHO.OWC.45564 has spawned 'models/props_wasteland/controlroom_filecabinet002a.mdl'.
[06:30:11]	OTA.C17-ECHO.OWC.45564 has spawned 'models/props_wasteland/controlroom_filecabinet002a.mdl'.
[06:30:15]	OTA.C17-ECHO.OWC.45564 has spawned 'models/props_wasteland/controlroom_filecabinet002a.mdl'.
[06:30:17]	OTA.C17-ECHO.OWC.45564 has spawned 'models/props_vehicles/apc_tire001.mdl'.
[06:30:17]	OTA.C17-ECHO.OWC.45564 has taken 10 damage from prop_physics.
[06:30:19]	OTA.C17-ECHO.OWC.45564 has spawned 'models/props_wasteland/controlroom_filecabinet002a.mdl'.
[06:30:38]	OTA.C17-ECHO.OWC.45564 has spawned 'models/props_wasteland/controlroom_filecabinet002a.mdl'.
[06:31:04]	OTA.C17-ECHO.OWC.45564 has spawned 'models/props_wasteland/controlroom_filecabinet002a.mdl'.
[06:31:20]	OTA.C17-ECHO.OWC.45564 has set container 30 name to 'Relocation Coupon Storage #1'.
[06:31:31]	OTA.C17-ECHO.OWC.45564 has set the password for 'Relocation Coupon Storage #1'.
[06:31:43]	OTA.C17-ECHO.OWC.45564 has set container 30 name to 'Relocation Coupon Filing #1'.
[06:31:48]	OTA.C17-ECHO.OWC.45564 has removed the password for 'Relocation Coupon Filing #1'.
[06:31:58]	OTA.C17-ECHO.OWC.45564 has set container 25 name to 'Relocation Coupon Firing #2'.
[06:32:08]	OTA.C17-ECHO.OWC.45564 has set container 26 name to 'Relocation Coupon Firing #3'.
[06:32:13]	OTA.C17-ECHO.OWC.45564 has set container 27 name to 'Relocation Coupon Firing #4'.
[06:32:16]	OTA.C17-ECHO.OWC.45564 has set container 28 name to 'Relocation Coupon Firing #5'.
[06:32:22]	OTA.C17-ECHO.OWC.45564 has set container 29 name to 'Relocation Coupon Firing #6'.
[06:32:37]	OTA.C17-ECHO.OWC.45564 has set container 31 name to 'Relocation Coupon Firing #8'.
[06:32:45]	OTA.C17-ECHO.OWC.45564 has set container 31 name to 'Relocation Coupon Firing #7'.
[06:32:50]	OTA.C17-ECHO.OWC.45564 entered observer.
[06:33:07]	OTA.C17-ECHO.OWC.45564 exited observer at their location.
[06:33:10]	OTA.C17-ECHO.OWC.45564 has spawned a 'Entity [906][ix_uidprinter]'.
[06:33:25]	OTA.C17-ECHO.OWC.45564 has spawned a 'Entity [906][ix_cidprinter]'.
[06:33:26]	OTA.C17-ECHO.OWC.45564 entered observer.
[06:33:28]	OTA.C17-ECHO.OWC.45564 exited observer at their location.
[06:33:31]	OTA.C17-ECHO.OWC.45564 has spawned a 'Entity [906][ix_uidprinter]'.
[06:33:33]	OTA.C17-ECHO.OWC.45564 has spawned a 'Entity [906][ix_uidprinter]'.
[06:39:01]	matt saton (STEAM_0:1:53097688) has disconnected (timed out).
