[14:10:37]	Nums has connected.
[23:47:59]	James McKay ran 'drop' on item 'Consulate Water' (#30328)
[23:47:59]	James McKay has lost a 'Consulate Water' #30328.
[23:48:02]	James McKay ran 'drop' on item 'UU Brand Sardines' (#30325)
[23:48:02]	James McKay has lost a 'UU Brand Sardines' #30325.
[23:48:03]	Oliver Jones ran 'take' on item 'Consulate Water' (#30328)
[23:48:03]	Oliver Jones has gained a 'Consulate Water' #30328.
[23:48:05]	Oliver Jones ran 'take' on item 'UU Brand Sardines' (#30325)
[23:48:05]	Oliver Jones has gained a 'UU Brand Sardines' #30325.
[23:48:21]	[ME] Oliver Jones: fetches the food and slides it in his suitcase.
[23:49:36]	[ME] James McKay: Chuckles "I not blame you...Not much people would talk to a person like me! Hah!"
[23:52:40]	CCA.C17-GRID.i3.10945 has gained 10 tokens.
[23:52:54]	James McKay entered observer.
[23:53:30]	Oliver Jones ran 'take' on item 'Pipe' (#30761)
[23:53:35]	Oliver Jones ran 'take' on item 'Pipe' (#30761)
[23:53:35]	Oliver Jones has gained a 'Pipe' #30761.
[23:53:46]	[OOC] Oliver Jones: Will throwing an empty bottle be able to damage someone?
[23:53:53]	Oliver Jones ran 'Equip' on item 'Pipe' (#30761)
[23:53:54]	Oliver Jones ran 'EquipUn' on item 'Pipe' (#30761)
[23:54:05]	Oliver Jones has gained a 'Rock' #30762.
[23:54:08]	Oliver Jones ran 'take' on item 'Capacitors' (#30558)
[23:54:08]	Oliver Jones has gained a 'Capacitors' #30558.
[23:54:13]	Oliver Jones ran 'drop' on item 'Capacitors' (#30759)
[23:54:13]	Oliver Jones has lost a 'Capacitors' #30759.
[23:54:14]	Oliver Jones ran 'drop' on item 'Empty Paint Can' (#30753)
[23:54:14]	Oliver Jones has lost a 'Empty Paint Can' #30753.
[23:54:15]	Oliver Jones ran 'drop' on item 'Scrap Electronics' (#30754)
[23:54:15]	Oliver Jones has lost a 'Scrap Electronics' #30754.
[23:54:15]	[OOC] James McKay: Ehhh, Yes if its done through a IC combat situation
[23:54:15]	Oliver Jones ran 'drop' on item 'Capacitors' (#30558)
[23:54:15]	Oliver Jones has lost a 'Capacitors' #30558.
[23:56:01]	Oliver Jones has gained a 'Pipe' #30763.
[23:56:07]	Oliver Jones ran 'drop' on item 'Pipe' (#30763)
[23:56:07]	Oliver Jones has lost a 'Pipe' #30763.
[23:56:08]	Oliver Jones ran 'Equip' on item 'Pipe' (#30761)
[23:56:15]	Oliver Jones has gained a 'Stimshot' #30764.
[23:56:41]	Oliver Jones ran 'drop' on item 'Pipe' (#30761)
[23:56:41]	Oliver Jones has lost a 'Pipe' #30761.
[23:56:53]	Oliver Jones has gained a 'Raw Headcrab Meat' #30765.
[23:56:59]	Oliver Jones ran 'drop' on item 'Raw Headcrab Meat' (#30765)
[23:56:59]	Oliver Jones has lost a 'Raw Headcrab Meat' #30765.
[23:57:07]	Oliver Jones ran 'take' on item 'Pipe' (#30761)
[23:57:07]	Oliver Jones has gained a 'Pipe' #30761.
[23:57:09]	Oliver Jones ran 'Equip' on item 'Pipe' (#30761)
[23:57:09]	[IT] James McKay: The distant sound of humming can be heard... Echoing throughout the sewers...
[23:57:10]	Oliver Jones ran 'Equip' on item 'Gloves' (#30757)
[23:57:12]	Oliver Jones has gained a 'Pin' #30766.
[23:57:20]	James McKay exited observer at their location.
[23:57:40]	CCA.C17-GRID.i3.10945 has gained 10 tokens.
[23:58:11]	Oliver Jones ran 'take' on item 'Wires' (#30741)
[23:58:11]	Oliver Jones has gained a 'Wires' #30741.
[23:58:12]	James McKay entered observer.
[23:58:12]	Oliver Jones has gained a 'Boot' #30767.
[23:58:19]	Oliver Jones ran 'take' on item 'Pack of Screws' (#30712)
[23:58:19]	Oliver Jones has gained a 'Pack of Screws' #30712.
[23:58:35]	James McKay rolled 89 (81 + 8) out of 100 on Fabrication.
[23:58:35]	James McKay used command '/RollSkill Fabrication'.
[23:58:51]	Oliver Jones ran 'take' on item 'Scrap Metal' (#30768)
[23:58:51]	Oliver Jones has gained a 'Scrap Metal' #30768.
[23:58:54]	Oliver Jones ran 'take' on item 'Powercord' (#30499)
[23:58:54]	Oliver Jones has gained a 'Powercord' #30499.
[23:58:56]	Oliver Jones ran 'take' on item 'Padlock' (#30517)
[23:58:56]	Oliver Jones has gained a 'Padlock' #30517.
[23:58:57]	Oliver Jones has gained a 'Broken Keyboard' #30769.
[23:59:03]	Oliver Jones ran 'drop' on item 'Powercord' (#30499)
[23:59:03]	Oliver Jones has lost a 'Powercord' #30499.
[23:59:03]	Oliver Jones ran 'drop' on item 'Wires' (#30741)
[23:59:03]	Oliver Jones has lost a 'Wires' #30741.
[23:59:10]	Oliver Jones ran 'drop' on item 'Rock' (#30762)
[23:59:10]	Oliver Jones has lost a 'Rock' #30762.
[23:59:49]	Oliver Jones ran 'take' on item 'Scrap Plastic' (#29234)
[23:59:49]	Oliver Jones has gained a 'Scrap Plastic' #29234.
[23:59:55]	Oliver Jones ran 'drop' on item 'Scrap Plastic' (#29234)
[23:59:55]	Oliver Jones has lost a 'Scrap Plastic' #29234.
