[01:34:55]	Mr.Ganar has connected.
[16:06:14]	Eric Etringeux has gained a 'Conscript Hazmat Armor' #28221.
[16:06:14]	Eric Etringeux used command '/CharGiveItem eric hazmat'.
[16:06:45]	Eric Etringeux ran 'Equip' on item 'Conscript Hazmat Armor' (#28221)
[16:06:52]	Eric Etringeux used command '/CharGiveItem eric infestation'.
[16:06:59]	Eric Etringeux used command '/CharGiveItem eric hazmat suit'.
[16:07:01]	Eric Etringeux used command '/adminspawnmenu'.
[16:07:12]	Eric Etringeux has spawned "Combine Hazmat Worker Suit"
[16:07:13]	Eric Etringeux has spawned "Combine Hazmat Worker Suit"
[16:07:16]	Eric Etringeux ran 'take' on item 'Combine Hazmat Worker Suit' (#28223)
[16:07:16]	Eric Etringeux has gained a 'Combine Hazmat Worker Suit' #28223.
[16:07:18]	Eric Etringeux ran 'take' on item 'Combine Hazmat Worker Suit' (#28222)
[16:07:18]	Eric Etringeux has gained a 'Combine Hazmat Worker Suit' #28222.
[16:07:19]	Eric Etringeux ran 'EquipUn' on item 'Conscript Hazmat Armor' (#28221)
[16:07:20]	Eric Etringeux ran 'Equip' on item 'Combine Hazmat Worker Suit' (#28223)
[16:08:50]	[ME] Eric Etringeux: would hand the man a hazmat suit in a bag.
[16:08:53]	Eric Etringeux ran 'drop' on item 'Combine Hazmat Worker Suit' (#28222)
[16:08:53]	Eric Etringeux has lost a 'Combine Hazmat Worker Suit' #28222.
[16:09:01]	[ME] Alex Palovichov: Would grab the bag, taking the suit out
[16:09:13]	[LOOC] Alex Palovichov: Restrained
[16:09:20]	Eric Etringeux has gained 50 tokens.
[16:09:37]	Alex Palovichov ran 'take' on item 'Combine Hazmat Worker Suit' (#28222)
[16:09:37]	Alex Palovichov has gained a 'Combine Hazmat Worker Suit' #28222.
[16:09:45]	[ME] Alex Palovichov: Would put the hazmat suit on
[16:09:47]	Alex Palovichov ran 'EquipUn' on item 'CWU Leadership Suit' (#24484)
[16:09:48]	Alex Palovichov ran 'Equip' on item 'Combine Hazmat Worker Suit' (#28222)
[16:12:36]	[LOOC] Alex Palovichov: lmao
[16:14:20]	Eric Etringeux has gained 50 tokens.
[16:14:54]	Eric Etringeux has spawned 'models/props_unique/hospital/gurney.mdl'.
[16:15:00]	Eric Etringeux has spawned 'models/Zombie/Classic.mdl'.
[16:15:38]	Eric Etringeux entered observer.
[16:15:38]	Eric Etringeux exited observer at their location.
[16:19:20]	Eric Etringeux has gained 50 tokens.
[16:19:39]	Eric Etringeux entered observer.
[16:19:39]	Eric Etringeux exited observer at their location.
[16:24:20]	Eric Etringeux has gained 50 tokens.
[16:27:48]	Stitch has connected.
[16:28:35]	[ME] Eric Etringeux: would pull a scalpel off of the surgical tray.
[16:28:50]	[ME] Eric Etringeux: would hold the scalpel downwards and hold it out for the man to take.
[16:29:06]	[ME] Alex Palovichov: Grabs the scalpel and walks towards the zombie corpse
[16:29:20]	Eric Etringeux has gained 50 tokens.
[16:29:55]	[ME] Alex Palovichov: Would begin to slowly cut into the stomach of the zombie
[16:30:22]	[ME] Alex Palovichov: After cutting, he would carefully put his hand into the stomach, opening the cut further to look inside of it
[16:31:09]	[IT] Eric Etringeux: You notice a strange anomaly in the esophagus.
[16:32:00]	[ME] Alex Palovichov: Would look closer at the "anomaly"
[16:32:10]	[IT] Eric Etringeux: It looks misshapen, mutated if you will. It's significantly swollen in a way that makes it look like a set of lips, almost?
[16:32:42]	Chicken has connected.
[16:33:23]	Chicken loaded the character 'CCA.C17-UNION.i5.03672'
[16:33:28]	[OOC] CCA.C17-UNION.i5.03672: faimly guy
[16:33:35]	[OOC] Eric Etringeux: who are hell u
[16:33:44]	[OOC] CCA.C17-UNION.i5.03672: your father I got the milk
[16:33:45]	[ME] Eric Etringeux: would peek in.
[16:34:01]	Eric Etringeux used command '/Radio Union, would you like to spectate a medical procedure?'.
[16:34:01]	Wayne Cunningham has gained a 'Green Citizen Suit' #28224.
[16:34:01]	Wayne Cunningham has gained a 'Citizen Filter' #28225.
[16:34:01]	Stitch created the character 'Wayne Cunningham'
[16:34:01]	Wayne Cunningham has gained a 'Suitcase' #28226.
[16:34:01]	Wayne Cunningham has gained a 'Relocation Coupon' #28227.
[16:34:02]	Stitch loaded the character 'Wayne Cunningham'
[16:34:07]	[OOC] Eric Etringeux: Welcome!
[16:34:12]	Eric Etringeux used command '/Radio I take that back, process the new citizen.'.
[16:34:15]	[LOOC] Alex Palovichov: digest*
[16:34:20]	Eric Etringeux used command '/rooc if you need tips read through the guide'.
[16:34:20]	Eric Etringeux has gained 50 tokens.
[16:34:21]	CCA.C17-UNION.i5.03672 used command '/Radio Copy that'.
[16:34:32]	Eric Etringeux used command '/rooc there's a section on processing newbies'.
[16:34:36]	CCA.C17-UNION.i5.03672 used command '/rooc I need my gun ;-;'.
[16:34:52]	CCA.C17-UNION.i5.03672 has gained a '9mm Pistol Magazine' #28228.
[16:34:52]	Eric Etringeux used command '/CharGiveItem i5 9mm pistol'.
[16:35:02]	CCA.C17-UNION.i5.03672 used command '/rooc tank you'.
[16:35:04]	Wayne Cunningham has taken 1 damage from worldspawn.
[16:35:05]	Wayne Cunningham has taken 1 damage from worldspawn.
[16:35:15]	Wayne Cunningham ran 'Equip' on item 'Green Citizen Suit' (#28224)
[16:35:17]	Wayne Cunningham ran 'equip' on item 'Citizen Filter' (#28225)
[16:36:26]	[ME] Alex Palovichov: Would begin to cut above of the growths, inspecting the insides
[16:37:02]	[IT] Eric Etringeux: It looks like the esophagus is necrotic and decomposed. This sample is a little too decomposed to draw a conclusion.
[16:37:04]	[ME] Alex Palovichov: Would continue to open the cut further
[16:37:42]	Wayne Cunningham ran 'drop' on item 'Relocation Coupon' (#28227)
[16:37:42]	Wayne Cunningham has lost a 'Relocation Coupon' #28227.
[16:37:45]	CCA.C17-UNION.i5.03672 ran 'take' on item 'Relocation Coupon' (#28227)
[16:37:45]	CCA.C17-UNION.i5.03672 has gained a 'Relocation Coupon' #28227.
[16:37:46]	[ME] Wayne Cunningham: drops coupon
[16:37:49]	[LOOC] Alex Palovichov: Hope this doesn't take too long...
[16:37:52]	[ME] CCA.C17-UNION.i5.03672: would take the coupon
[16:37:59]	CCA.C17-UNION.i5.03672 ran 'View' on item 'Notepad' (#24381)
[16:38:01]	CCA.C17-UNION.i5.03672 opened the '' #2585 container.
[16:38:06]	CCA.C17-UNION.i5.03672 closed the '' #2585 container.
[16:38:06]	[LOOC] Eric Etringeux: we can always cut this short and continue it later
[16:38:14]	CCA.C17-UNION.i5.03672 ran 'take' on item 'Citizen ID' (#28229)
[16:38:14]	CCA.C17-UNION.i5.03672 has gained a 'Citizen ID' #28229.
[16:38:16]	[LOOC] Alex Palovichov: Yeah probably have to since I work soon
[16:38:20]	CCA.C17-UNION.i5.03672 used command '/ViewData WAyne'.
[16:38:23]	CCA.C17-UNION.i5.03672 has gained 10 tokens.
[16:38:27]	CCA.C17-UNION.i5.03672 used command '/ViewData WAyne'.
[16:38:28]	[LOOC] Alex Palovichov: Ill be on later in the night
[16:38:29]	[LOOC] Eric Etringeux: alright
[16:38:33]	[LOOC] Eric Etringeux: good RP buddy-o
[16:38:36]	[LOOC] Eric Etringeux: pleasure to have you on
[16:38:37]	[LOOC] Eric Etringeux: genuinely
[16:38:41]	CCA.C17-UNION.i5.03672 used command '/ViewData WAyne'.
[16:38:42]	[LOOC] Alex Palovichov: Yeah, always happy to be on!
[16:38:42]	[LOOC] Eric Etringeux: oh let me uhhh
[16:38:42]	Eric Etringeux entered observer.
[16:38:53]	Eric Etringeux exited observer at their location.
[16:38:58]	[LOOC] Eric Etringeux: i'll take you back when we continue
[16:39:03]	[LOOC] Alex Palovichov: Alrighty!
[16:39:03]	[LOOC] Eric Etringeux: this is just so you dofn't flag down in the nexus
[16:39:03]	Eric Etringeux entered observer.
[16:39:11]	[LOOC] Wayne Cunningham: um wait what is the current year in game
[16:39:13]	[LOOC] Alex Palovichov: alrighty ciao
[16:39:14]	Eric Etringeux used command '/PM alex i trust you but yknow if you want to do more RP nad no staff are on'.
[16:39:18]	[LOOC] Wayne Cunningham: need to think of a year that makes sense
[16:39:20]	Eric Etringeux has gained 50 tokens.
[16:39:21]	Alex Palovichov used command '/Reply Yeah makes sense'.
[16:39:24]	[LOOC] Eric Etringeux: 2006 is the current year
[16:39:25]	Alex Palovichov used command '/Reply Alright cya'.
[16:39:26]	[LOOC] Eric Etringeux: 2003 was the war
[16:39:34]	[LOOC] Eric Etringeux: min birth year is therefore 1985
[16:39:34]	Bean (STEAM_0:1:591779303) has disconnected.
[16:39:36]	Eric Etringeux exited observer at their location.
[16:39:41]	matt saton loaded the character 'Ryan Maley'
[16:39:44]	[OOC] Ryan Maley: is it ryan maley times?
[16:39:44]	Ryan Maley entered observer.
[16:39:50]	[LOOC] Wayne Cunningham: ill be cheeky like that
[16:39:50]	[OOC] Ryan Maley: or is it grid i3 times
[16:39:55]	CCA.C17-UNION.i5.03672 used command '/ViewData WAyne'.
[16:40:09]	CCA.C17-UNION.i5.03672 used command '/ViewData WAyne'.
[16:40:24]	CCA.C17-UNION.i5.03672 used command '/ViewData WAyne'.
[16:40:36]	CCA.C17-UNION.i5.03672 used command '/ViewData WAyne'.
[16:40:57]	CCA.C17-UNION.i5.03672 used command '/ViewData WAyne'.
[16:41:18]	[ME] CCA.C17-UNION.i5.03672: would put his pda away and reaching in his pocket handing out a card
[16:41:23]	CCA.C17-UNION.i5.03672 ran 'drop' on item 'Citizen ID' (#28229)
[16:41:23]	CCA.C17-UNION.i5.03672 has lost a 'Citizen ID' #28229.
[16:41:24]	[ME] Wayne Cunningham: accepts card
[16:41:26]	Wayne Cunningham ran 'take' on item 'Citizen ID' (#28229)
[16:41:26]	Wayne Cunningham has gained a 'Citizen ID' #28229.
[16:41:54]	[OOC] CCA.C17-UNION.i5.03672: i miss bean
[16:42:15]	[OOC] Ryan Maley: he go work
[16:42:16]	Wayne Cunningham ran 'EquipUn' on item 'Green Citizen Suit' (#28224)
[16:42:16]	Wayne Cunningham has taken 1 damage from worldspawn.
[16:42:17]	Wayne Cunningham has taken 1 damage from worldspawn.
[16:42:18]	Wayne Cunningham has taken 1 damage from worldspawn.
[16:42:18]	Wayne Cunningham ran 'Equip' on item 'Green Citizen Suit' (#28224)
[16:42:25]	Ryan Maley exited observer at their location.
[16:42:30]	Wayne Cunningham ran 'View' on item 'Paper' (#26871)
[16:42:32]	[OOC] CCA.C17-UNION.i5.03672: also you gave me ammo not the gun
[16:42:39]	[OOC] Ryan Maley: you best see a quartermaster
[16:42:43]	[OOC] Ryan Maley: also known as also me
[16:42:47]	[OOC] CCA.C17-UNION.i5.03672: crazyyyyyyyy
[16:43:01]	Ryan Maley entered observer.
[16:43:14]	Ryan Maley exited observer at their location.
[16:43:19]	Wayne Cunningham ran 'View' on item 'Paper' (#26647)
[16:43:23]	CCA.C17-UNION.i5.03672 has gained 10 tokens.
[16:43:41]	Ryan Maley entered observer.
[16:43:47]	Ryan Maley exited observer at their location.
[16:43:48]	[OOC] CCA.C17-UNION.i5.03672: Me when all of our playerbase is on a dumb halo rp
[16:43:59]	[OOC] Ryan Maley: they should be on chickenrp.com instead
[16:43:59]	Ryan Maley entered observer.
[16:44:04]	[OOC] CCA.C17-UNION.i5.03672: exactly
[16:44:57]	Ryan Maley exited observer at their location.
[16:45:04]	matt saton loaded the character 'Leona Geller'
[16:45:08]	[OOC] Leona Geller: forgot leona geller exists
[16:45:08]	Leona Geller entered observer.
[16:45:15]	[OOC] CCA.C17-UNION.i5.03672: my bullshit boss
[16:45:16]	Leona Geller exited observer at their location.
[16:45:18]	[OOC] Leona Geller: fuck you
[16:45:31]	[OOC] Leona Geller: not my fault they didn't know i owned baltic
[16:45:45]	[OOC] CCA.C17-UNION.i5.03672: Q telling people things impossible challenge
[16:45:54]	Wayne Cunningham has gained a 'Broken Keyboard' #28230.
[16:46:10]	[OOC] Leona Geller: me when i'm in a not saying shit competition and my competitor is Q
[16:46:11]	[OOC] CCA.C17-UNION.i5.03672: drd
[16:46:14]	[OOC] CCA.C17-UNION.i5.03672: is getting on
[16:46:19]	[OOC] Leona Geller: fuckin sweet
[16:46:27]	Leona Geller entered observer.
[16:47:01]	[OOC] CCA.C17-UNION.i5.03672: Q i was on the workshop
[16:47:06]	[OOC] CCA.C17-UNION.i5.03672: and I saw female ant lion
[16:47:10]	[OOC] CCA.C17-UNION.i5.03672: I hate the workshop
[16:47:31]	Wayne Cunningham opened the '' #239 container.
[16:47:34]	[OOC] Leona Geller: it be like that
[16:47:34]	Wayne Cunningham has gained a 'Raw Headcrab Meat' #26612.
[16:47:35]	Wayne Cunningham closed the '' #239 container.
[16:47:39]	matt saton loaded the character 'CCA.C17-GRID.i3.08313'
[16:47:40]	CCA.C17-GRID.i3.08313 entered observer.
[16:47:46]	CCA.C17-GRID.i3.08313 exited observer at their location.
[16:48:04]	CCA.C17-GRID.i3.08313 entered observer.
[16:48:11]	CCA.C17-GRID.i3.08313 exited observer at their location.
[16:48:13]	CCA.C17-GRID.i3.08313 entered observer.
[16:48:16]	CCA.C17-GRID.i3.08313 exited observer at their location.
[16:48:17]	CCA.C17-GRID.i3.08313 entered observer.
[16:48:17]	CCA.C17-GRID.i3.08313 exited observer at their location.
[16:48:17]	CCA.C17-GRID.i3.08313 entered observer.
[16:48:18]	CCA.C17-GRID.i3.08313 exited observer at their location.
[16:48:22]	CCA.C17-GRID.i3.08313 entered observer.
[16:48:23]	CCA.C17-GRID.i3.08313 exited observer at their location.
[16:48:23]	CCA.C17-GRID.i3.08313 entered observer.
[16:48:23]	CCA.C17-GRID.i3.08313 exited observer at their location.
[16:48:23]	CCA.C17-UNION.i5.03672 has gained 10 tokens.
[16:48:29]	CCA.C17-GRID.i3.08313 entered observer.
[16:49:13]	CCA.C17-GRID.i3.08313 exited observer at their location.
[16:49:19]	[OOC] CCA.C17-UNION.i5.03672: I want transistion period overwatch as pms :(
[16:49:21]	CCA.C17-GRID.i3.08313 entered observer.
[16:49:26]	CCA.C17-GRID.i3.08313 exited observer at their location.
[16:49:27]	CCA.C17-GRID.i3.08313 entered observer.
[16:49:37]	CCA.C17-GRID.i3.08313 exited observer at their location.
[16:49:37]	CCA.C17-GRID.i3.08313 entered observer.
[16:50:19]	[OOC] CCA.C17-GRID.i3.08313: hmm it be time to voluntell people for labor
[16:50:26]	[OOC] CCA.C17-UNION.i5.03672: I LOVE HEAVY LABOR
[16:51:38]	CCA.C17-GRID.i3.08313 exited observer at their location.
[16:52:04]	CCA.C17-GRID.i3.08313 entered observer.
[16:52:08]	CCA.C17-GRID.i3.08313 exited observer at their location.
[16:52:18]	CCA.C17-GRID.i3.08313 used command '/Radio Copy that, I'll be right over.'.
[16:52:30]	CCA.C17-UNION.i5.03672 used command '/rooc Huh?'.
[16:52:39]	CCA.C17-GRID.i3.08313 has gained 10 tokens.
[16:52:39]	DRD has connected.
[16:52:40]	CCA.C17-GRID.i3.08313 used command '/rooc trying to build immersion for this dude skulking'.
[16:52:40]	CCA.C17-GRID.i3.08313 entered observer.
[16:52:46]	CCA.C17-UNION.i5.03672 used command '/rooc ah'.
[16:52:54]	Wayne Cunningham has gained a 'Broken LCD Monitor' #28231.
[16:52:56]	Wayne Cunningham has taken 5 damage from npc_headcrab.
[16:52:58]	Wayne Cunningham has taken 5 damage from npc_headcrab.
[16:53:19]	Wayne Cunningham has taken 5 damage from npc_headcrab_poison.
[16:53:19]	Wayne Cunningham has taken 79 damage from npc_headcrab_poison.
[16:53:23]	CCA.C17-UNION.i5.03672 has gained 10 tokens.
[16:53:46]	Wayne Cunningham has taken 5 damage from npc_headcrab.
[16:54:04]	CCA.C17-GRID.i3.08313 used command '/rooc really hoping tihs guy finds the vortal bazaar'.
[16:54:08]	CCA.C17-GRID.i3.08313 used command '/rooc oh he is]'.
[16:54:13]	DRD loaded the character 'Hollie Reynolds'
[16:54:13]	CCA.C17-GRID.i3.08313 used command '/rooc he's heading right fo rit'.
[16:54:14]	CCA.C17-UNION.i5.03672 used command '/rooc Normal day in pr'.
[16:54:16]	Hollie Reynolds entered observer.
[16:54:18]	[OOC] CCA.C17-GRID.i3.08313: yooooo it be DRD
[16:54:25]	[OOC] Hollie Reynolds: wrong
[16:54:28]	[OOC] CCA.C17-UNION.i5.03672: yo its ryan reynolds daughter
[16:54:29]	Wayne Cunningham has taken 10 damage from npc_zombie.
[16:54:48]	Wayne Cunningham ran 'take' on item 'Scrap Plastic' (#27540)
[16:54:48]	Wayne Cunningham has gained a 'Scrap Plastic' #27540.
[16:55:10]	CCA.C17-UNION.i5.03672 used command '/rooc We dont really say codes a whole lot right?'.
[16:56:05]	CCA.C17-UNION.i5.03672 used command '/Radio Going on patrol.'.
[16:56:10]	CCA.C17-GRID.i3.08313 used command '/Radio Copy that.'.
[16:56:45]	Wayne Cunningham has taken 5 damage from npc_headcrab.
[16:57:39]	CCA.C17-GRID.i3.08313 has gained 10 tokens.
[16:58:23]	CCA.C17-UNION.i5.03672 has gained 10 tokens.
[16:58:39]	CCA.C17-UNION.i5.03672 ran 'join' on item 'Squad Identification Device' (#27746)
[16:59:02]	Hollie Reynolds ran 'View' on item 'Paper' (#23948)
[16:59:13]	Wayne Cunningham opened the '' #235 container.
[16:59:20]	CCA.C17-GRID.i3.08313 opened the '' #235 container.
[16:59:21]	Wayne Cunningham closed the '' #235 container.
[16:59:30]	CCA.C17-GRID.i3.08313 opened the '' #235 container.
[16:59:34]	CCA.C17-GRID.i3.08313 closed the '' #235 container.
[17:00:07]	[OOC] CCA.C17-UNION.i5.03672: brb gonna go get some fast food
[17:00:16]	[OOC] Hollie Reynolds: what are you getting
[17:00:25]	[OOC] CCA.C17-GRID.i3.08313: better be arby's
[17:00:29]	[OOC] CCA.C17-UNION.i5.03672: bro?
[17:00:34]	[OOC] CCA.C17-GRID.i3.08313: was i fucking right
[17:00:37]	[OOC] Hollie Reynolds: the fuck is an arby's
[17:00:38]	[OOC] CCA.C17-UNION.i5.03672: no
[17:00:42]	[OOC] CCA.C17-UNION.i5.03672: who goes to arbys
[17:00:45]	[OOC] CCA.C17-GRID.i3.08313: me bitch
[17:00:52]	[OOC] Hollie Reynolds: a&w is the best fast food place
[17:00:53]	[OOC] CCA.C17-UNION.i5.03672: yeah you fucking physco
[17:00:55]	[OOC] CCA.C17-GRID.i3.08313: it's a roast beef fast food place with bomb ass curly fries
[17:01:02]	[OOC] CCA.C17-GRID.i3.08313: i went to a&w once and wasn't super impressed
[17:01:04]	[OOC] CCA.C17-UNION.i5.03672: might go to mcdonalds
[17:01:17]	[OOC] Hollie Reynolds: i thought the us didnt have a&w fast food
[17:01:20]	[OOC] CCA.C17-UNION.i5.03672: have not had a cheese burger in weeks
[17:01:26]	[OOC] CCA.C17-UNION.i5.03672: we have a and w
[17:01:28]	[OOC] CCA.C17-GRID.i3.08313: i thought so too, but i found one in indiana of all places
[17:01:41]	[OOC] CCA.C17-GRID.i3.08313: central indiana specifically
[17:01:49]	[OOC] Hollie Reynolds: what
[17:01:52]	[OOC] Hollie Reynolds: google fucking broke
[17:02:31]	CCA.C17-GRID.i3.08313 exited observer at their location.
[17:02:39]	CCA.C17-GRID.i3.08313 has gained 10 tokens.
[17:02:59]	CCA.C17-GRID.i3.08313 entered observer.
[17:03:04]	[OOC] Hollie Reynolds: a&w is the bomb, though
[17:03:06]	CCA.C17-GRID.i3.08313 exited observer at their location.
[17:03:08]	[OOC] Hollie Reynolds: great borgirs
[17:03:22]	[OOC] CCA.C17-GRID.i3.08313: it wasn't super good when i had it in indiana but that could just be the location
[17:03:23]	CCA.C17-UNION.i5.03672 has gained 10 tokens.
[17:03:24]	CCA.C17-GRID.i3.08313 entered observer.
[17:03:32]	[OOC] Hollie Reynolds: get buddy burgers
[17:03:32]	Stitch (STEAM_0:0:97229344) has disconnected.
[17:03:41]	[OOC] Hollie Reynolds: they're sliders with carmalized onions
[17:04:16]	[OOC] Hollie Reynolds: harvey's used to be a good fast food place too, but they closed all their locations
[17:05:37]	[OOC] Hollie Reynolds: at least in nova scotia they did
[17:05:48]	[OOC] Hollie Reynolds: and new brunswick, prince edward island, and newfoundland
[17:05:48]	[OOC] CCA.C17-GRID.i3.08313: nova scotia you say
[17:05:53]	[OOC] Hollie Reynolds: q
[17:05:55]	[OOC] Hollie Reynolds: q no
[17:05:58]	[OOC] Hollie Reynolds: no
[17:06:00]	[OOC] CCA.C17-GRID.i3.08313: never heard of buddy burgers
[17:06:07]	[OOC] Hollie Reynolds: hold on
[17:06:12]	[OOC] Hollie Reynolds: im gonna see if i can ban myself
[17:06:22]	DRD (STEAM_0:0:193599766) has disconnected.
[17:06:42]	[OOC] CCA.C17-GRID.i3.08313: i didn't even ask the question
[17:07:39]	CCA.C17-GRID.i3.08313 has gained 10 tokens.
[17:08:32]	DRD has connected.
[17:08:41]	CCA.C17-GRID.i3.08313 exited observer at their location.
[17:08:42]	CCA.C17-GRID.i3.08313 has taken 2 damage from CCA.C17-GRID.i3.08313.
[17:08:49]	CCA.C17-GRID.i3.08313 used command '/CharSetThirst grid 100'.
[17:11:43]	CCA.C17-GRID.i3.08313 entered observer.
[17:11:43]	CCA.C17-GRID.i3.08313 exited observer at their location.
[17:11:44]	CCA.C17-GRID.i3.08313 entered observer.
[17:11:44]	CCA.C17-GRID.i3.08313 exited observer at their location.
[17:12:39]	CCA.C17-GRID.i3.08313 has gained 10 tokens.
[17:13:09]	[OOC] CCA.C17-GRID.i3.08313: i can't find the set of tools prop
[17:13:45]	[OOC] CCA.C17-GRID.i3.08313: found it
[17:15:37]	DRD loaded the character 'Hollie Reynolds'
[17:15:45]	DRD (STEAM_0:0:193599766) has disconnected.
[17:15:54]	[OOC] CCA.C17-GRID.i3.08313: f
[17:16:25]	[OOC] CCA.C17-GRID.i3.08313: oh yeah
[17:16:27]	[OOC] CCA.C17-GRID.i3.08313: set of tools baby
[17:17:39]	CCA.C17-GRID.i3.08313 has gained 10 tokens.
[17:17:51]	CCA.C17-GRID.i3.08313 entered observer.
[17:17:58]	[OOC] CCA.C17-GRID.i3.08313: you back yet chicken
[17:18:04]	CCA.C17-GRID.i3.08313 exited observer at their location.
[17:22:39]	CCA.C17-GRID.i3.08313 has gained 10 tokens.
[17:22:48]	CCA.C17-GRID.i3.08313 entered observer.
[17:22:53]	CCA.C17-GRID.i3.08313 exited observer at their location.
[17:23:04]	CCA.C17-GRID.i3.08313 used command '/CharEditBodygroup grid'.
[17:23:06]	CCA.C17-GRID.i3.08313 has changed CCA.C17-GRID.i3.08313's bodygroups.
[17:28:50]	[OOC] CCA.C17-UNION.i5.03672: hey
[17:28:55]	[OOC] CCA.C17-UNION.i5.03672: what happened
[17:28:56]	[OOC] CCA.C17-UNION.i5.03672: damn
[17:29:03]	[OOC] CCA.C17-GRID.i3.08313: no idea
[17:29:05]	[OOC] CCA.C17-GRID.i3.08313: drd just dipped
[17:29:05]	CCA.C17-GRID.i3.08313 entered observer.
[17:29:10]	CCA.C17-GRID.i3.08313 exited observer at their location.
[17:29:12]	[OOC] CCA.C17-GRID.i3.08313: chekc tihs shit
[17:29:21]	[LOOC] CCA.C17-UNION.i5.03672: hm
[17:29:27]	[LOOC] CCA.C17-UNION.i5.03672: tool pouch
[17:29:36]	[LOOC] CCA.C17-GRID.i3.08313: watch when i take out my smg
[17:29:36]	[OOC] CCA.C17-UNION.i5.03672: i got wendys
[17:29:37]	CCA.C17-GRID.i3.08313 used command '/ToggleRaise'.
[17:29:39]	[OOC] CCA.C17-GRID.i3.08313: nice
[17:29:40]	[OOC] CCA.C17-GRID.i3.08313: baconator?
[17:29:43]	[OOC] CCA.C17-UNION.i5.03672: yeah
[17:29:45]	[OOC] CCA.C17-GRID.i3.08313: based
[17:29:53]	[LOOC] CCA.C17-GRID.i3.08313: my pistol is in a holster too
[17:29:55]	CCA.C17-GRID.i3.08313 used command '/ToggleRaise'.
[17:29:57]	[LOOC] CCA.C17-UNION.i5.03672: pac?
[17:30:00]	[LOOC] CCA.C17-GRID.i3.08313: yeah
[17:30:03]	[LOOC] CCA.C17-UNION.i5.03672: cool
[17:30:04]	[LOOC] CCA.C17-GRID.i3.08313: you should be able to use it too
[17:32:07]	CCA.C17-GRID.i3.08313 entered observer.
[17:32:09]	[LOOC] CCA.C17-UNION.i5.03672: puny human
[17:32:21]	CCA.C17-GRID.i3.08313 exited observer at their location.
[17:32:23]	CCA.C17-GRID.i3.08313 entered observer.
[17:32:28]	CCA.C17-GRID.i3.08313 exited observer at their location.
[17:32:39]	CCA.C17-GRID.i3.08313 has gained 10 tokens.
[17:32:44]	CCA.C17-GRID.i3.08313 has spawned 'models/props_junk/wood_crate001a_damaged.mdl'.
[17:32:52]	[OOC] CCA.C17-UNION.i5.03672: i have a funny pac idea
[17:33:24]	CCA.C17-UNION.i5.03672 has gained 10 tokens.
[17:33:41]	CCA.C17-GRID.i3.08313 has spawned 'models/props_junk/wood_crate001a_damaged.mdl'.
[17:33:47]	CCA.C17-GRID.i3.08313 entered observer.
[17:33:47]	CCA.C17-GRID.i3.08313 exited observer at their location.
[17:34:11]	[OOC] CCA.C17-UNION.i5.03672: holy shit wendys is under rated
[17:34:32]	[OOC] CCA.C17-GRID.i3.08313: can you stop ddosing the server chicekn
[17:34:36]	[OOC] CCA.C17-UNION.i5.03672: na
[17:34:56]	CCA.C17-GRID.i3.08313 has spawned 'models/police_nemez.mdl'.
[17:35:59]	CCA.C17-GRID.i3.08313 has spawned 'models/props_junk/wood_crate001a_damaged.mdl'.
[17:36:47]	[OOC] CCA.C17-UNION.i5.03672: you like my chef hat?
[17:37:39]	CCA.C17-GRID.i3.08313 has gained 10 tokens.
[17:38:24]	CCA.C17-UNION.i5.03672 has gained 10 tokens.
[17:45:26]	[W] CCA.C17-UNION.i5.03672: <:: Im in your houe. ::>
[17:48:24]	CCA.C17-UNION.i5.03672 has gained 10 tokens.
[17:53:24]	CCA.C17-UNION.i5.03672 has gained 10 tokens.
[17:57:27]	Chicken (STEAM_0:0:143523274) has disconnected.
[18:08:04]	[OOC] CCA.C17-GRID.i3.08313: guess who's back back back
[18:08:08]	[OOC] CCA.C17-GRID.i3.08313: back again gain gain
[18:08:11]	[OOC] CCA.C17-GRID.i3.08313: depression's back back back
[18:08:20]	[OOC] CCA.C17-GRID.i3.08313: your friends won't care
[18:08:27]	CCA.C17-GRID.i3.08313 entered observer.
[18:08:55]	[OOC] CCA.C17-GRID.i3.08313: your friends won't care care care
[19:32:39]	CCA.C17-GRID.i3.08313 has gained 10 tokens.
[20:02:39]	CCA.C17-GRID.i3.08313 has gained 10 tokens.
[20:17:39]	CCA.C17-GRID.i3.08313 has gained 10 tokens.
[20:18:18]	CCA.C17-GRID.i3.08313 exited observer at their location.
[20:18:19]	CCA.C17-GRID.i3.08313 entered observer.
[20:18:20]	CCA.C17-GRID.i3.08313 exited observer at their location.
[20:18:22]	CCA.C17-GRID.i3.08313 entered observer.
[20:18:36]	CCA.C17-GRID.i3.08313 exited observer at their location.
[20:18:37]	CCA.C17-GRID.i3.08313 entered observer.
[20:18:38]	CCA.C17-GRID.i3.08313 exited observer at their location.
[20:18:42]	CCA.C17-GRID.i3.08313 has spawned a 'Entity [1240][ix_forcefield]'.
[20:18:43]	CCA.C17-GRID.i3.08313 has spawned a 'Entity [1248][ix_forcefield]'.
[20:18:44]	CCA.C17-GRID.i3.08313 entered observer.
[20:18:44]	CCA.C17-GRID.i3.08313 exited observer at their location.
[20:18:59]	CCA.C17-GRID.i3.08313 entered observer.
[20:19:16]	CCA.C17-GRID.i3.08313 exited observer at their location.
[20:20:19]	CCA.C17-GRID.i3.08313 has spawned 'models/combinefortifictaionpack/wall01a.mdl'.
