[03:14:42]	japan1793 has connected.
[20:18:42]	[LOOC] CCA.C08-GRID.OfC.01993: sorry, three i mean
[20:18:43]	[LOOC] CCA.C08-GRID.OfC.01993: sorry
[20:18:58]	CCA.C08-GRID.OfC.01993 exited observer at their location.
[20:18:58]	CCA.C08-GRID.OfC.01993 entered observer.
[20:19:03]	CCA.C08-GRID.OfC.01993 exited observer at their location.
[20:19:03]	CCA.C08-GRID.OfC.01993 entered observer.
[20:19:07]	[LOOC] Carson Copper: it?*
[20:19:09]	[LOOC] CCA.C08-GRID.i1.23710: wha
[20:19:14]	[LOOC] CCA.C08-GRID.i1.23710: uhhhh
[20:19:22]	[LOOC] Carson Copper: ic ic ic
[20:19:31]	[LOOC] CCA.C08-GRID.i1.23710: radios are broke : (
[20:19:33]	[ME] John Smith: would look at Carson, confused?
[20:19:34]	[LOOC] Carson Copper: F
[20:19:40]	[LOOC] Carson Copper: oh they still are ye
[20:19:41]	[LOOC] Carson Copper: :c
[20:19:46]	CCA.C08-GRID.OfC.01993 has gained 10 tokens.
[20:21:20]	[ME] John Smith: would consider the option of running, but that would end with him getting gunned down.
[20:21:53]	[LOOC] Carson Copper: I guess I can read into your mind now 
[20:21:54]	[LOOC] Carson Copper: lol
[20:22:03]	[LOOC] John Smith: lol
[20:22:19]	[W] John Smith: You have any idea what he's doing?
[20:22:25]	matt saton created the character 'OTA.C17-ECHO.OWC.95007'
[20:22:25]	OTA.C17-ECHO.OWC.95007 has gained a 'LA71 (Pulse SMG)' #20931.
[20:22:25]	OTA.C17-ECHO.OWC.95007 has gained a 'Pulse Ammunition' #20932.
[20:22:25]	OTA.C17-ECHO.OWC.95007 has gained a 'Pulse Ammunition' #20933.
[20:22:32]	matt saton loaded the character 'OTA.C17-ECHO.OWC.95007'
[20:22:39]	OTA.C08-ECHO:OHZ.05912 used command '/CharSetName echo OTA.C08-ECHO:OHZ.05912'.
[20:22:40]	OTA.C08-ECHO:OHZ.05912 entered observer.
[20:22:46]	OTA.C08-ECHO:OHZ.05912 exited observer at their location.
[20:22:58]	OTA.C08-ECHO:OHZ.05912 ran 'Equip' on item 'LA71 (Pulse SMG)' (#20931)
[20:23:00]	OTA.C08-ECHO:OHZ.05912 ran 'use' on item 'Pulse Ammunition' (#20932)
[20:23:01]	OTA.C08-ECHO:OHZ.05912 ran 'use' on item 'Pulse Ammunition' (#20933)
[20:23:14]	[OOC] CCA.C08-GRID.i1.23710: Q 
[20:23:18]	[OOC] CCA.C08-GRID.i1.23710: YOU BITCH
[20:23:18]	CCA.C08-GRID.i1.23710 has gained 10 tokens.
[20:23:22]	[OOC] CCA.C08-GRID.i1.23710: THE JUMPSUIT IS NOT OFF-WHITE
[20:23:27]	[OOC] CCA.C08-GRID.i1.23710: IT IS FUCKING EGGSHELL
[20:23:42]	[OOC] OTA.C08-ECHO:OHZ.05912: WHAT KIND OF FUCKING EGGSHELLS ARE YOU SEEING YOU LEAF BITCH
[20:23:48]	[OOC] John Smith: im pretty sure thats off-white..
[20:23:55]	[OOC] James Johnson: oh god oh fuck they're fighting
[20:24:00]	[OOC] CCA.C08-GRID.i1.23710: one second
[20:24:01]	[OOC] OTA.C08-ECHO:OHZ.05912: nah it's all in good fun lmao
[20:24:11]	[OOC] CCA.C08-GRID.i1.23710: no its not
[20:24:14]	[OOC] John Smith: OH GOD EVERYONE RUN
[20:24:16]	[OOC] James Johnson: wait are we gonna become the time things?
[20:24:30]	[OOC] John Smith: OO MUSIC
[20:24:45]	[OOC] James Johnson: AYO THIS SHIT FIRE
[20:25:08]	OTA.C08-ECHO:OHZ.05912 entered observer.
[20:25:26]	[OOC] CCA.C08-GRID.i1.23710: check general
[20:27:02]	OTA.C08-ECHO:OHZ.05912 has spawned a 'Entity [2915][pfx2_00]'.
[20:27:03]	[OOC] CCA.C08-GRID.i1.23710: daily reminder that quebecois are *not* people
[20:27:06]	[OOC] OTA.C08-ECHO:OHZ.05912: bvased
[20:27:09]	[OOC] OTA.C08-ECHO:OHZ.05912: based
[20:27:10]	[OOC] John Smith: i thought I.1 was from Quebec-
[20:27:29]	[OOC] John Smith: answered me before i even finished typing
[20:27:29]	OTA.C08-ECHO:OHZ.05912 has spawned a 'Entity [2915][pfx1_08#]'.
[20:27:35]	OTA.C08-ECHO:OHZ.05912 used command '/CharGiveFlag ohz pet'.
[20:27:42]	OTA.C08-ECHO:OHZ.05912 has spawned a 'Entity [2925][pfx1_08#_l]'.
[20:27:49]	[OOC] CCA.C08-GRID.i1.23710: old i1 was quebecois
[20:27:51]	OTA.C08-ECHO:OHZ.05912 has spawned a 'Entity [2921][pfx1_08#_l]'.
[20:27:57]	[OOC] OTA.C08-ECHO:OHZ.05912: char got soft PKed
[20:28:06]	OTA.C08-ECHO:OHZ.05912 has spawned a 'Entity [2930][pfx1_08#]'.
[20:28:18]	CCA.C08-GRID.i1.23710 has gained 10 tokens.
[20:28:42]	[LOOC] Carson Copper: grape flavoured fire
[20:28:46]	[OOC] OTA.C08-ECHO:OHZ.05912: flashes of white are IC
[20:29:01]	OTA.C08-ECHO:OHZ.05912 has spawned a 'NPC [2931][monster_panthereye]'.
[20:29:06]	[ME] Carson Copper: falls to the floor
[20:29:12]	Carson Copper used command '/CharFallOver'.
[20:29:13]	OTA.C08-ECHO:OHZ.05912 has spawned a 'NPC [2928][monster_panthereye]'.
[20:29:18]	CCA.C08-GRID.i1.23710 used command '/ToggleRaise'.
[20:29:18]	[Y] Carson Copper: My eyes!
[20:29:23]	OTA.C08-ECHO:OHZ.05912 used command '/ToggleRaise'.
[20:29:26]	OTA.C08-ECHO:OHZ.05912 exited observer at their location.
[20:29:36]	[Y] OTA.C08-ECHO:OHZ.05912: <:: SURE JUST GO AHEAD AND OPEN THE FUCKING WINDOW FOR IT TO JUMP IN! ::>
[20:29:36]	Carson Copper used command '/CharGetUp'.
[20:29:46]	[Y] OTA.C08-ECHO:OHZ.05912: <:: UPSTAIRS! NOW! ::>
[20:29:48]	OTA.C08-ECHO:OHZ.05912 used command '/ToggleRaise'.
[20:29:52]	OTA.C08-ECHO:OHZ.05912 used command '/ToggleRaise'.
[20:29:58]	[Y] OTA.C08-ECHO:OHZ.05912: <:: SECTOR NOT SURE. ::>
[20:30:01]	[Y] OTA.C08-ECHO:OHZ.05912: <:: Sector is not secure. ::>
[20:30:07]	CCA.C08-GRID.i1.23710 used command '/ToggleRaise'.
[20:30:10]	OTA.C08-ECHO:OHZ.05912 has spawned a 'NPC [79][monster_panthereye]'.
[20:30:10]	OTA.C08-ECHO:OHZ.05912 has spawned a 'NPC [2929][monster_panthereye]'.
[20:30:13]	OTA.C08-ECHO:OHZ.05912 has taken 32 damage from monster_panthereye.
[20:30:52]	OTA.C08-ECHO:OHZ.05912 entered observer.
[20:30:57]	OTA.C08-ECHO:OHZ.05912 exited observer at their location.
[20:30:57]	OTA.C08-ECHO:OHZ.05912 entered observer.
[20:30:58]	OTA.C08-ECHO:OHZ.05912 exited observer at their location.
[20:30:59]	OTA.C08-ECHO:OHZ.05912 entered observer.
[20:31:00]	[Y] John Smith: Why are things flashing?!
[20:31:10]	OTA.C08-ECHO:OHZ.05912 has spawned a 'NPC [2929][monster_icky]'.
[20:31:11]	CCA.C08-GRID.i1.23710 used command '/ToggleRaise'.
[20:31:20]	[Y] CCA.C08-GRID.i1.23710: <:: A FISH? ::>
[20:31:27]	[Y] John Smith: HOW IN FUCK?!
[20:31:33]	OTA.C08-ECHO:OHZ.05912 exited observer at their location.
[20:31:36]	OTA.C08-ECHO:OHZ.05912 used command '/ToggleRaise'.
[20:31:37]	OTA.C08-ECHO:OHZ.05912 used command '/ToggleRaise'.
[20:31:51]	OTA.C08-ECHO:OHZ.05912 entered observer.
[20:31:57]	CCA.C08-GRID.i1.23710 used command '/ToggleRaise'.
[20:31:59]	OTA.C08-ECHO:OHZ.05912 has spawned a 'NPC [2929][npc_stukabat]'.
[20:32:04]	[ME] John Smith: would begin shaking due to anxiety.
[20:33:15]	[ME] CCA.C08-GRID.i1.23710: would lock the door
[20:33:18]	CCA.C08-GRID.i1.23710 has gained 10 tokens.
[20:33:19]	OTA.C08-ECHO:OHZ.05912 exited observer at their location.
[20:33:24]	matt saton loaded the character 'Jason Mackey'
[20:33:34]	Jason Mackey used command '/Broadcast At-attention, Citizens!'.
[20:33:34]	Jason Mackey entered observer.
[20:33:48]	[ME] John Smith: would try to barricade the door.
[20:34:02]	CCA.C08-GRID.i1.23710 has taken 5 damage from prop_physics.
[20:34:02]	CCA.C08-GRID.i1.23710 has taken 100 damage from prop_physics.
[20:34:02]	CCA.C08-GRID.i1.23710 has taken 200 damage from worldspawn.
[20:34:02]	worldspawn has killed CCA.C08-GRID.i1.23710.
[20:34:03]	Jason Mackey used command '/Broadcast My name is Jason Mackey of the Central Science, installment 74, local to your city.'.
[20:34:06]	Jason Mackey exited observer at their location.
[20:34:06]	Jason Mackey entered observer.
[20:34:08]	[OOC] John Smith: PFFFFFFF
[20:34:11]	[OOC] John Smith: HAHA
[20:34:11]	Jason Mackey used command '/Broadcast We are facing..'.
[20:34:13]	CCA.C08-GRID.i1.23710 entered observer.
[20:34:16]	[OOC] James Johnson: the cop just got killed by the chair lmao
[20:34:17]	[OOC] John Smith: GET SOURCED BITCH
[20:34:18]	Jason Mackey exited observer at their location.
[20:34:20]	Jason Mackey entered observer.
[20:34:20]	CCA.C08-GRID.i1.23710 exited observer at their location.
[20:34:21]	Jason Mackey exited observer at their location.
[20:34:21]	Jason Mackey entered observer.
[20:34:38]	[OOC] John Smith: THAT FUCKING KILLED ME XD
[20:34:38]	Jason Mackey exited observer at their location.
[20:34:38]	Jason Mackey entered observer.
[20:34:39]	Jason Mackey exited observer at their location.
[20:34:39]	Jason Mackey entered observer.
[20:34:40]	Jason Mackey exited observer at their location.
[20:35:01]	Jason Mackey used command '/Broadcast A massive disturbance relating to Xenobes and other extraworldly organisms.'.
[20:35:02]	Jason Mackey entered observer.
[20:35:03]	Jason Mackey exited observer at their location.
[20:35:05]	Jason Mackey entered observer.
[20:35:05]	Jason Mackey exited observer at their location.
[20:35:05]	CCA.C08-GRID.i1.23710 ran 'Equip' on item 'SPAS-12' (#20711)
[20:35:07]	CCA.C08-GRID.i1.23710 ran 'Equip' on item 'USP Match' (#9735)
[20:35:37]	Jason Mackey used command '/Broadcast We are entering.. Judgement Waiver. All citizens and protection teams are urged to survive however possible, orders effective immediately.'.
[20:35:37]	Jason Mackey entered observer.
[20:36:21]	Jason Mackey used command '/Broadcast Stay safe, and as our Consul would say, have a... productive day.'.
[20:36:25]	Jason Mackey exited observer at their location.
[20:36:25]	Jason Mackey has taken 1 damage from worldspawn.
[20:36:26]	Jason Mackey has taken 1 damage from worldspawn.
[20:36:26]	Jason Mackey entered observer.
[20:36:43]	[ME] James Johnson: leans on the wall
[20:36:44]	Jason Mackey used command '/Broadcast Alright, are we off the ai-'.
[20:36:58]	matt saton loaded the character 'OTA.C08-ECHO:OHZ.05912'
[20:37:19]	OTA.C08-ECHO:OHZ.05912 used command '/Dispatch judgement waiver'.
[20:37:21]	[OOC] OTA.C08-ECHO:OHZ.05912: FUCKING
[20:37:23]	[OOC] OTA.C08-ECHO:OHZ.05912: COCKDICK FUCK
[20:37:25]	OTA.C08-ECHO:OHZ.05912 used command '/Dispatch judgement waiver'.
[20:37:28]	OTA.C08-ECHO:OHZ.05912 used command '/Dispatch judgment waiver'.
[20:37:29]	OTA.C08-ECHO:OHZ.05912 entered observer.
[20:37:29]	[OOC] CCA.C08-GRID.i1.23710: thanks dispatch
[20:37:35]	[OOC] OTA.C08-ECHO:OHZ.05912: got it! :D
[20:37:39]	[OOC] John Smith: thank you dispatch
[20:37:59]	[OOC] John Smith: good job, you get a gold metal, made entirely of chocolate
[20:38:01]	OTA.C08-ECHO:OHZ.05912 has spawned a 'NPC [2932][monster_hound_eye]'.
[20:38:04]	OTA.C08-ECHO:OHZ.05912 has spawned a 'NPC [2933][monster_hound_eye]'.
[20:38:04]	OTA.C08-ECHO:OHZ.05912 has spawned a 'NPC [2934][monster_hound_eye]'.
[20:38:05]	OTA.C08-ECHO:OHZ.05912 has spawned a 'NPC [2935][monster_hound_eye]'.
[20:38:06]	[OOC] Carson Copper: *I guess I can flag up?* uh
[20:38:09]	[OOC] Carson Copper: h
[20:38:11]	OTA.C08-ECHO:OHZ.05912 has spawned a 'NPC [2936][monster_panthereye]'.
[20:38:12]	OTA.C08-ECHO:OHZ.05912 has spawned a 'NPC [2937][monster_panthereye]'.
[20:38:15]	OTA.C08-ECHO:OHZ.05912 has spawned a 'NPC [2938][monster_gonarch]'.
[20:38:19]	CCA.C08-GRID.i1.23710 has gained 10 tokens.
[20:38:23]	OTA.C08-ECHO:OHZ.05912 exited observer at their location.
[20:38:26]	OTA.C08-ECHO:OHZ.05912 entered observer.
[20:38:34]	OTA.C08-ECHO:OHZ.05912 has spawned a 'NPC [2933][monster_gonarch]'.
[20:38:36]	[OOC] John Smith: anyone else lagging?
[20:38:41]	[OOC] OTA.C08-ECHO:OHZ.05912: yeah, should be fixed.. .nvm
[20:38:42]	OTA.C08-ECHO:OHZ.05912 exited observer at their location.
[20:38:43]	OTA.C08-ECHO:OHZ.05912 entered observer.
[20:38:52]	[OOC] Carson Copper: was for just a little, just the entities going brr
[20:38:53]	OTA.C08-ECHO:OHZ.05912 used command '/ToggleRaise'.
[20:38:58]	[OOC] OTA.C08-ECHO:OHZ.05912: fixing, void noises
[20:39:09]	OTA.C08-ECHO:OHZ.05912 used command '/ToggleRaise'.
[20:39:19]	[OOC] OTA.C08-ECHO:OHZ.05912: fixed
[20:39:23]	OTA.C08-ECHO:OHZ.05912 has spawned a 'NPC [1549][monster_panthereye]'.
[20:39:24]	[LOOC] CCA.C08-GRID.i1.23710: that*
[20:39:24]	OTA.C08-ECHO:OHZ.05912 has spawned a 'NPC [2932][monster_panthereye]'.
[20:39:30]	OTA.C08-ECHO:OHZ.05912 has spawned a 'NPC [2933][monster_bullsquid]'.
[20:39:37]	OTA.C08-ECHO:OHZ.05912 has spawned a 'NPC [2933][monster_alien_voltigore]'.
[20:39:41]	OTA.C08-ECHO:OHZ.05912 exited observer at their location.
[20:39:43]	OTA.C08-ECHO:OHZ.05912 entered observer.
[20:39:43]	OTA.C08-ECHO:OHZ.05912 exited observer at their location.
[20:39:45]	OTA.C08-ECHO:OHZ.05912 entered observer.
[20:39:45]	[OOC] John Smith: i thought Q said to avoid the noises
[20:39:46]	OTA.C08-ECHO:OHZ.05912 exited observer at their location.
[20:39:53]	OTA.C08-ECHO:OHZ.05912 used command '/CharGiveFlag ohz Cc'.
[20:39:55]	OTA.C08-ECHO:OHZ.05912 has spawned a 'Entity [2951][gmod_sent_vehicle_fphysics_base]'.
[20:39:55]	OTA.C08-ECHO:OHZ.05912 entered observer.
[20:39:56]	OTA.C08-ECHO:OHZ.05912 exited observer at their location.
[20:40:02]	[LOOC] CCA.C08-GRID.i1.23710: oh
[20:40:04]	[OOC] CCA.C08-GRID.i1.23710: oh
[20:40:11]	[OOC] John Smith: dummy
[20:40:12]	[Y] OTA.C08-ECHO:OHZ.05912: <:: Sector is not secure. ::>
[20:40:19]	OTA.C08-ECHO:OHZ.05912 has spawned a 'NPC [2932][monster_panthereye]'.
[20:40:21]	OTA.C08-ECHO:OHZ.05912 has spawned a 'NPC [2933][monster_panthereye]'.
[20:40:35]	OTA.C08-ECHO:OHZ.05912 has taken 2 damage from worldspawn.
[20:40:36]	OTA.C08-ECHO:OHZ.05912 entered observer.
[20:40:38]	OTA.C08-ECHO:OHZ.05912 used command '/ToggleRaise'.
[20:40:40]	OTA.C08-ECHO:OHZ.05912 used command '/ToggleRaise'.
[20:40:52]	OTA.C08-ECHO:OHZ.05912 used command '/ToggleRaise'.
[20:40:56]	OTA.C08-ECHO:OHZ.05912 used command '/ToggleRaise'.
[20:41:07]	OTA.C08-ECHO:OHZ.05912 used command '/ToggleRaise'.
[20:41:10]	OTA.C08-ECHO:OHZ.05912 used command '/ToggleRaise'.
[20:41:18]	[Y] OTA.C08-ECHO:OHZ.05912: <:: Mayday! Mayday! ::>
[20:41:23]	[Y] OTA.C08-ECHO:OHZ.05912: <:: APC is going down! Repeat--- ::>
[20:41:25]	OTA.C08-ECHO:OHZ.05912 used command '/ToggleRaise'.
[20:41:30]	[OOC] CCA.C08-GRID.i1.23710: Q
[20:41:32]	[OOC] CCA.C08-GRID.i1.23710: YOU SAY
[20:41:33]	[OOC] CCA.C08-GRID.i1.23710: MAYDAY
[20:41:35]	[OOC] CCA.C08-GRID.i1.23710: 3 TIMES
[20:41:38]	[OOC] CCA.C08-GRID.i1.23710: I WILL STRIKE YOU DOWN
[20:41:49]	[OOC] John Smith: battle of the admins
[20:41:57]	[OOC] Carson Copper: HD in 3D
[20:42:02]	[OOC] John Smith: *it for some reason looks like an anime fight
[20:42:17]	OTA.C08-ECHO:OHZ.05912 has spawned a 'NPC [219][npc_zombie]'.
[20:42:18]	OTA.C08-ECHO:OHZ.05912 has spawned a 'NPC [220][npc_zombie]'.
[20:42:20]	OTA.C08-ECHO:OHZ.05912 has spawned a 'NPC [1549][npc_zombie]'.
[20:42:24]	OTA.C08-ECHO:OHZ.05912 used command '/ToggleRaise'.
[20:42:30]	[OOC] OTA.C08-ECHO:OHZ.05912: void shots
[20:42:35]	OTA.C08-ECHO:OHZ.05912 used command '/ToggleRaise'.
[20:42:41]	CCA.C08-GRID.i1.23710 used command '/ToggleRaise'.
[20:42:45]	OTA.C08-ECHO:OHZ.05912 has spawned 'models/props_c17/FurnitureChair001a.mdl'.
[20:42:48]	OTA.C08-ECHO:OHZ.05912 has spawned 'models/props_c17/door01_left.mdl'.
[20:42:59]	CCA.C08-GRID.i1.23710 used command '/ToggleRaise'.
[20:43:06]	OTA.C08-ECHO:OHZ.05912 has spawned a 'NPC [219][npc_zombie]'.
[20:43:10]	OTA.C08-ECHO:OHZ.05912 has spawned a 'NPC [1549][npc_headcrab]'.
[20:43:14]	James Johnson has gained 5 tokens.
[20:43:20]	CCA.C08-GRID.i1.23710 has gained 10 tokens.
[20:43:33]	OTA.C08-ECHO:OHZ.05912 used command '/Dispatch unrest structure'.
[20:43:46]	CCA.C08-GRID.i1.23710 has taken 5 damage from npc_headcrab.
[20:43:47]	CCA.C08-GRID.i1.23710 used command '/ToggleRaise'.
[20:44:03]	Dilly_ loaded the character 'OTA.C08-ECHO:OWS.69173'
[20:44:04]	OTA.C08-ECHO:OHZ.05912 has spawned a 'NPC [2952][npc_zombie]'.
[20:44:09]	OTA.C08-ECHO:OHZ.05912 has spawned a 'NPC [1242][npc_fastzombie]'.
[20:44:11]	[OOC] John Smith: LAG
[20:44:33]	OTA.C08-ECHO:OHZ.05912 has spawned a 'NPC [219][npc_zombie]'.
[20:44:35]	OTA.C08-ECHO:OHZ.05912 has spawned a 'NPC [1242][npc_zombie_torso]'.
[20:44:36]	OTA.C08-ECHO:OHZ.05912 has spawned a 'NPC [1549][npc_poisonzombie]'.
[20:44:40]	OTA.C08-ECHO:OHZ.05912 has spawned a 'NPC [2923][npc_zombine]'.
[20:44:45]	OTA.C08-ECHO:OHZ.05912 has spawned a 'NPC [2920][npc_headcrab]'.
[20:44:49]	OTA.C08-ECHO:OWS.69173 has taken 5 damage from npc_headcrab_poison.
[20:44:49]	OTA.C08-ECHO:OWS.69173 has taken 148 damage from npc_headcrab_poison.
[20:44:53]	[OOC] OTA.C08-ECHO:OHZ.05912: lag indeed, fuck
[20:45:22]	CCA.C08-GRID.i1.23710 used command '/ToggleRaise'.
[20:45:29]	[Y] James Johnson: Carson?!
[20:45:30]	[LOOC] CCA.C08-GRID.i1.23710: he went on another char
[20:45:37]	CCA.C08-GRID.i1.23710 used command '/ToggleRaise'.
[20:45:59]	CCA.C08-GRID.i1.23710 used command '/ToggleRaise'.
[20:46:11]	OTA.C08-ECHO:OHZ.05912 exited observer at their location.
[20:46:13]	OTA.C08-ECHO:OHZ.05912 used command '/ToggleRaise'.
[20:46:18]	[Y] OTA.C08-ECHO:OHZ.05912: <:: What the? ::>
[20:46:22]	[Y] OTA.C08-ECHO:OHZ.05912: <:: Echo. ::>
[20:46:41]	[Y] OTA.C08-ECHO:OHZ.05912: <:: Echo. ::>
[20:46:44]	[Y] OTA.C08-ECHO:OWS.69173: <:: Copy. ::>
[20:46:53]	[Y] OTA.C08-ECHO:OHZ.05912: <:: We've got some necrotics this way, we're getting overrun, it's bad. ::>
[20:47:11]	[Y] OTA.C08-ECHO:OHZ.05912: <:: Do you need my help with the citizens? ::>
[20:47:19]	[Y] OTA.C08-ECHO:OWS.69173: <:: Ten-Four, Responding. Avoiding previous assignment. ::>
[20:47:22]	OTA.C08-ECHO:OWS.69173 has taken 250 damage from trigger_hurt.
[20:47:22]	trigger_hurt has killed OTA.C08-ECHO:OWS.69173.
[20:47:26]	[Y] OTA.C08-ECHO:OHZ.05912: <:: ECHO, DON'- ::>
[20:47:27]	[OOC] OTA.C08-ECHO:OWS.69173: FUck
[20:47:27]	[OOC] John Smith: HAHA
[20:47:36]	OTA.C08-ECHO:OWS.69173 ran 'Equip' on item 'LA71 (Pulse SMG)' (#20470)
[20:47:37]	[OOC] John Smith: JUST GOT FLUNG
[20:47:41]	[Y] OTA.C08-ECHO:OHZ.05912: <:: LET ME FIND A WAY TO GET YOU ACROSS. ::>
[20:47:42]	[OOC] OTA.C08-ECHO:OWS.69173: aw poop there goes my ammo
[20:47:47]	[Y] CCA.C08-GRID.i1.23710: <:: HOW DID HE NOT KNOW THAT SUBWAY TRACKS ARE ELECTRIFIED. ::>
[20:47:54]	[Y] OTA.C08-ECHO:OHZ.05912: <:: I DON'T KNOW! ::>
[20:47:55]	OTA.C08-ECHO:OWS.69173 used command '/CharFallOver 1'.
[20:47:59]	[Y] John Smith: GOOD QUESTION.
[20:47:59]	[Y] OTA.C08-ECHO:OHZ.05912: <:: HOLD ON, I MAY BE ABLE TO FIND SOMETHING. ::>
[20:48:21]	CCA.C08-GRID.i1.23710 has gained 10 tokens.
[20:48:24]	[OOC] CCA.C08-GRID.i1.23710: formal request for that one xenian to be officially designated cosmic cat
[20:48:25]	[OOC] John Smith: i love the source engine lol
[20:48:28]	OTA.C08-ECHO:OWS.69173 has gained 30 tokens.
[20:48:33]	OTA.C08-ECHO:OHZ.05912 has spawned 'models/props_docks/dock03_detail01a.mdl'.
[20:48:34]	OTA.C08-ECHO:OHZ.05912 entered observer.
[20:48:35]	OTA.C08-ECHO:OHZ.05912 has spawned 'models/props_docks/dockpole01a.mdl'.
[20:48:37]	OTA.C08-ECHO:OHZ.05912 has spawned 'models/props_docks/dock_bumper02a.mdl'.
[20:48:41]	OTA.C08-ECHO:OHZ.05912 has spawned 'models/props_docks/dockpole01a.mdl'.
[20:48:42]	OTA.C08-ECHO:OHZ.05912 has spawned 'models/props_docks/dock03_pole01a_256.mdl'.
[20:48:42]	[OOC] James Johnson: yeah name the panthereye cosmic cat
[20:48:43]	OTA.C08-ECHO:OHZ.05912 has spawned 'models/props_docks/dock03_pole01a.mdl'.
[20:48:44]	OTA.C08-ECHO:OHZ.05912 has spawned 'models/props_docks/dock03_detail01a.mdl'.
[20:48:45]	OTA.C08-ECHO:OHZ.05912 has spawned 'models/props_docks/dock_bumper02a.mdl'.
[20:48:46]	OTA.C08-ECHO:OHZ.05912 has spawned 'models/props_docks/dock02_pole02a.mdl'.
[20:48:52]	[OOC] John Smith: do it
[20:48:56]	[OOC] John Smith: i bet you wont
[20:48:58]	[OOC] John Smith: pussy
[20:49:10]	OTA.C08-ECHO:OWS.69173 destroyed a 'Padlock' #20934.
[20:49:10]	OTA.C08-ECHO:OWS.69173 has taken 5 damage from npc_headcrab.
[20:49:12]	[OOC] OTA.C08-ECHO:OHZ.05912: ME ACTIVely triyng to ifnd the model for this one prop
[20:49:14]	[OOC] John Smith: i dare ya, i DOUBLE dare yya
[20:49:22]	OTA.C08-ECHO:OHZ.05912 has spawned 'models/props_wasteland/prison_lamp001b.mdl'.
[20:49:23]	OTA.C08-ECHO:OHZ.05912 has spawned 'models/props_wasteland/prison_doortrack001a.mdl'.
[20:49:27]	OTA.C08-ECHO:OHZ.05912 has spawned 'models/props_wasteland/dockplank01b.mdl'.
[20:49:29]	[OOC] OTA.C08-ECHO:OHZ.05912: found it maybe
[20:49:31]	OTA.C08-ECHO:OHZ.05912 has spawned 'models/props_wasteland/cafeteria_table001a_chunk04.mdl'.
[20:49:35]	OTA.C08-ECHO:OHZ.05912 has spawned 'models/props_wasteland/prison_metalbed001a.mdl'.
[20:49:36]	OTA.C08-ECHO:OHZ.05912 has spawned 'models/props_wasteland/prison_sprinkler001a.mdl'.
[20:49:38]	OTA.C08-ECHO:OHZ.05912 has spawned 'models/props_wasteland/prison_pipes001a.mdl'.
[20:49:40]	OTA.C08-ECHO:OHZ.05912 has spawned 'models/props_wasteland/wood_fence02a_board04a.mdl'.
[20:49:41]	OTA.C08-ECHO:OHZ.05912 has spawned 'models/props_wasteland/wood_fence02a_board09a.mdl'.
[20:49:43]	CCA.C08-GRID.i1.23710 used command '/ToggleRaise'.
[20:49:43]	OTA.C08-ECHO:OHZ.05912 has spawned 'models/props_wasteland/tugtop001.mdl'.
[20:49:46]	CCA.C08-GRID.i1.23710 used command '/ToggleRaise'.
[20:49:54]	[OOC] CCA.C08-GRID.i1.23710: my foot feels weird
[20:49:58]	OTA.C08-ECHO:OHZ.05912 has spawned 'models/props_junk/harpoon002a.mdl'.
[20:50:03]	[OOC] James Johnson: can i sniff it?
[20:50:04]	OTA.C08-ECHO:OHZ.05912 has spawned 'models/props_wasteland/dockplank01b.mdl'.
[20:50:08]	[OOC] OTA.C08-ECHO:OHZ.05912: :pain:
[20:50:10]	OTA.C08-ECHO:OHZ.05912 exited observer at their location.
[20:50:13]	[OOC] CCA.C08-GRID.i1.23710: i am resisting the urge to ban you
[20:50:17]	OTA.C08-ECHO:OHZ.05912 has spawned 'models/props_wasteland/dockplank01b.mdl'.
[20:50:24]	[OOC] John Smith: how to signal friendlys in HL2 and GMod, repeatedly press your flashlight key.
[20:50:28]	OTA.C08-ECHO:OHZ.05912 has taken 10 damage from prop_physics.
[20:50:48]	[OOC] John Smith: its similar to the MC crouch
[20:50:49]	CCA.C08-GRID.i1.23710 has taken 250 damage from trigger_hurt.
[20:50:49]	trigger_hurt has killed CCA.C08-GRID.i1.23710.
[20:50:53]	[Y] OTA.C08-ECHO:OHZ.05912: <:: OKAY, SO. ::>
[20:50:57]	[Y] OTA.C08-ECHO:OHZ.05912: <:: DON'T GO UNTIL I GIVE THE WORD. ::>
[20:50:59]	CCA.C08-GRID.i1.23710 entered observer.
[20:51:01]	OTA.C08-ECHO:OHZ.05912 has spawned 'models/props_wasteland/dockplank01b.mdl'.
[20:51:16]	[OOC] John Smith: SOURCE: 2, DRD: 0 
[20:51:22]	CCA.C08-GRID.i1.23710 exited observer at their location.
[20:51:22]	[Y] OTA.C08-ECHO:OHZ.05912: <:: TRY... NOW. ::>
[20:51:29]	James Johnson has taken 250 damage from trigger_hurt.
[20:51:29]	trigger_hurt has killed James Johnson.
[20:51:33]	[LOOC] OTA.C08-ECHO:OHZ.05912: fuck
[20:51:33]	OTA.C08-ECHO:OHZ.05912 entered observer.
[20:51:35]	[OOC] CCA.C08-GRID.i1.23710: SOURCE: 3
[20:51:38]	OTA.C08-ECHO:OHZ.05912 exited observer at their location.
[20:51:38]	OTA.C08-ECHO:OHZ.05912 entered observer.
[20:51:43]	OTA.C08-ECHO:OHZ.05912 exited observer at their location.
[20:51:52]	[OOC] John Smith: SOURCE: 3, PLAYERS: 0
[20:51:55]	[OOC] OTA.C08-ECHO:OWS.69173: Death is optional
