[11:06:46]	Nums has connected.
[14:10:23]	Andrew Cloverman has lost a 'Stimshot' #29449.
[14:10:29]	DRD loaded the character 'CCA.C17.QrM.58234'
[14:10:29]	[OOC] Denford F. MacMillian: Welp, time to annoy the QrM.
[14:10:31]	CCA.C17.QrM.58234 entered observer.
[14:10:35]	[OOC] Denford F. MacMillian: There's two.
[14:10:36]	[OOC] Jonathan Jackson: RATIONNN
[14:10:38]	[OOC] Denford F. MacMillian: Shit.
[14:10:43]	Jonathan Jackson ran 'EquipUn' on item 'Pipe' (#25364)
[14:10:54]	[OOC] Jonathan Jackson: ew CP
[14:11:00]	[OOC] CCA.C17-QrM.98240: 98240 is based fuck you 
[14:11:09]	DRD loaded the character 'Major-General Sir Issac Brock KB'
[14:11:15]	Jonathan Jackson used command '/Apply'.
[14:11:22]	Major-General Sir Issac Brock KB entered observer.
[14:11:33]	Major-General Sir Issac Brock KB exited observer at their location.
[14:11:38]	[ME] CCA.C17-QrM.98240: nods, unlatching his PDA from the utility belt he wore, typing onto it. "Jonathan.... Jonathan... Jackson!"
[14:11:42]	CCA.C17-QrM.98240 used command '/ViewData Jonathan'.
[14:11:50]	CCA.C17-QrM.98240 used the 'Ration Dispenser' vendor.
[14:11:52]	[Y] Denford F. MacMillian: Guys.
[14:11:52]	CCA.C17-QrM.98240 has gained 0 tokens.
[14:11:52]	CCA.C17-QrM.98240 has gained a 'Standard Grade Ration' #29450.
[14:11:53]	CCA.C17-QrM.98240 has gained 0 tokens.
[14:11:53]	CCA.C17-QrM.98240 has gained a 'Standard Grade Ration' #29451.
[14:11:57]	[Y] CCA.C17-QrM.98240: <:: What! ::>
[14:11:58]	[ME] Denford F. MacMillian: points at the frog.
[14:12:04]	[ME] Major-General Sir Issac Brock KB: ribbits
[14:12:15]	[ME] CCA.C17-QrM.98240: looked over the desk, sniffling. "It's just a frog, coward."
[14:12:18]	Major-General Sir Issac Brock KB has spawned a 'Entity [4357][pfx8_06]'.
[14:12:19]	Major-General Sir Issac Brock KB entered observer.
[14:12:27]	[ME] CCA.C17-QrM.98240: tossed two rations over to the civvie, nodding. "Good day, yeah?"
[14:12:30]	CCA.C17-QrM.98240 ran 'drop' on item 'Standard Grade Ration' (#29451)
[14:12:30]	CCA.C17-QrM.98240 has lost a 'Standard Grade Ration' #29451.
[14:12:31]	CCA.C17-QrM.98240 ran 'drop' on item 'Standard Grade Ration' (#29450)
[14:12:31]	CCA.C17-QrM.98240 has lost a 'Standard Grade Ration' #29450.
[14:12:35]	Jonathan Jackson ran 'take' on item 'Standard Grade Ration' (#29450)
[14:12:35]	Jonathan Jackson has gained a 'Standard Grade Ration' #29450.
[14:12:37]	Jonathan Jackson ran 'take' on item 'Standard Grade Ration' (#29451)
[14:12:37]	Jonathan Jackson has gained a 'Standard Grade Ration' #29451.
[14:12:38]	Major-General Sir Issac Brock KB exited observer at their location.
[14:12:41]	[OOC] Denford F. MacMillian: He used sv_cheats 1 to escape.
[14:12:47]	[OOC] CCA.C17-QrM.98240: chad 
[14:12:57]	[ME] Jonathan Jackson: slips both rations into his arms before thanking the CP and walking away.
[14:13:01]	[LOOC] Denford F. MacMillian: Long day, huh?
[14:13:04]	Andrew Cloverman entered observer.
[14:13:08]	[OOC] Jonathan Jackson: FoooODD
[14:13:09]	Denford F. MacMillian used command '/Apply'.
[14:13:14]	[OOC] Jonathan Jackson: It's been years
[14:13:15]	[OOC] Denford F. MacMillian: The frog's waiting in line.
[14:13:21]	Andrew Cloverman has spawned 'models/props_junk/garbage_plasticbottle001a.mdl'.
[14:13:29]	Andrew Cloverman has spawned 'models/props_junk/garbage_plasticbottle001a.mdl'.
[14:13:36]	Andrew Cloverman has gained a 'Bleach' #29452.
[14:13:36]	Andrew Cloverman used command '/CharGiveItem andrew bleach'.
[14:13:37]	[ME] CCA.C17-QrM.98240: nods, typing onto his PDA once more. Consistently repeating the name as his mask was slightly covered in a pale blue hue. "Righty...."
[14:13:38]	Andrew Cloverman ran 'drop' on item 'Bleach' (#29452)
[14:13:38]	Andrew Cloverman has lost a 'Bleach' #29452.
[14:13:42]	CCA.C17-QrM.98240 used command '/ViewData Den'.
[14:13:48]	Andrew Cloverman exited observer at their location.
[14:13:53]	Andrew Cloverman used command '/CharGiveItem andrew lcd screen'.
[14:13:53]	CCA.C17-QrM.98240 used the 'Ration Dispenser' vendor.
[14:13:53]	Andrew Cloverman entered observer.
[14:13:56]	Andrew Cloverman has gained a 'LCD Monitor' #29453.
[14:13:56]	Andrew Cloverman used command '/CharGiveItem andrew lcd'.
[14:13:56]	CCA.C17-QrM.98240 has gained 0 tokens.
[14:13:56]	CCA.C17-QrM.98240 has gained a 'Loyalist Grade Ration' #29454.
[14:13:57]	Andrew Cloverman exited observer at their location.
[14:13:59]	Andrew Cloverman ran 'drop' on item 'LCD Monitor' (#29453)
[14:13:59]	Andrew Cloverman has lost a 'LCD Monitor' #29453.
[14:14:01]	CCA.C17-QrM.98240 ran 'drop' on item 'Loyalist Grade Ration' (#29454)
[14:14:01]	CCA.C17-QrM.98240 has lost a 'Loyalist Grade Ration' #29454.
[14:14:11]	[OOC] Jonathan Jackson: Is anyone in the CWU administration?
[14:14:14]	Jonathan Jackson opened the '' #2726 container.
[14:14:14]	Jonathan Jackson closed the '' #2726 container.
[14:14:14]	[ME] Denford F. MacMillian: Would grab the loyalist ration, inpsecting it for a good bit before nodding.
[14:14:15]	Jonathan Jackson opened the '' #2726 container.
[14:14:16]	Denford F. MacMillian ran 'take' on item 'Loyalist Grade Ration' (#29454)
[14:14:16]	Denford F. MacMillian has gained a 'Loyalist Grade Ration' #29454.
[14:14:17]	Jonathan Jackson closed the '' #2726 container.
[14:14:18]	Andrew Cloverman entered observer.
[14:14:24]	Andrew Cloverman used command '/CharGiveItem andrew hazmat worker suit'.
[14:14:32]	Andrew Cloverman has gained a 'Infestation Control Suit' #29455.
[14:14:32]	Andrew Cloverman used command '/CharGiveItem andrew infestation contro'.
[14:14:33]	Jonathan Jackson opened the '' #2706 container.
[14:14:38]	Andrew Cloverman ran 'drop' on item 'Infestation Control Suit' (#29455)
[14:14:38]	Andrew Cloverman has lost a 'Infestation Control Suit' #29455.
[14:14:40]	Jonathan Jackson closed the '' #2706 container.
[14:14:40]	CCA.C17-QrM.98240 used the 'Ration Dispenser' vendor.
[14:14:42]	CCA.C17-QrM.98240 has gained 0 tokens.
[14:14:42]	CCA.C17-QrM.98240 has gained a 'Biotic Grade Ration' #29456.
[14:14:42]	[ME] Major-General Sir Issac Brock KB: ribbits
[14:14:42]	Jonathan Jackson ran 'Open' on item 'Standard Grade Ration' (#29451)
[14:14:42]	Jonathan Jackson has gained a 'Standard Grade Food Product (Milk Flavor)' #29457.
[14:14:42]	Jonathan Jackson has gained a 'Standard Grade Supplements (Water Flavor)' #29458.
[14:14:42]	Jonathan Jackson has gained a 'Consulate Water' #29459.
[14:14:42]	Jonathan Jackson has gained 10 tokens.
[14:14:45]	Denford F. MacMillian ran 'Open' on item 'Loyalist Grade Ration' (#29454)
[14:14:45]	Denford F. MacMillian has gained a 'Loyalist Grade Food Product (Pickle Flavor)' #29460.
[14:14:45]	Denford F. MacMillian has gained a 'Loyalist Grade Supplements (Pesto Flavor)' #29461.
[14:14:45]	Denford F. MacMillian has gained a 'Flavored Consulate Water' #29462.
[14:14:45]	Denford F. MacMillian has gained 20 tokens.
[14:14:45]	Jonathan Jackson ran 'Open' on item 'Standard Grade Ration' (#29450)
[14:14:45]	Jonathan Jackson has gained a 'Standard Grade Food Product (Lettuce Flavor)' #29463.
[14:14:45]	Jonathan Jackson has gained a 'Standard Grade Supplements (Onion Flavor)' #29464.
[14:14:45]	Jonathan Jackson has gained a 'Consulate Water' #29465.
[14:14:45]	Jonathan Jackson has gained 10 tokens.
[14:14:45]	Andrew Cloverman has gained a 'AA Battery' #29466.
[14:14:45]	Andrew Cloverman used command '/CharGiveItem andrew battery'.
[14:14:50]	Andrew Cloverman ran 'drop' on item 'Resin' (#29446)
[14:14:50]	Andrew Cloverman has lost a 'Resin' #29446.
[14:14:51]	Andrew Cloverman used command '/adminspawnmenu'.
[14:14:55]	[LOOC] Major-General Sir Issac Brock KB: capitalism
[14:14:57]	[ME] CCA.C17-QrM.98240: tossed a Xenian ration over, landing on top of the frog. "There, now go."
[14:14:59]	CCA.C17-QrM.98240 ran 'drop' on item 'Biotic Grade Ration' (#29456)
[14:14:59]	CCA.C17-QrM.98240 has lost a 'Biotic Grade Ration' #29456.
[14:14:59]	[OOC] Jonathan Jackson: 69 tokens lets go
[14:15:01]	Jonathan Jackson opened the '' #2706 container.
[14:15:01]	CCA.C17-QrM.98240 has gained 10 tokens.
[14:15:05]	Jonathan Jackson closed the '' #2706 container.
[14:15:05]	Andrew Cloverman has gained a 'Nails' #29467.
[14:15:05]	Andrew Cloverman used command '/CharGiveItem andrew nails'.
[14:15:09]	Andrew Cloverman has gained a 'Pack of Nails' #29468.
[14:15:09]	Andrew Cloverman used command '/CharGiveItem andrew pack of nails'.
[14:15:10]	Jonathan Jackson opened the '' #2726 container.
[14:15:12]	Andrew Cloverman ran 'drop' on item 'Pack of Nails' (#29468)
[14:15:12]	Andrew Cloverman has lost a 'Pack of Nails' #29468.
[14:15:16]	Andrew Cloverman has gained a 'Pack of Screws' #29469.
[14:15:16]	Andrew Cloverman used command '/CharGiveItem andrew pack of screws'.
[14:15:19]	[ME] Major-General Sir Issac Brock KB: grips the ration pack in it's mouth, blinking out of existance along with the ration
[14:15:21]	Andrew Cloverman ran 'drop' on item 'Pack of Screws' (#29469)
[14:15:21]	Andrew Cloverman has lost a 'Pack of Screws' #29469.
[14:15:22]	Major-General Sir Issac Brock KB ran 'take' on item 'Biotic Grade Ration' (#29456)
[14:15:22]	Major-General Sir Issac Brock KB has gained a 'Biotic Grade Ration' #29456.
[14:15:24]	Jonathan Jackson closed the '' #2726 container.
[14:15:27]	Jonathan Jackson opened the '' #2726 container.
[14:15:27]	CCA.C17-QrM.98240 used the 'Ration Dispenser' vendor.
[14:15:32]	Major-General Sir Issac Brock KB has spawned a 'Entity [4359][pfx9_00]'.
[14:15:32]	Major-General Sir Issac Brock KB entered observer.
[14:15:37]	Jonathan Jackson has gained a 'Gray Jeans' #29252.
[14:15:38]	Jonathan Jackson has gained a 'CWU Commerce Shirt' #29251.
[14:15:42]	Jonathan Jackson ran 'EquipUn' on item 'Blue Pre-War Shirt' (#24423)
[14:15:43]	Jonathan Jackson ran 'EquipUn' on item 'Fingerless Gloves' (#24427)
[14:15:46]	Jonathan Jackson closed the '' #2726 container.
[14:15:49]	Jonathan Jackson ran 'Equip' on item 'Gray Jeans' (#29252)
[14:15:52]	Jonathan Jackson ran 'Equip' on item 'CWU Commerce Shirt' (#29251)
[14:15:54]	[ME] Denford F. MacMillian: Looks at the frog that just teleported away, he questioned what he just saw and didn't know what to do...He just turned around, and walked off.
[14:16:00]	Jonathan Jackson opened the '' #2726 container.
[14:16:01]	Jonathan Jackson closed the '' #2726 container.
[14:16:02]	Jonathan Jackson opened the '' #2726 container.
[14:16:04]	Jonathan Jackson has gained a 'Fingerless Gloves' #24427.
[14:16:05]	Jonathan Jackson ran 'Equip' on item 'Fingerless Gloves' (#24427)
[14:16:07]	[OOC] Denford F. MacMillian: You know shit's weird when the frog gets rights.
[14:16:08]	Major-General Sir Issac Brock KB ran 'View' on item 'Paper' (#28725)
[14:16:08]	Jonathan Jackson closed the '' #2726 container.
[14:16:13]	Denford F. MacMillian ran 'Consume' on item 'Loyalist Grade Food Product (Pickle Flavor)' (#29460)
[14:16:16]	Denford F. MacMillian ran 'Consume' on item 'Flavored Consulate Water' (#29462)
[14:16:18]	[OOC] Jonathan Jackson: strange times ain't it
[14:16:18]	[OOC] CCA.C17-QrM.98240: That's just 982 being 982 
[14:16:19]	Denford F. MacMillian ran 'Consume' on item 'Standard Grade Supplements (Mushroom Flavor)' (#29336)
[14:16:26]	[OOC] CCA.C17-QrM.98240: I should have given him a priority 
[14:16:31]	[OOC] Denford F. MacMillian: You should've.
[14:16:33]	Major-General Sir Issac Brock KB exited observer at their location.
[14:16:34]	Major-General Sir Issac Brock KB entered observer.
[14:16:38]	Denford F. MacMillian used command '/PM qrm No.'.
[14:16:41]	Major-General Sir Issac Brock KB exited observer at their location.
[14:16:43]	Major-General Sir Issac Brock KB entered observer.
[14:16:43]	Major-General Sir Issac Brock KB exited observer at their location.
[14:16:44]	CCA.C17-QrM.98240 used command '/Reply Fuck y-'.
[14:16:44]	Major-General Sir Issac Brock KB entered observer.
[14:16:44]	Major-General Sir Issac Brock KB exited observer at their location.
[14:16:47]	Major-General Sir Issac Brock KB entered observer.
[14:16:47]	Major-General Sir Issac Brock KB exited observer at their location.
[14:16:48]	Major-General Sir Issac Brock KB entered observer.
[14:16:48]	Major-General Sir Issac Brock KB exited observer at their location.
[14:16:50]	Major-General Sir Issac Brock KB entered observer.
[14:16:50]	Major-General Sir Issac Brock KB exited observer at their location.
[14:16:52]	[LOOC] Denford F. MacMillian: I am trying to fill out a CCA app.
[14:16:52]	Major-General Sir Issac Brock KB entered observer.
[14:16:52]	Major-General Sir Issac Brock KB exited observer at their location.
[14:16:54]	Major-General Sir Issac Brock KB entered observer.
[14:16:55]	Major-General Sir Issac Brock KB exited observer at their location.
[14:16:57]	Major-General Sir Issac Brock KB entered observer.
[14:17:02]	[ME] CCA.C17-QrM.98240: sniffles 
[14:17:03]	[LOOC] Major-General Sir Issac Brock KB: thi9s wasnt me
[14:17:15]	Major-General Sir Issac Brock KB has lost 7 tokens.
[14:17:18]	[OOC] Denford F. MacMillian: 240 just gave up.
[14:17:21]	CCA.C17-QrM.98240 ran 'take' on item 'Flavored Consulate Water' (#29470)
[14:17:21]	CCA.C17-QrM.98240 has gained a 'Flavored Consulate Water' #29470.
[14:17:26]	[OOC] CCA.C17-QrM.98240: he gave up a long time ago 
[14:17:30]	[OOC] Denford F. MacMillian: Lmao.
[14:17:38]	Major-General Sir Issac Brock KB has lost 10 tokens.
[14:17:39]	Major-General Sir Issac Brock KB has lost 10 tokens.
[14:17:40]	Major-General Sir Issac Brock KB has lost 10 tokens.
[14:17:41]	Major-General Sir Issac Brock KB has lost 10 tokens.
[14:17:42]	Major-General Sir Issac Brock KB has lost 7 tokens.
[14:17:43]	Major-General Sir Issac Brock KB has lost 7 tokens.
[14:17:44]	Major-General Sir Issac Brock KB has lost 7 tokens.
[14:17:45]	Major-General Sir Issac Brock KB has lost 5 tokens.
[14:17:46]	Major-General Sir Issac Brock KB has lost 5 tokens.
[14:17:47]	Major-General Sir Issac Brock KB has lost 5 tokens.
[14:17:48]	Major-General Sir Issac Brock KB has lost 5 tokens.
[14:18:10]	[LOOC] Denford F. MacMillian: I saw the cans.
[14:18:16]	[LOOC] Denford F. MacMillian: What acts have you just committed.
[14:18:18]	[ME] CCA.C17-QrM.98240: nods, grabbing the Citizen and walking him along.
[14:18:55]	[ME] CCA.C17-QrM.98240: sniffles, looking over the sparking Vending machine. "Ever seen a machine go rogue?"
[14:18:56]	[ME] Denford F. MacMillian: Crouches down and grabs one of the yellow cans, he inspects it for a moment before placing it far from his face. He would open it, thinking it would spray all over the place.
[14:19:02]	CCA.C17-QrM.98240 ran 'take' on item 'Sparkling Consulate Water' (#29472)
[14:19:02]	CCA.C17-QrM.98240 has gained a 'Sparkling Consulate Water' #29472.
[14:19:03]	Denford F. MacMillian ran 'take' on item 'Sparkling Consulate Water' (#29471)
[14:19:03]	Denford F. MacMillian has gained a 'Sparkling Consulate Water' #29471.
[14:19:10]	CCA.C17-QrM.98240 ran 'take' on item 'Consulate Water' (#29481)
[14:19:10]	CCA.C17-QrM.98240 has gained a 'Consulate Water' #29481.
[14:19:11]	Major-General Sir Issac Brock KB has lost 10 tokens.
[14:19:11]	CCA.C17-QrM.98240 ran 'take' on item 'Consulate Water' (#29480)
[14:19:11]	CCA.C17-QrM.98240 has gained a 'Consulate Water' #29480.
[14:19:12]	CCA.C17-QrM.98240 ran 'take' on item 'Consulate Water' (#29479)
[14:19:12]	CCA.C17-QrM.98240 has gained a 'Consulate Water' #29479.
[14:19:12]	Major-General Sir Issac Brock KB has lost 10 tokens.
[14:19:13]	Major-General Sir Issac Brock KB has lost 10 tokens.
[14:19:14]	Major-General Sir Issac Brock KB has lost 10 tokens.
[14:19:16]	Major-General Sir Issac Brock KB has lost 7 tokens.
[14:19:17]	Major-General Sir Issac Brock KB has lost 7 tokens.
[14:19:18]	Major-General Sir Issac Brock KB has lost 7 tokens.
[14:19:19]	Major-General Sir Issac Brock KB has lost 7 tokens.
[14:19:20]	Major-General Sir Issac Brock KB has lost 5 tokens.
[14:19:21]	Major-General Sir Issac Brock KB has lost 5 tokens.
[14:19:22]	Major-General Sir Issac Brock KB has lost 5 tokens.
[14:19:23]	Major-General Sir Issac Brock KB has lost 5 tokens.
[14:19:27]	[LOOC] CCA.C17-QrM.98240: PERFECT LINE 
[14:19:32]	[OOC] Jonathan Jackson: I have a place now but I don't have the crap to supply it with food
[14:19:40]	CCA.C17-QrM.98240 ran 'View' on item 'Paper' (#28725)
[14:19:43]	Denford F. MacMillian ran 'View' on item 'Paper' (#28725)
[14:19:43]	Jonathan Jackson ran 'View' on item 'Notepad' (#3069)
[14:19:50]	Jonathan Jackson ran 'View' on item 'Notepad' (#3034)
[14:19:59]	[ME] CCA.C17-QrM.98240: grabs his Stunstick, flicking it on and scorching the note. "Damn CWU."
[14:20:01]	CCA.C17-QrM.98240 has gained 10 tokens.
[14:20:02]	CCA.C17-QrM.98240 destroyed a 'Paper' #28725.
[14:20:36]	Major-General Sir Issac Brock KB has gained a 'A Set of Tools' #29494.
[14:20:36]	Major-General Sir Issac Brock KB used command '/CharGiveItem brock tools'.
[14:20:39]	CCA.C17-QrM.98240 ran 'Consume' on item 'Consulate Water' (#29481)
[14:20:42]	CCA.C17-QrM.98240 ran 'Consume' on item 'Consulate Water' (#29479)
[14:20:42]	Major-General Sir Issac Brock KB ran 'drop' on item 'A Set of Tools' (#29494)
[14:20:42]	Major-General Sir Issac Brock KB has lost a 'A Set of Tools' #29494.
[14:20:51]	[OOC] CCA.C17-QrM.98240: I have *consumed* the cans 
[14:21:03]	Denford F. MacMillian ran 'Consume' on item 'Sparkling Consulate Water' (#29471)
[14:21:06]	CCA.C17-QrM.98240 ran 'Equip' on item 'Combat Knife' (#20367)
[14:21:06]	Denford F. MacMillian ran 'Consume' on item 'Loyalist Grade Supplements (Pesto Flavor)' (#29461)
[14:21:07]	CCA.C17-QrM.98240 ran 'EquipUn' on item '357' (#10719)
[14:21:07]	CCA.C17-QrM.98240 ran 'Equip' on item 'Combat Knife' (#20367)
[14:21:08]	CCA.C17-QrM.98240 ran 'Equip' on item '357' (#10719)
[14:21:13]	[OOC] Jonathan Jackson: that's now how it was written in the bible
[14:21:16]	CCA.C17-QrM.98240 ran 'Consume' on item 'Sparkling Consulate Water' (#29472)
[14:21:17]	CCA.C17-QrM.98240 ran 'take' on item 'A Set of Tools' (#29494)
[14:21:17]	CCA.C17-QrM.98240 has gained a 'A Set of Tools' #29494.
[14:21:38]	Jonathan Jackson opened the '' #2706 container.
[14:21:41]	Jonathan Jackson has gained a 'Pin' #24299.
[14:21:42]	Jonathan Jackson closed the '' #2706 container.
[14:21:43]	Jonathan Jackson opened the '' #2726 container.
[14:21:46]	Jonathan Jackson closed the '' #2726 container.
[14:22:06]	DRD loaded the character 'CCA.C17-GRID.i1.23710'
[14:22:07]	CCA.C17-GRID.i1.23710 entered observer.
[14:22:08]	Jonathan Jackson opened the '' #2705 container.
[14:22:14]	Jonathan Jackson closed the '' #2705 container.
[14:22:15]	Jonathan Jackson opened the '' #2706 container.
[14:22:15]	[ME] CCA.C17-QrM.98240: straight up underhand tosses a tool kit of CCA grade tools over to the citizen. Yawning he would look over him, an orange hue being seen over the citizens suit. "Fix, you'll get LP for it."
[14:22:17]	CCA.C17-QrM.98240 ran 'drop' on item 'A Set of Tools' (#29494)
[14:22:17]	CCA.C17-QrM.98240 has lost a 'A Set of Tools' #29494.
[14:22:18]	Jonathan Jackson closed the '' #2706 container.
[14:22:20]	Jonathan Jackson opened the '' #2726 container.
[14:22:21]	Denford F. MacMillian ran 'take' on item 'A Set of Tools' (#29494)
[14:22:21]	Denford F. MacMillian has gained a 'A Set of Tools' #29494.
[14:22:22]	Jonathan Jackson closed the '' #2726 container.
[14:22:43]	[ME] Denford F. MacMillian: Extended his hands to grab the tools and swiftly applied it around his belt, the man nodding to the CP and turning towards the door.
[14:22:44]	[OOC] Jonathan Jackson: Does anyone happen to run a business
[14:22:49]	[OOC] Jonathan Jackson: That sells notepads or paper
[14:23:00]	[OOC] CCA.C17-GRID.i1.23710: general store
[14:23:03]	[OOC] CCA.C17-QrM.98240: Yeha 
[14:23:08]	[OOC] Denford F. MacMillian: So is anyone GMing the machine?
[14:23:10]	[OOC] Jonathan Jackson: They sell it there? Didn't know
[14:23:12]	[OOC] CCA.C17-QrM.98240: DRD is 
[14:23:18]	CCA.C17-QrM.98240 ran 'take' on item 'Sparkling Consulate Water' (#29473)
[14:23:18]	CCA.C17-QrM.98240 has gained a 'Sparkling Consulate Water' #29473.
[14:23:19]	CCA.C17-QrM.98240 ran 'take' on item 'Sparkling Consulate Water' (#29474)
[14:23:19]	CCA.C17-QrM.98240 has gained a 'Sparkling Consulate Water' #29474.
[14:23:20]	CCA.C17-QrM.98240 ran 'take' on item 'Flavored Consulate Water' (#29475)
[14:23:20]	CCA.C17-QrM.98240 has gained a 'Flavored Consulate Water' #29475.
[14:23:21]	CCA.C17-QrM.98240 ran 'take' on item 'Flavored Consulate Water' (#29476)
[14:23:21]	CCA.C17-QrM.98240 has gained a 'Flavored Consulate Water' #29476.
[14:23:25]	CCA.C17-QrM.98240 ran 'take' on item 'Flavored Consulate Water' (#29477)
[14:23:25]	CCA.C17-QrM.98240 has gained a 'Flavored Consulate Water' #29477.
[14:23:34]	CCA.C17-QrM.98240 ran 'take' on item 'Consulate Water' (#29478)
[14:23:34]	CCA.C17-QrM.98240 has gained a 'Consulate Water' #29478.
[14:23:36]	CCA.C17-QrM.98240 ran 'take' on item 'Sparkling Consulate Water' (#29482)
[14:23:36]	CCA.C17-QrM.98240 has gained a 'Sparkling Consulate Water' #29482.
[14:23:38]	CCA.C17-QrM.98240 ran 'take' on item 'Sparkling Consulate Water' (#29484)
[14:23:38]	CCA.C17-QrM.98240 has gained a 'Sparkling Consulate Water' #29484.
[14:23:40]	CCA.C17-QrM.98240 ran 'take' on item 'Sparkling Consulate Water' (#29483)
[14:23:40]	CCA.C17-QrM.98240 has gained a 'Sparkling Consulate Water' #29483.
[14:23:41]	[ME] Denford F. MacMillian: Pulls out a key from the tool set and inserts it into the machine key slot, he opens it up and turns off the machine. He then looked over the damages to see what the issue was.
[14:23:43]	CCA.C17-QrM.98240 ran 'take' on item 'Sparkling Consulate Water' (#29485)
[14:23:43]	CCA.C17-QrM.98240 has gained a 'Sparkling Consulate Water' #29485.
[14:24:11]	[OOC] CCA.C17-GRID.i1.23710: its occured to me
[14:24:19]	[OOC] CCA.C17-GRID.i1.23710: that i dont know how vending machines work
[14:24:21]	[ME] CCA.C17-QrM.98240: grabs at a bag in his utility belt, opening it and dumping a fuck ton of cans onto the ground. "Drink."
[14:24:24]	CCA.C17-QrM.98240 ran 'drop' on item 'Sparkling Consulate Water' (#29474)
[14:24:24]	CCA.C17-QrM.98240 has lost a 'Sparkling Consulate Water' #29474.
[14:24:24]	CCA.C17-QrM.98240 ran 'drop' on item 'Flavored Consulate Water' (#29476)
[14:24:24]	CCA.C17-QrM.98240 has lost a 'Flavored Consulate Water' #29476.
[14:24:25]	CCA.C17-QrM.98240 ran 'drop' on item 'Flavored Consulate Water' (#29475)
[14:24:25]	CCA.C17-QrM.98240 has lost a 'Flavored Consulate Water' #29475.
[14:24:25]	CCA.C17-QrM.98240 ran 'drop' on item 'Sparkling Consulate Water' (#29473)
[14:24:25]	CCA.C17-QrM.98240 has lost a 'Sparkling Consulate Water' #29473.
[14:24:25]	CCA.C17-QrM.98240 ran 'drop' on item 'Flavored Consulate Water' (#29470)
[14:24:25]	CCA.C17-QrM.98240 has lost a 'Flavored Consulate Water' #29470.
[14:24:26]	CCA.C17-QrM.98240 ran 'drop' on item 'Consulate Water' (#29480)
[14:24:26]	CCA.C17-QrM.98240 has lost a 'Consulate Water' #29480.
[14:24:27]	CCA.C17-QrM.98240 ran 'drop' on item 'Sparkling Consulate Water' (#29483)
[14:24:27]	CCA.C17-QrM.98240 has lost a 'Sparkling Consulate Water' #29483.
[14:24:27]	[OOC] Denford F. MacMillian: I can do the RP for it.
[14:24:27]	CCA.C17-QrM.98240 ran 'drop' on item 'Sparkling Consulate Water' (#29485)
[14:24:27]	CCA.C17-QrM.98240 has lost a 'Sparkling Consulate Water' #29485.
[14:24:28]	CCA.C17-QrM.98240 ran 'drop' on item 'Sparkling Consulate Water' (#29482)
[14:24:28]	CCA.C17-QrM.98240 has lost a 'Sparkling Consulate Water' #29482.
[14:24:28]	CCA.C17-QrM.98240 ran 'drop' on item 'Consulate Water' (#29478)
[14:24:28]	CCA.C17-QrM.98240 has lost a 'Consulate Water' #29478.
[14:24:29]	CCA.C17-QrM.98240 ran 'drop' on item 'Flavored Consulate Water' (#29477)
[14:24:29]	CCA.C17-QrM.98240 has lost a 'Flavored Consulate Water' #29477.
[14:24:29]	CCA.C17-QrM.98240 ran 'drop' on item 'Sparkling Consulate Water' (#29484)
[14:24:29]	CCA.C17-QrM.98240 has lost a 'Sparkling Consulate Water' #29484.
[14:24:29]	[OOC] Denford F. MacMillian: I know a good bit.
[14:24:31]	[OOC] CCA.C17-GRID.i1.23710: sure, lmao
[14:24:36]	Jonathan Jackson ran 'take' on item 'Sparkling Consulate Water' (#29473)
[14:24:36]	Jonathan Jackson has gained a 'Sparkling Consulate Water' #29473.
[14:24:39]	Jonathan Jackson ran 'take' on item 'Sparkling Consulate Water' (#29482)
[14:24:39]	Jonathan Jackson has gained a 'Sparkling Consulate Water' #29482.
[14:24:39]	[OOC] Denford F. MacMillian: Alright, I'll just do some RP for it.
[14:24:42]	Jonathan Jackson ran 'take' on item 'Sparkling Consulate Water' (#29474)
[14:24:42]	Jonathan Jackson has gained a 'Sparkling Consulate Water' #29474.
[14:24:44]	Jonathan Jackson ran 'take' on item 'Flavored Consulate Water' (#29475)
[14:24:44]	Jonathan Jackson has gained a 'Flavored Consulate Water' #29475.
[14:24:45]	Jonathan Jackson ran 'take' on item 'Flavored Consulate Water' (#29476)
[14:24:45]	Jonathan Jackson has gained a 'Flavored Consulate Water' #29476.
[14:24:49]	Jonathan Jackson ran 'take' on item 'Sparkling Consulate Water' (#29484)
[14:24:49]	Jonathan Jackson has gained a 'Sparkling Consulate Water' #29484.
[14:24:50]	Jonathan Jackson ran 'take' on item 'Sparkling Consulate Water' (#29485)
[14:24:50]	Jonathan Jackson has gained a 'Sparkling Consulate Water' #29485.
[14:24:51]	[OOC] CCA.C17-QrM.98240: This is amazing 
[14:24:57]	Jonathan Jackson ran 'take' on item 'Sparkling Consulate Water' (#29483)
[14:24:57]	Jonathan Jackson has gained a 'Sparkling Consulate Water' #29483.
[14:25:00]	Jonathan Jackson ran 'take' on item 'Flavored Consulate Water' (#29470)
[14:25:00]	Jonathan Jackson has gained a 'Flavored Consulate Water' #29470.
[14:25:01]	CCA.C17-QrM.98240 has gained 10 tokens.
[14:25:02]	Jonathan Jackson ran 'take' on item 'Flavored Consulate Water' (#29477)
[14:25:02]	Jonathan Jackson has gained a 'Flavored Consulate Water' #29477.
[14:25:02]	[OOC] CCA.C17-QrM.98240: best RP 
