[00:50:33]	Mr.Ganar has connected.
[09:52:01]	[LOOC] CCA.C17-UNION.EpU.93347: but to turn off
[09:52:03]	[LOOC] CCA.C17-UNION.EpU.93347: je ne sais pas
[09:52:05]	[LOOC] CAC.C17-VORTIPODE.24999: OO
[09:52:08]	[LOOC] CAC.C17-VORTIPODE.24999: Nvm then...
[09:52:09]	[LOOC] CCA.C17-UNION.EpU.93347: and I don't want to mess something up
[09:52:13]	[LOOC] CAC.C17-VORTIPODE.24999: Yeah if its just a restart 
[09:52:18]	[LOOC] CAC.C17-VORTIPODE.24999: wont fix our issue
[09:53:34]	CCA.C17-UNION.EpU.93347 has gained 10 tokens.
[09:56:12]	[LOOC] CCA.C17-UNION.EpU.93347: gamer hour is
[09:56:43]	[LOOC] CAC.C17-VORTIPODE.24999: wa
[09:58:11]	Dilly_ loaded the character 'Douglas Hudson'
[09:59:03]	CAC.C17-VORTIPODE.24999 used command '/CharFallOver 0.1'.
[09:59:21]	[LOOC] Douglas Hudson: voice lines
[09:59:22]	[LOOC] Douglas Hudson: in settings
[09:59:28]	[LOOC] Douglas Hudson: sor
[09:59:30]	[LOOC] Douglas Hudson: information
[10:00:05]	[LOOC] Douglas Hudson: fuck
[10:01:51]	Dilly_ loaded the character 'Yur'Go'
[10:02:34]	[OOC] Yur'Go: no voice access :c 
[10:02:42]	[OOC] CAC.C17-VORTIPODE.24999: n oo
[10:02:45]	Yur'Go has taken 10 damage from npc_zombie.
[10:02:50]	[OOC] Yur'Go: actually
[10:02:57]	[OOC] Yur'Go: prob cuz I don't have access to that flag
[10:03:07]	Dilly_ loaded the character 'Crimson'
[10:04:14]	Crimson has taken 5 damage from CAC.C17-VORTIPODE.24999.
[10:04:14]	CAC.C17-VORTIPODE.24999 has killed Crimson with ix_hands.
[10:04:21]	[LOOC] Crimson: I will kill you
[10:05:22]	Crimson used command '/RollAttribute acrobatics'.
[10:05:31]	Crimson rolled 49 (39 + 10) out of 100 on Acrobatics.
[10:05:31]	Crimson used command '/RollSkill acrobatics'.
[10:05:37]	Crimson rolled 66 (56 + 10) out of 100 on Acrobatics.
[10:05:37]	Crimson used command '/RollSkill acrobatics'.
[10:05:39]	Crimson rolled 46 (36 + 10) out of 100 on Acrobatics.
[10:05:39]	Crimson used command '/RollSkill acrobatics'.
[10:05:39]	Crimson rolled 70 (60 + 10) out of 100 on Acrobatics.
[10:05:39]	Crimson used command '/RollSkill acrobatics'.
[10:05:40]	Crimson rolled 58 (48 + 10) out of 100 on Acrobatics.
[10:05:40]	Crimson used command '/RollSkill acrobatics'.
[10:05:41]	Crimson rolled 58 (48 + 10) out of 100 on Acrobatics.
[10:05:41]	Crimson used command '/RollSkill acrobatics'.
[10:05:41]	Crimson rolled 62 (52 + 10) out of 100 on Acrobatics.
[10:05:41]	Crimson used command '/RollSkill acrobatics'.
[10:05:42]	Crimson rolled 73 (63 + 10) out of 100 on Acrobatics.
[10:05:42]	Crimson used command '/RollSkill acrobatics'.
[10:05:43]	Crimson rolled 13 (3 + 10) out of 100 on Acrobatics.
[10:05:43]	Crimson used command '/RollSkill acrobatics'.
[10:05:50]	CAC.C17-VORTIPODE.24999 rolled 68 (63 + 5) out of 100 on Strength.
[10:05:50]	CAC.C17-VORTIPODE.24999 used command '/RollAttribute strength'.
[10:07:26]	CAC.C17-VORTIPODE.24999 rolled 51 (46 + 5) out of 100 on Strength.
[10:07:26]	CAC.C17-VORTIPODE.24999 used command '/RollAttribute strength'.
[10:07:38]	[OOC] CAC.C17-VORTIPODE.24999: Sig
[10:07:57]	Crimson has taken 5 damage from CAC.C17-VORTIPODE.24999.
[10:07:57]	CAC.C17-VORTIPODE.24999 has killed Crimson with ix_hands.
[10:08:32]	Dilly_ loaded the character 'Douglas Hudson'
[10:08:41]	Dilly_ loaded the character 'CCA.C17-UNION.EpU.93347'
[10:09:11]	CCA.C17-UNION.EpU.93347 used the 'Ration Dispenser' vendor.
[10:09:16]	CCA.C17-UNION.EpU.93347 used the 'Ration Dispenser' vendor.
[10:09:18]	CCA.C17-UNION.EpU.93347 used the 'Ration Dispenser' vendor.
[10:09:20]	CCA.C17-UNION.EpU.93347 used the 'Ration Dispenser' vendor.
[10:09:27]	CCA.C17-UNION.EpU.93347 used the 'Ration Dispenser' vendor.
[10:09:29]	CCA.C17-UNION.EpU.93347 has gained 0 tokens.
[10:09:29]	CCA.C17-UNION.EpU.93347 has gained a 'CCA Grade Beverage (Lemon Flavor)' #27521.
[10:09:32]	CCA.C17-UNION.EpU.93347 has gained 0 tokens.
[10:09:32]	CCA.C17-UNION.EpU.93347 has gained a 'CCA Grade Food Product (Bacon Flavor)' #27522.
[10:09:40]	CCA.C17-UNION.EpU.93347 ran 'Consume' on item 'CCA Grade Food Product (Bacon Flavor)' (#27522)
[10:09:43]	CCA.C17-UNION.EpU.93347 ran 'Consume' on item 'CCA Grade Beverage (Lemon Flavor)' (#27521)
[10:11:52]	CCA.C17-UNION.EpU.93347 used command '/Radio TEST'.
[10:12:05]	CCA.C17-UNION.EpU.93347 used command '/ViewObjectives'.
[10:13:41]	CCA.C17-UNION.EpU.93347 has gained 10 tokens.
[10:14:34]	[OOC] CCA.C17-UNION.EpU.93347: I've spent 70 hours 
[10:14:36]	[OOC] CCA.C17-UNION.EpU.93347: on server
[10:14:40]	[OOC] CCA.C17-UNION.EpU.93347: where is my raise 
[10:14:43]	[OOC] CAC.C17-VORTIPODE.24999: nerdd
[10:16:44]	Dilly_ loaded the character 'Douglas Hudson'
[10:16:56]	Douglas Hudson ran 'EquipUn' on item 'Combat Knife' (#26801)
[10:16:57]	Douglas Hudson ran 'Equip' on item 'Combat Knife' (#26801)
[10:17:05]	Douglas Hudson ran 'EquipUn' on item 'Combat Knife' (#26801)
[10:17:06]	Douglas Hudson ran 'Equip' on item 'Combat Knife' (#26801)
[10:17:16]	Douglas Hudson ran 'EquipUn' on item 'Combat Knife' (#26801)
[10:17:16]	Douglas Hudson ran 'Equip' on item 'Combat Knife' (#26801)
[10:17:44]	[OOC] Douglas Hudson: someone join
[10:17:53]	[OOC] CAC.C17-VORTIPODE.24999: No ooc
[10:18:04]	Douglas Hudson used command '/PM VORTIPODE gotcha'.
[10:22:45]	[OOC] Douglas Hudson: The CG gang is playing WIllard
[10:22:55]	[OOC] CAC.C17-VORTIPODE.24999: wa
[10:23:28]	[OOC] Douglas Hudson: brian green n other fellers
[10:25:38]	Ethan has connected.
[10:26:49]	Douglas Hudson used command '/PM Vortipode maybe we should leave until Q gets back'.
[10:26:49]	Ethan (STEAM_0:0:11089161) has disconnected.
[10:27:10]	[OOC] Douglas Hudson: ye
[10:27:14]	[OOC] Douglas Hudson: should
[10:27:22]	[OOC] Douglas Hudson: Just so we don't get much activity rn
[10:29:30]	Douglas Hudson entered observer.
[10:29:32]	Douglas Hudson exited observer.
[10:30:03]	Douglas Hudson ran 'View' on item 'Paper' (#25319)
[10:30:06]	Douglas Hudson destroyed a 'Paper' #25319.
[10:31:22]	[LOOC] CAC.C17-VORTIPODE.24999: a
[10:32:26]	[LOOC] Douglas Hudson: ye 
[10:32:28]	[LOOC] Douglas Hudson: or ne?
[10:33:04]	[LOOC] Douglas Hudson: wel lthe
[10:33:08]	Dilly_ (STEAM_0:0:52468151) has disconnected.
[10:36:15]	Global Defence Initiative (STEAM_0:0:49504081) has disconnected.
[13:32:02]	Dilly_ has connected.
[13:34:35]	Dilly_ loaded the character 'Douglas Hudson'
[13:38:54]	Dilly_ loaded the character 'Carson Copper'
[13:39:21]	Carson Copper ran 'drop' on item 'Cloth Scrap' (#24059)
[13:39:21]	Carson Copper has lost a 'Cloth Scrap' #24059.
[13:39:42]	Dilly_ loaded the character 'OTA.C08-ECHO:OWS.69173'
[13:40:01]	Dilly_ loaded the character 'Douglas Hudson'
[13:40:19]	Douglas Hudson ran 'Equip' on item 'Cyclopic Citizen Suit' (#26602)
[13:40:27]	Douglas Hudson used command '/CharDesc'.
[15:34:20]	Global Defence Initiative has connected.
[15:35:11]	Global Defence Initiative loaded the character 'CAC.C17-VORTIPODE.24999'
[15:35:14]	[OOC] CAC.C17-VORTIPODE.24999: Test
[15:35:23]	CAC.C17-VORTIPODE.24999 used command '/Dispatch'.
[15:35:26]	[OOC] CAC.C17-VORTIPODE.24999: Test
[15:35:29]	[OOC] CAC.C17-VORTIPODE.24999: Test
[15:35:52]	_--Ashley--_ has connected.
[15:36:44]	_--Ashley--_ loaded the character 'Ashley Adams'
[15:38:54]	Ashley Adams used command '/BecomeClass cwu'.
[15:39:31]	[OOC] Ashley Adams: welp
[15:39:45]	[OOC] CAC.C17-VORTIPODE.24999: Welp
[15:39:48]	[OOC] CAC.C17-VORTIPODE.24999: What?
[15:39:53]	[OOC] Ashley Adams: w I dunno
[15:40:04]	[OOC] Ashley Adams: Was kinda hoping my stuff would be accepted by now
[15:41:22]	Dilly_ has connected.
[15:42:06]	Ashley Adams has gained a 'Notepad' #27521.
[15:42:35]	Dilly_ loaded the character 'Douglas Hudson'
[15:42:59]	[OOC] CAC.C17-VORTIPODE.24999: its all up to Q really 
[15:43:10]	[OOC] CAC.C17-VORTIPODE.24999: Half of the week he seems very busy
[15:43:18]	Douglas Hudson used command '/PM VORTIPODE is not fixed I think'.
[15:43:19]	[OOC] Ashley Adams: Yea ik
[15:43:23]	[OOC] CAC.C17-VORTIPODE.24999: Wens - Sat
[15:43:32]	Douglas Hudson used command '/PM VORTIPODE atleast not for me'.
[15:43:38]	[OOC] Ashley Adams: One can hope
[15:43:49]	CAC.C17-VORTIPODE.24999 used command '/PM Douglas How so?'.
[15:43:59]	CAC.C17-VORTIPODE.24999 used command '/PM Douglas Did you do /dispatch? or somthing?'.
[15:44:05]	Douglas Hudson used command '/PM VORTIPODE I still have access to it all'.
[15:44:05]	Ashley Adams used command '/CharFallOver'.
[15:44:22]	Douglas Hudson used command '/PM VORTI Nothing has changed for my char'.
[15:44:25]	[OOC] Ashley Adams: Hol up, theres a baby behind the vending machine
[15:44:29]	CAC.C17-VORTIPODE.24999 used command '/PM Douglas Could it be your rank?'.
[15:44:41]	Douglas Hudson used command '/PM VORTI it is'.
[15:44:41]	Ashley Adams used command '/CharGetUp'.
[15:44:49]	CAC.C17-VORTIPODE.24999 used command '/PM Douglas VIP rank?'.
[15:45:13]	Douglas Hudson used command '/PM VORTI no no no, if I had that I wouldn't have all the perms'.
[15:45:31]	CAC.C17-VORTIPODE.24999 used command '/PM Douglas well why is it then?'.
[15:45:37]	CAC.C17-VORTIPODE.24999 used command '/PM Douglas becuase i dont have access'.
[15:45:47]	CAC.C17-VORTIPODE.24999 used command '/PM Douglas unless its becuase its on multiple characters?'.
[15:45:50]	Douglas Hudson used command '/PM VORTI dunno. really no idea'.
[15:46:03]	Douglas Hudson used command '/PM VORTI cant be'.
[15:46:13]	CAC.C17-VORTIPODE.24999 used command '/Dispatch'.
[15:46:37]	[LOOC] Douglas Hudson: hold tab
[15:46:41]	[LOOC] Douglas Hudson: do u see config?
[15:46:47]	[LOOC] CAC.C17-VORTIPODE.24999: No
[15:46:50]	[LOOC] Douglas Hudson: waaa
[15:46:55]	[LOOC] CAC.C17-VORTIPODE.24999: Thats what i mean
[15:47:01]	[LOOC] CAC.C17-VORTIPODE.24999: not sure why you have it
[15:47:07]	[LOOC] CAC.C17-VORTIPODE.24999: What did u do when u joined?
[15:47:15]	[LOOC] Douglas Hudson: load this char
[15:47:16]	[LOOC] Douglas Hudson: is all
[15:47:21]	[LOOC] CAC.C17-VORTIPODE.24999: What if i
[15:47:24]	[LOOC] Douglas Hudson: load this char, held tab
[15:47:28]	Global Defence Initiative loaded the character 'Robbert Garth'
[15:47:32]	[LOOC] Douglas Hudson: saw config
[15:47:34]	[LOOC] Douglas Hudson: day ruined
[15:47:43]	Robbert Garth used command '/Dispatch'.
[15:47:59]	Global Defence Initiative loaded the character 'CAC.C17-VORTIPODE.24999'
[15:48:10]	[LOOC] CAC.C17-VORTIPODE.24999: Idk ask Q thens
[15:48:18]	[LOOC] CAC.C17-VORTIPODE.24999: He has not talked all that much today
[15:48:32]	[LOOC] Douglas Hudson: hasn't responded
[15:48:36]	[LOOC] Douglas Hudson: as of today 
[15:48:39]	[LOOC] CAC.C17-VORTIPODE.24999: Yeah
[15:51:08]	Douglas Hudson ran 'EquipUn' on item 'Cyclopic Citizen Suit' (#26602)
[15:51:10]	Douglas Hudson ran 'Equip' on item 'Cyclopic Citizen Suit' (#26602)
[15:52:05]	[OOC] Douglas Hudson: prob gonna get more peeps closer to the end of the day
[15:52:14]	[LOOC] Douglas Hudson: FUCK
[15:52:16]	[OOC] Ashley Adams: Yea
[15:52:18]	[LOOC] CAC.C17-VORTIPODE.24999: :eyes:
[15:52:24]	[LOOC] Douglas Hudson: :they didn't notice:
[15:52:25]	[OOC] Ashley Adams: did you want to see where the baby is lol
[15:52:31]	[LOOC] Douglas Hudson: :they didn't notice:
[15:52:34]	[LOOC] CAC.C17-VORTIPODE.24999: Didnt notice lol
[15:53:11]	Ashley Adams opened the '' #308 container.
[15:53:11]	Ashley Adams closed the '' #308 container.
[15:53:36]	[LOOC] Douglas Hudson: bab
[15:53:39]	[LOOC] Ashley Adams: bab'
[15:53:41]	[OOC] CAC.C17-VORTIPODE.24999: afk
[15:53:58]	[LOOC] Douglas Hudson: the waiting game reee
[15:54:50]	_--Ashley--_ (STEAM_0:0:25179524) has disconnected.
[16:04:02]	[OOC] Douglas Hudson: is le scared
[16:15:30]	Douglas Hudson used command '/Dispatch'.
[16:15:46]	Dilly_ loaded the character 'CCA.C17-UNION.EpU.93347'
[16:15:54]	CCA.C17-UNION.EpU.93347 used command '/Dispatch'.
[16:16:12]	[OOC] CAC.C17-VORTIPODE.24999: koc
[16:16:16]	[OOC] CCA.C17-UNION.EpU.93347: kek
[16:16:25]	Dilly_ loaded the character 'Douglas Hudson'
[16:16:29]	[OOC] Douglas Hudson: see it do god own
[16:16:35]	[OOC] Douglas Hudson: see it do go down
[16:16:37]	CAC.C17-VORTIPODE.24999 used command '/Dispatch'.
[16:16:40]	[OOC] CAC.C17-VORTIPODE.24999: Idk
[16:17:05]	CAC.C17-VORTIPODE.24999 used command '/CharFallOver 0.1'.
[16:17:05]	[OOC] Douglas Hudson: hell ye says we gotta bot amoung us 
[16:17:09]	Douglas Hudson entered observer.
[16:17:12]	[OOC] CAC.C17-VORTIPODE.24999: Wat?
[16:17:15]	Douglas Hudson exited observer.
[16:17:22]	[OOC] Douglas Hudson: in server menu
[16:17:36]	[OOC] Douglas Hudson: oh not anymore
[16:18:04]	CAC.C17-VORTIPODE.24999 used command '/CharFallOver 0.1'.
[16:18:32]	[OOC] CAC.C17-VORTIPODE.24999: Oh no
[16:18:43]	[OOC] CAC.C17-VORTIPODE.24999: Who didnt lock the warehouse control
[16:19:04]	CAC.C17-VORTIPODE.24999 used command '/CharFallOver 0.1'.
[16:19:06]	CAC.C17-VORTIPODE.24999 used command '/CharGetUp'.
[16:19:10]	CAC.C17-VORTIPODE.24999 used command '/CharFallOver 0.1'.
[16:19:23]	CAC.C17-VORTIPODE.24999 has killed CAC.C17-VORTIPODE.24999.
[16:19:38]	CAC.C17-VORTIPODE.24999 used command '/Dispatch'.
[16:23:23]	CAC.C17-VORTIPODE.24999 used command '/CharFallOver 0.1'.
[16:23:25]	CAC.C17-VORTIPODE.24999 has taken 41 damage from worldspawn.
[16:24:13]	[OOC] CAC.C17-VORTIPODE.24999: Look up
[16:24:46]	[OOC] CAC.C17-VORTIPODE.24999: That was pure skill
[16:25:40]	CAC.C17-VORTIPODE.24999 used command '/CharFallOver 0.1'.
[16:25:40]	CAC.C17-VORTIPODE.24999 has taken 50 damage from worldspawn.
[16:25:40]	CAC.C17-VORTIPODE.24999 has taken 109 damage from worldspawn.
[16:25:40]	worldspawn has killed CAC.C17-VORTIPODE.24999.
[16:25:46]	[OOC] Douglas Hudson: LMAO
[16:25:59]	[OOC] CAC.C17-VORTIPODE.24999: I masterd the art of radio surf
[16:26:25]	[OOC] CAC.C17-VORTIPODE.24999: Check this
[16:26:35]	CAC.C17-VORTIPODE.24999 has taken 10 damage from worldspawn.
[16:26:51]	CAC.C17-VORTIPODE.24999 has taken 24 damage from worldspawn.
[16:27:20]	[LOOC] CAC.C17-VORTIPODE.24999: bruh
[16:27:22]	CAC.C17-VORTIPODE.24999 has taken 113 damage from worldspawn.
[16:27:22]	worldspawn has killed CAC.C17-VORTIPODE.24999.
[16:27:38]	[OOC] Douglas Hudson: get hecked on
[16:27:44]	[OOC] CAC.C17-VORTIPODE.24999: Challenge
[16:27:50]	[OOC] Douglas Hudson: pissing
[16:27:53]	[OOC] Douglas Hudson: where you at
[16:28:02]	[OOC] CAC.C17-VORTIPODE.24999: Go from plaza to train tracks
[16:28:15]	[OOC] CAC.C17-VORTIPODE.24999: With radio
[16:28:21]	[Y] Douglas Hudson: Hey, over here!
[16:28:22]	[Y] Douglas Hudson: Hey, over here!
[16:28:23]	[Y] Douglas Hudson: Hey, over here!
[16:28:31]	[Y] Douglas Hudson: Hey, over here!
[16:28:33]	[Y] Douglas Hudson: Hey, over here!
[16:28:33]	[Y] Douglas Hudson: Hey, over here!
[16:28:45]	[Y] Douglas Hudson: Hey, over here!
[16:28:46]	[Y] Douglas Hudson: Hey, over here!
[16:28:47]	[Y] Douglas Hudson: Hey, over here!
[16:28:48]	[Y] Douglas Hudson: Hey, over here!
[16:28:50]	[Y] Douglas Hudson: Hey, over here!
[16:28:53]	[Y] Douglas Hudson: Hey, over here!
[16:28:54]	[Y] Douglas Hudson: Hey, over here!
[16:28:54]	[Y] Douglas Hudson: Hey, over here!
[16:28:55]	[Y] Douglas Hudson: Hey, over here!
[16:28:56]	[Y] Douglas Hudson: Hey, over here!
[16:28:57]	[Y] Douglas Hudson: Hey, over here!
[16:29:07]	[Y] Douglas Hudson: Help!
[16:29:08]	[Y] Douglas Hudson: Help!
[16:29:34]	[Y] Douglas Hudson: Help!
[16:29:34]	[Y] Douglas Hudson: Help!
[16:29:35]	[Y] Douglas Hudson: Help!
[16:29:41]	[Y] Douglas Hudson: Hey, over here!
[16:29:42]	[Y] Douglas Hudson: Hey, over here!
[16:29:43]	[Y] Douglas Hudson: Hey, over here!
[16:30:39]	CAC.C17-VORTIPODE.24999 has taken 38 damage from worldspawn.
[16:31:23]	CAC.C17-VORTIPODE.24999 used command '/CharFallOver 0.1'.
[16:31:23]	CAC.C17-VORTIPODE.24999 has taken 100 damage from worldspawn.
[16:31:23]	worldspawn has killed CAC.C17-VORTIPODE.24999.
[16:31:28]	[Y] Douglas Hudson: Nooooo!
[16:31:30]	[Y] Douglas Hudson: Nooooo!
[16:31:31]	[Y] Douglas Hudson: Nooooo!
[16:31:32]	[Y] Douglas Hudson: Nooooo!
[16:31:33]	[Y] Douglas Hudson: Nooooo!
[16:31:34]	[Y] Douglas Hudson: Nooooo!
[16:31:36]	[Y] Douglas Hudson: No.
[16:31:38]	[Y] Douglas Hudson: Nooooo!
[16:31:45]	[Y] Douglas Hudson: Nooooo!
[16:31:56]	[Y] Douglas Hudson: Strider!
[16:31:57]	[Y] Douglas Hudson: Strider!
[16:31:57]	[Y] Douglas Hudson: Strider!
[16:31:58]	[Y] Douglas Hudson: Strider!
[16:31:59]	[Y] Douglas Hudson: Strider!
[16:31:59]	[Y] Douglas Hudson: Strider!
[16:32:00]	[Y] Douglas Hudson: Strider!
[16:32:01]	[Y] Douglas Hudson: Strider!
[16:32:01]	[Y] Douglas Hudson: Strider!
[16:32:02]	[Y] Douglas Hudson: Strider!
[16:32:07]	[Y] Douglas Hudson: Strider!
[16:32:22]	[Y] Douglas Hudson: Strider!
[16:32:22]	[Y] Douglas Hudson: Strider!
[16:32:23]	[Y] Douglas Hudson: Strider!
[16:32:24]	[Y] Douglas Hudson: Strider!
[16:32:24]	[Y] Douglas Hudson: Strider!
[16:32:25]	[Y] Douglas Hudson: Strider!
[16:32:25]	[Y] Douglas Hudson: Strider!
[16:32:26]	[Y] Douglas Hudson: Strider!
[16:32:27]	[Y] Douglas Hudson: Strider!
[16:32:27]	[Y] Douglas Hudson: Strider!
[16:32:28]	[Y] Douglas Hudson: Strider!
[16:32:29]	[Y] Douglas Hudson: Strider!
[16:32:29]	[Y] Douglas Hudson: Strider!
[16:32:30]	[Y] Douglas Hudson: Strider!
[16:32:30]	[Y] Douglas Hudson: Strider!
[16:32:31]	[Y] Douglas Hudson: Strider!
[16:33:01]	Douglas Hudson has taken 5 damage from frontierradio3.
[16:33:01]	Douglas Hudson has taken 5 damage from frontierradio3.
[16:33:01]	Douglas Hudson has taken 5 damage from frontierradio3.
[16:33:09]	CAC.C17-VORTIPODE.24999 used command '/CharFallOver 0.1'.
[16:33:09]	CAC.C17-VORTIPODE.24999 has taken 100 damage from worldspawn.
[16:33:09]	worldspawn has killed CAC.C17-VORTIPODE.24999.
[16:33:12]	[OOC] CAC.C17-VORTIPODE.24999: lol
[16:33:13]	[Y] Douglas Hudson: Haha, I got one!
[16:33:14]	[Y] Douglas Hudson: Haha, I got one!
[16:33:15]	[Y] Douglas Hudson: Haha, I got one!
[16:33:16]	[Y] Douglas Hudson: Haha, I got one!
[16:34:19]	[Y] Douglas Hudson: Let's go!
[16:34:20]	CAC.C17-VORTIPODE.24999 has taken 135 damage from worldspawn.
[16:34:20]	worldspawn has killed CAC.C17-VORTIPODE.24999.
[16:34:25]	[Y] Douglas Hudson: NO.
[16:34:34]	[OOC] Douglas Hudson: I fell and picked it up to save from fall damage
[16:34:43]	[Y] Douglas Hudson: Let's go!
[16:35:32]	Douglas Hudson has taken 20 damage from frontierradio3.
[16:35:32]	Douglas Hudson has taken 10 damage from frontierradio3.
[16:35:32]	Douglas Hudson has taken 10 damage from frontierradio3.
[16:35:32]	Douglas Hudson has taken 5 damage from frontierradio3.
[16:35:32]	CAC.C17-VORTIPODE.24999 has taken 17 damage from worldspawn.
[16:36:38]	Douglas Hudson has taken 38 damage from worldspawn.
[16:36:38]	Douglas Hudson has taken 50 damage from worldspawn.
[16:36:38]	worldspawn has killed Douglas Hudson.
[16:38:18]	[OOC] Douglas Hudson: waiting game go brr
[16:39:45]	CAC.C17-VORTIPODE.24999 opened the '' #2366 container.
[16:39:46]	CAC.C17-VORTIPODE.24999 closed the '' #2366 container.
[16:39:47]	CAC.C17-VORTIPODE.24999 opened the '' #2366 container.
[16:39:49]	CAC.C17-VORTIPODE.24999 closed the '' #2366 container.
[16:40:05]	[OOC] CAC.C17-VORTIPODE.24999: POwer outlet?
[16:40:15]	[OOC] CAC.C17-VORTIPODE.24999: DC ir AC>
[16:40:16]	CAC.C17-VORTIPODE.24999 opened the '' #2366 container.
[16:40:18]	CAC.C17-VORTIPODE.24999 closed the '' #2366 container.
[16:40:19]	[OOC] Douglas Hudson: combine power?
[16:40:25]	Douglas Hudson entered observer.
[16:40:25]	Douglas Hudson exited observer.
[16:40:41]	Douglas Hudson entered observer.
[16:40:46]	Douglas Hudson exited observer.
[16:40:51]	Douglas Hudson entered observer.
[16:40:55]	Douglas Hudson exited observer.
[16:41:01]	[LOOC] CAC.C17-VORTIPODE.24999: WAT
[16:41:21]	CAC.C17-VORTIPODE.24999 used command '/CharFallOver 0.1'.
[16:41:55]	CAC.C17-VORTIPODE.24999 has taken 1 damage from worldspawn.
[16:42:11]	[OOC] Douglas Hudson: when that bgm music hits
[16:42:34]	CAC.C17-VORTIPODE.24999 used command '/CharFallOver 0.1'.
[16:42:48]	CAC.C17-VORTIPODE.24999 used command '/Dispatch'.
[16:42:50]	CAC.C17-VORTIPODE.24999 has taken 5 damage from frontierradio3.
[16:43:21]	Douglas Hudson has taken 5 damage from frontierradio3.
[16:43:21]	Douglas Hudson has taken 10 damage from frontierradio3.
[16:43:21]	Douglas Hudson has taken 5 damage from frontierradio3.
[16:43:34]	CAC.C17-VORTIPODE.24999 has taken 500 damage from frontierradio3.
[16:43:34]	frontierradio3 has killed CAC.C17-VORTIPODE.24999.
[16:43:39]	[OOC] Douglas Hudson: rekt
[16:43:57]	[OOC] CAC.C17-VORTIPODE.24999: Record me prop surfing around nexus andpost it
[16:44:09]	CAC.C17-VORTIPODE.24999 used command '/CharFallOver 0.1'.
[16:44:18]	Douglas Hudson has taken 27 damage from worldspawn.
[16:44:21]	[OOC] CAC.C17-VORTIPODE.24999: Nice
[16:44:30]	Douglas Hudson has taken 50 damage from frontierradio3.
[16:44:30]	Douglas Hudson has taken 5 damage from frontierradio3.
[16:44:30]	frontierradio3 has killed Douglas Hudson.
[16:44:36]	[OOC] Douglas Hudson: lmao
[16:44:40]	[OOC] CAC.C17-VORTIPODE.24999: There is the throw i wanted
[16:45:06]	CAC.C17-VORTIPODE.24999 has taken 100 damage from frontierradio3.
[16:45:06]	frontierradio3 has killed CAC.C17-VORTIPODE.24999.
[16:45:10]	[OOC] CAC.C17-VORTIPODE.24999: ?
[16:45:18]	Douglas Hudson entered observer.
[16:45:20]	Douglas Hudson exited observer.
[16:45:25]	[OOC] Douglas Hudson: u die?
[16:45:33]	[OOC] CAC.C17-VORTIPODE.24999: Yeah
[16:45:44]	Douglas Hudson has taken 14 damage from worldspawn.
[16:46:12]	Douglas Hudson has taken 500 damage from frontierradio3.
[16:46:12]	frontierradio3 has killed Douglas Hudson.
[16:46:24]	CAC.C17-VORTIPODE.24999 has taken 10 damage from frontierradio3.
[16:46:55]	CAC.C17-VORTIPODE.24999 has taken 10 damage from frontierradio3.
[16:46:57]	CAC.C17-VORTIPODE.24999 has taken 5 damage from frontierradio3.
[16:46:58]	CAC.C17-VORTIPODE.24999 has taken 5 damage from frontierradio3.
[16:47:28]	[OOC] CAC.C17-VORTIPODE.24999: Wait what
[16:48:55]	[OOC] CAC.C17-VORTIPODE.24999: Wait...
[16:50:12]	CAC.C17-VORTIPODE.24999 has taken 46 damage from worldspawn.
[16:50:19]	CAC.C17-VORTIPODE.24999 has taken 500 damage from frontierradio3.
[16:50:19]	frontierradio3 has killed CAC.C17-VORTIPODE.24999.
[16:50:40]	CAC.C17-VORTIPODE.24999 used command '/CharFallOver 0.1'.
[16:50:41]	CAC.C17-VORTIPODE.24999 has taken 50 damage from worldspawn.
[16:50:50]	CAC.C17-VORTIPODE.24999 has taken 10 damage from frontierradio3.
[16:51:14]	Douglas Hudson has taken 50 damage from frontierradio3.
[16:51:14]	Douglas Hudson has taken 10 damage from frontierradio3.
[16:51:33]	Douglas Hudson used command '/CharFallOver 1'.
[16:51:42]	Douglas Hudson used command '/CharFallOver 1'.
[16:51:43]	Douglas Hudson has taken 50 damage from worldspawn.
[16:51:43]	worldspawn has killed Douglas Hudson.
[16:52:00]	[OOC] Douglas Hudson: is le waiting
[16:52:11]	[OOC] CAC.C17-VORTIPODE.24999: Its got a feild
[16:52:28]	CAC.C17-VORTIPODE.24999 used command '/CharFallOver 0.1'.
[16:52:35]	CAC.C17-VORTIPODE.24999 used command '/CharFallOver 0.1'.
[16:52:44]	CAC.C17-VORTIPODE.24999 used command '/CharFallOver 0.1'.
[16:52:51]	CAC.C17-VORTIPODE.24999 used command '/CharFallOver 0.1'.
[16:52:58]	CAC.C17-VORTIPODE.24999 used command '/CharFallOver 0.1'.
[16:53:05]	CAC.C17-VORTIPODE.24999 used command '/CharFallOver 0.1'.
[16:53:09]	CAC.C17-VORTIPODE.24999 used command '/CharFallOver 0.1'.
[16:53:13]	CAC.C17-VORTIPODE.24999 used command '/CharFallOver 0.1'.
[16:55:06]	CAC.C17-VORTIPODE.24999 ran 'View' on item 'Notepad' (#26764)
[16:56:51]	[OOC] CAC.C17-VORTIPODE.24999: Im i live?
[16:57:38]	[OOC] CAC.C17-VORTIPODE.24999: Ello?
[16:58:47]	[OOC] CAC.C17-VORTIPODE.24999: Ello?
